Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
5d2.6s2,a 3F,2,5,,0.0000,,0.0000,0.696,  90                    ,"L16323,L4389"
5d2.6s2,a 3F,3,7,,2356.6756,,0.0004,1.082,  98                    ,"L21976,L16323,L4389"
5d2.6s2,a 3F,4,9,,4567.6413,,0.0006,1.240,  94                    ,"L21976,L16323,L4389"
5d2.6s2,a 3P,0,1,,5521.7776,,0.0012,0.000,  85                    ,"L21976,L16323,L4389"
5d2.6s2,a 3P,1,3,,6572.5498,,0.0008,1.496,  87                    ,"L21976,L16323,L4389"
5d2.6s2,a 3P,2,5,,8983.7652,,0.0007,1.300,  49                    ,"L21976,L16323,L4389"
5d2.6s2,a 1D,2,5,,5638.6151,,0.0005,1.164,  48                    ,"L21976,L16323,L4389"
5d.6s2.(a 2D).6p,z 1D*,2,5,,10508.904,,0.005,0.805,                        ,L16323
5d2.6s2,a 1G,4,9,,10532.5690,,0.0009,1.007,  90                    ,"L21976,L16323,L4389"
5d.6s2.(a 2D).6p,z 3D*,1,3,,14017.827,,0.006,0.542,                        ,L16323
5d.6s2.(a 2D).6p,z 3D*,2,5,,16163.3602,,0.0014,1.172,                        ,"L21976,L16323"
5d.6s2.(a 2D).6p,z 3D*,3,7,,18381.5234,,0.0011,1.287,                        ,"L21976,L16323"
5d3.(b 4F).6s,a 5F,1,3,,14092.2938,,0.0025,0.010,  94                    ,"L21976,L16323,L4389"
5d3.(b 4F).6s,a 5F,2,5,,14740.6924,,0.0028,1.007,  96                    ,"L21976,L16323,L4389"
5d3.(b 4F).6s,a 5F,3,7,,15673.341,,0.005,1.248,  97                    ,"L16323,L4389"
5d3.(b 4F).6s,a 5F,4,9,,16766.637,,0.005,1.341,  97                    ,"L16323,L4389"
5d3.(b 4F).6s,a 5F,5,11,,17901.320,,0.007,1.383,  93                    ,"L16323,L4389"
5d.6s2.(a 2D).6p,z 3F*,2,5,,14435.138,,0.005,0.903,                        ,L16323
5d.6s2.(a 2D).6p,z 3F*,3,7,,14541.677,,0.005,1.085,                        ,L16323
5d.6s2.(a 2D).6p,z 3F*,4,9,,18224.981,,0.008,1.246,                        ,L16323
5d2.(a 3F).6s.(a 4F).6p,z 5G*,2,5,,18011.0647,,0.0010,0.394,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5G*,3,7,,19292.6984,,0.0008,0.952,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5G*,4,9,,20960.1223,,0.0008,1.157,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5G*,5,11,,22901.3837,,0.0012,1.276,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5G*,6,13,,25462.114,,0.019,1.38:,                        ,L16323
5d.6s2.(a 2D).6p,z 3P*,1,3,,18143.4034,,0.0017,1.428,                        ,"L21976,L16323"
5d.6s2.(a 2D).6p,z 3P*,0,1,,18270.133,,0.013,0.000,                        ,L16323
5d.6s2.(a 2D).6p,z 3P*,2,5,,19791.3040,,0.0013,1.414,                        ,"L21976,L16323"
5d2.6s2,1S,0,1,,20328.402,,0.017,,  91                    ,L4389
5d3.(b 4P).6s,a 5P,1,3,,20784.857,,0.015,2.40,  91                    ,"L16323,L4389"
5d3.(b 4P).6s,a 5P,2,5,,20908.462,,0.005,1.734,  79                    ,"L16323,L4389"
5d3.(b 4P).6s,a 5P,3,7,,22199.110,,0.008,,  92                    ,"L16323,L4389"
5d2.(a 3F).6s.(a 4F).6p,z 5F*,1,3,,21738.7225,,0.0012,0.030,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5F*,2,5,,22450.5521,,0.0007,1.011,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5F*,3,7,,23448.6227,,0.0008,1.204,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5F*,4,9,,24785.2649,,0.0012,1.330,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5F*,5,11,,26202.5501,,0.0012,1.357,                        ,"L21976,L16323"
5d3.(b 2G).6s,a 3G,3,7,,22880.262,,0.006,0.802:,  87                    ,"L16323,L4389"
5d3.(b 2G).6s,a 3G,4,9,,23252.852,,0.005,1.028,  77                    ,"L16323,L4389"
5d3.(b 2G).6s,a 3G,5,11,,24085.183,,0.007,1.142,  65                    ,"L16323,L4389"
5d3.(b 4F).6s,b 3F,2,5,,23327.739,,0.006,0.902,  55                    ,"L16323,L4389"
5d3.(b 4F).6s,b 3F,3,7,,25281.843,,0.006,1.144,  48                    ,"L16323,L4389"
5d3.(b 4F).6s,b 3F,4,9,,27074.542,,0.007,,  77                    ,"L16323,L4389"
5d3.(c 2D).6s,a 3D,1,3,,23641.389,,0.011,,  48                    ,L4389
5d3.(c 2D).6s,a 3D,2,5,,25084.172,,0.006,,  35                    ,"L16323,L4389"
5d3.(c 2D).6s,a 3D,3,7,,26715.403,,0.008,1.223,  43                    ,"L16323,L4389"
5d.6s2.(a 2D).6p,z 1F*,3,7,,23644.7563,,0.0013,1.074,                        ,"L21976,L16323"
5d2.(a 3F).6s.(a 4F).6p,z 5D*,0,1,,24966.809,,0.010,0.000,                        ,L16323
