Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Reference
6p5,2P*,3/2,4,,0.0,,,L3511
6p4.(3P).7s,4P,5/2,6,,44549.3,,0.4,L3511
6p4.(3P).7s,4P,3/2,4,,46233.6,,0.4,L3511
At II (6p4 3P<2>),Limit,---,,,75150.8,,0.65,L18394
