Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3d5.(6S).4s,a 7S,3,7,,0.0000,,0.0011,2.00183, 100                                                 ,"L18327,L7185"
3d5.(6S).4s,a 5S,2,5,,7593.1484,,0.0014,2.006, 100                                                 ,"L18327,L7185"
3d4.4s2,a 5D,0,1,,7750.7465,,0.0013,,                                                     ,L18327
3d4.4s2,a 5D,1,3,,7810.7795,,0.0011,1.50060,                                                     ,"L18327,L7185"
3d4.4s2,a 5D,2,5,,7927.4410,,0.0011,1.50060,                                                     ,"L18327,L7185"
3d4.4s2,a 5D,3,7,,8095.1842,,0.0011,1.50060,                                                     ,"L18327,L7185"
3d4.4s2,a 5D,4,9,,8307.5753,,0.0012,1.50060,                                                     ,"L18327,L7185"
3d5.(4G).4s,a 5G,2,5,,20517.4222,,0.0012,0.37, 100                                                 ,"L18327,L7185"
3d5.(4G).4s,a 5G,6,13,,20519.5515,,0.0014,1.33, 100                                                 ,"L18327,L7185"
3d5.(4G).4s,a 5G,3,7,,20520.9029,,0.0012,0.93, 100                                                 ,"L18327,L7185"
3d5.(4G).4s,a 5G,4,9,,20523.6290,,0.0013,1.13, 100                                                 ,"L18327,L7185"
3d5.(4G).4s,a 5G,5,11,,20523.8999,,0.0014,1.25, 100                                                 ,"L18327,L7185"
3d5.(4P).4s,a 5P,3,7,,21840.8096,,0.0012,1.6,  98                                                 ,"L18327,L7185"
3d5.(4P).4s,a 5P,2,5,,21847.8349,,0.0012,1.847,  98                                                 ,"L18327,L7185"
3d5.(4P).4s,a 5P,1,3,,21856.9287,,0.0011,2.500, 100                                                 ,"L18327,L7185"
3d4.4s2,a 3P,0,1,,23163.2205,,0.0018,,                                                     ,L18327
3d4.4s2,a 3P,1,3,,23511.9739,,0.0014,,                                                     ,L18327
3d4.4s2,a 3P,2,5,,24093.1182,,0.0014,,                                                     ,L18327
3d5.(6S).4p,z 7P*,2,5,,23305.0026,,0.0015,2.334,  67             :    33  3d4.(5D).4s.4p.(3P*)  7P*  ,"L18327,L7185"
3d5.(6S).4p,z 7P*,3,7,,23386.3419,,0.0014,1.9176,  67             :    33  3d4.(5D).4s.4p.(3P*)  7P*  ,"L18327,L7185"
3d5.(6S).4p,z 7P*,4,9,,23498.8156,,0.0014,1.7510,  67             :    31  3d4.(5D).4s.4p.(3P*)  7P*  ,"L18327,L7185"
3d4.4s2,a 3H,4,9,,23933.8561,,0.0015,,                                                     ,L18327
3d4.4s2,a 3H,5,11,,24056.0404,,0.0014,,                                                     ,L18327
3d4.4s2,a 3H,6,13,,24200.1980,,0.0014,,                                                     ,L18327
3d5.(4D).4s,b 5D,0,1,,24277.0546,,0.0015,, 100                                                 ,"L18327,L7185"
