Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
6p3,4S*,3/2,4,,0.000,,,,                                    ,L6416
6p3,2D*,3/2,4,,11419.039,,,1.225,                                    ,L6416
6p3,2D*,5/2,6,,15437.501,,,1.20,                                    ,L6416
6p3,2P*,1/2,2,,21660.914,,,0.667,                                    ,L6416
6p3,2P*,3/2,4,,33164.805,,,,                                    ,L6416
6p2.(3P<0>).7s,2[0],1/2,2,,32588.221,,,2.088,         or  :        6p2.7s   4P   ,L6416
6p2.(3P<0>).7p,2[1]*,1/2,2,,41124.985,,,,                                    ,L6416
6p2.(3P<0>).7p,2[1]*,3/2,4,,42940.519,,,,                                    ,L6416
6p2.(3P<0>).6d,2[2],3/2,4,,43912.374,,,0.79,                                    ,L6416
6p2.(3P<0>).6d,2[2],5/2,6,,44816.841,,,1.20,                                    ,L6416
6p2.(3P<1>).7s,2[1],3/2,4,,44865.076,,,1.676,         or  :        6p2.7s   4P   ,L6416
6p2.(3P<1>).7s,2[1],1/2,2,,45915.883,,,1.30,         or  :        6p2.7s   2P   ,L6416
6p2.(3P<0>).8s,2[0],1/2,2,,47373.477,,,,         or  :        6p2.8s   4P   ,L6416
6p2.(3P<2>).7s,2[2],5/2,6,,48489.869,,,1.41,         or  :        6p2.7s   4P   ,L6416
6p2.(3P<2>).7s,2[2],3/2,4,,49460.910,,,0.98,         or  :        6p2.7s   2P   ,L6416
6p2.(3P<0>).8p,2[1]*,1/2,2,,49997.834,,,,                                    ,L6416
6p2.(3P<0>).8p,2[1]*,3/2,4,,50594.588,,,,                                    ,L6416
6p2.(3P<0>).7d,2[2],3/2,4,,51019.090,,,,                                    ,L6416
6p2.(3P<0>).7d,2[2],5/2,6,,51158.494,,,,                                    ,L6416
6p2.(3P<0>).9s,2[0],1/2,2,,52255.717,,,,         or  :        6p2.9s   4P   ,L6416
6p2.(3P<0>).9p,2[1]*,1/2,2,,53468.551,,,,                                    ,L6416
6p2.(3P<0>).8d,2[2],3/2,4,,53878.830,,,,                                    ,L6416
6p2.(3P<0>).8d,2[2],5/2,6,,53977.051,,,,                                    ,L6416
6p2.(3P<1>).7p,2[0]*,1/2,2,,53893.790,,,,                                    ,L6416
6p2.(3P<0>).10s,2[0],1/2,2,,54560.637,,,,         or  :        6p2.10s  4P   ,L6416
6p2.(3P<1>).7p,2[2]*,3/2,4,,54570.550,,,,                                    ,L6416
6p2.(3P<0>).9d,2[2],3/2,4,,55425.301,,,,                                    ,L6416
6p2.(3P<0>).9d,2[2],5/2,6,,55474.714,,,,                                    ,L6416
6p2.(3P<0>).11s,2[0],1/2,2,,55824.528,,,,         or  :        6p2.11s  4P   ,L6416
6p2.(3P<1>).7p,2[1]*,3/2,4,,56088.284,,,,                                    ,L6416
6p2.(3P<1>).7p,2[1]*,1/2,2,,56275.749,,,,                                    ,L6416
6p2.(3P<0>).10d,2[2],3/2,4,,56329.975,,,,                                    ,L6416
6p2.(3P<1>).6d,5657,3/2,4,,56569.46,,,,                                    ,L6416
6p2.(3P<0>).12s,2[0],1/2,2,,56591,?,,,         or  :        6p2.12s  4P   ,L3466
6p2.(3P<1>).6d,5707,5/2,6,,57076.20,,,,                                    ,"L3466,L9843"
6p2.(3P<1>).6d,5760,1/2,2,,57607.0,,,,                                    ,L3466
6p2.(3P<1>).6d,5776,3/2,4,,57767.8,,,,                                    ,L3466
6p2.(3P<1>).6d,5827,3/2,4,,58273.483,,,,                                    ,"L3466,L9843"
6p2.(3P<1>).6d,5837,7/2,8,,58377.6,,,,                                    ,L3466
Bi II (6p2 3P<0>),Limit,---,,,58761.65,,0.05,,                                    ,"L10664,L6247"
