obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
185.2911,185.29051,0.00137,53969.1,50bl,,,1518.829,55488.134,5d4.(5D).6s,6D,3/2,5d3.(4P).6s.(5P).6p,6P*,3/2,4,4,,,L6520,
185.5102,185.50804,0.00138,53905.4,350bl,,,7420.261,61326.281,5d5,6S,5/2,,,7/2,6,8,,,L6520,
185.9197,185.91989,0.00138,53786.7,25,,,6147.085,59933.692,5d4.(5D).6s,6D,9/2,,,7/2,10,8,,,L6520,
186.1257,186.12532,0.00139,53727.1,7,,,17436.932,71164.174,5d4.(3H).6s,4H,11/2,,,11/2,12,12,,,L6520,
186.1441,186.14325,0.00139,53721.8,3,,,6147.085,59869.150,5d4.(5D).6s,6D,9/2,,,7/2,10,8,,,L6520,
186.1593,186.15863,0.00139,53717.4,5,,,10592.485,64310.114,,,3/2,,,5/2,4,6,,,L6520,
186.2295,186.22875,0.00139,53697.2,11,,,7420.261,61117.662,5d5,6S,5/2,,,3/2,6,4,,,L6520,
186.4948,186.49473,0.00139,53620.8,50bl,,,4716.278,58337.096,5d4.(5D).6s,6D,7/2,,,5/2,8,6,,,L6520,
186.5815,186.58064,0.00139,53595.9,25bl,,,3172.473,56768.602,5d4.(5D).6s,6D,5/2,,,7/2,6,8,,,L6520,
187.1260,187.12500,0.00140,53439.9,7,,,0.000,53440.213,5d4.(5D).6s,6D,1/2,,,1/2,2,2,,,L6520,
187.1848,187.18512,0.00140,53423.1,15,,,0.000,53423.050,5d4.(5D).6s,6D,1/2,,,3/2,2,4,,,L6520,
187.36395,187.36404,0.00018,53372.06,3,,,3172.473,56544.508,5d4.(5D).6s,6D,5/2,5d3.(4P).6s.(5P).6p,6P*,5/2,6,6,,,L11762,
187.5126,187.51256,0.00141,53329.7,15,,,0.000,53329.762,5d4.(5D).6s,6D,1/2,,,3/2,2,4,,,L6520,
187.6614,187.66029,0.00141,53287.5,3,,,10592.485,63880.265,,,3/2,,,5/2,4,6,,,L6520,
187.7218,187.72059,0.00141,53270.3,5,,,4716.278,57986.939,5d4.(5D).6s,6D,7/2,,,9/2,8,10,,,L6520,
187.78540,187.785479,0.000212,53252.28,3,,,6147.085,59399.339,5d4.(5D).6s,6D,9/2,,,9/2,10,10,,,L11762,
188.0202,188.02027,0.00141,53185.8,25,,,1518.829,54704.585,5d4.(5D).6s,6D,3/2,,,5/2,4,6,,,L6520,
188.1807,188.18046,0.00142,53140.4,15,,,4716.278,57856.759,5d4.(5D).6s,6D,7/2,,,5/2,8,6,,,L6520,
188.2187,188.21840,0.00142,53129.7,15,,,6147.085,59276.854,5d4.(5D).6s,6D,9/2,,,7/2,10,8,,,L6520,
188.6305,188.63043,0.00142,53013.7,25,,,4716.278,57729.994,5d4.(5D).6s,6D,7/2,,,7/2,8,8,,,L6520,
188.6464,188.64689,0.00142,53009.2,50bl,,,11301.024,64310.114,5d3.6s2,4F,5/2,,,5/2,6,6,,,L6520,
188.6677,188.66509,0.00142,53003.2,3?,,,7420.261,60424.237,5d5,6S,5/2,,,7/2,6,8,,,L6520,
189.1835,189.18231,0.00143,52858.7,3,,,13411.939,66271.003,5d3.6s2,4F,7/2,,,9/2,8,10,,,L6520,
189.1886,189.18959,0.00143,52857.3,50,,,1518.829,54375.859,5d4.(5D).6s,6D,3/2,,,5/2,4,6,,,L6520,
189.6352,189.63617,0.00144,52732.8,3,,,13411.939,66144.496,5d3.6s2,4F,7/2,,,5/2,8,6,,,L6520,
189.6468,189.64721,0.00144,52729.6,25,,,11301.024,64030.511,5d3.6s2,4F,5/2,,,5/2,6,6,,,L6520,
189.94381,189.94370,0.00040,52647.15,2,,,20780.358,73427.537,,,9/2,,,7/2,10,8,,,L11762,
190.0477,190.04760,0.00144,52618.4,15,,,1518.829,54137.225,5d4.(5D).6s,6D,3/2,,,3/2,4,4,,,L6520,
190.1367,190.13660,0.00145,52593.7,3,,,0.000,52593.766,5d4.(5D).6s,6D,1/2,,,1/2,2,2,,,L6520,
190.24950,190.249598,0.000145,52562.56,3,,,6147.085,58709.614,5d4.(5D).6s,6D,9/2,,,7/2,10,8,,,L11762,
190.3470,190.34617,0.00145,52535.6,15,,,4716.278,57252.138,5d4.(5D).6s,6D,7/2,,,5/2,8,6,,,L6520,
190.4500,190.44906,0.00145,52507.2,5,,,1518.829,54026.309,5d4.(5D).6s,6D,3/2,,,5/2,4,6,,,L6520,
190.6625,190.66181,0.00145,52448.7,11bl,,,7420.261,59869.150,5d5,6S,5/2,,,7/2,6,8,,,L6520,
190.9368,190.93734,0.00146,52373.4,3,,,4716.278,57089.482,5d4.(5D).6s,6D,7/2,,,9/2,8,10,,,L6520,
191.0017,191.00281,0.00146,52355.6,3bl,,,0.000,52355.250,5d4.(5D).6s,6D,1/2,5d4.(5D).6p,4D*,1/2,2,2,,,L6520,
191.14742,191.147351,0.000110,52315.64,4,,,3172.473,55488.134,5d4.(5D).6s,6D,5/2,5d3.(4P).6s.(5P).6p,6P*,3/2,6,4,,,L11762,
191.5350,191.53456,0.00147,52209.8,7,,,13434.070,65643.968,,,5/2,,,7/2,6,8,,,L6520,
191.6092,191.60851,0.00147,52189.6,5,,,8711.274,60901.023,5d3.6s2,4F,3/2,,,5/2,4,6,,,L6520,
192.3454,192.34499,0.00148,51989.8,11,,,3172.473,55162.390,5d4.(5D).6s,6D,5/2,,,5/2,6,6,,,L6520,
192.47768,192.47766,0.00015,51954.08,4,,,8711.274,60665.356,5d3.6s2,4F,3/2,,,3/2,4,4,,,L11762,
192.5990,192.59887,0.00148,51921.3,25,,,1518.829,53440.213,5d4.(5D).6s,6D,3/2,,,1/2,4,2,,,L6520,
192.86230,192.862324,0.000074,51850.47,7,,,3172.473,55022.932,5d4.(5D).6s,6D,5/2,,,7/2,6,8,,,L11762,
192.9027,192.90178,0.00112,51839.6,3,,,6147.085,57986.939,5d4.(5D).6s,6D,9/2,,,9/2,10,10,,,L6520,
192.92873,192.92867,0.00019,51832.61,3,,,8832.728,60665.356,,,1/2,,,3/2,2,4,,,L11762,
192.93137,192.93131,0.00019,51831.90,3,,,19070.550,70902.470,,,9/2,,,9/2,10,10,,,L11762,
192.94508,192.94504,0.00007,51828.22,8,,,4716.278,56544.508,5d4.(5D).6s,6D,7/2,5d3.(4P).6s.(5P).6p,6P*,5/2,8,6,,,L11762,
193.00935,193.009456,0.000186,51810.96,3,,,1518.829,53329.762,5d4.(5D).6s,6D,3/2,,,3/2,4,4,,,L11762,
193.18647,193.186475,0.000187,51763.46,3,,,8711.274,60474.732,5d3.6s2,4F,3/2,,,5/2,4,6,,,L11762,
193.34227,193.34242,0.00022,51721.75,3,,,19442.466,71164.174,5d4.(3H).6s,4H,13/2,,,11/2,14,12,,,L11762,
193.43337,193.433434,0.000187,51697.39,3,,,4716.278,56413.649,5d4.(5D).6s,6D,7/2,,,9/2,8,10,,,L11762,
193.54023,193.54023,0.00030,51668.84,2,,,17436.932,69105.775,5d4.(3H).6s,4H,11/2,,,9/2,12,10,,,L11762,
193.80558,193.80547,0.00015,51598.10,4,,,17436.932,69035.063,5d4.(3H).6s,4H,11/2,5d3.(2H).6s.(3H).6p,4I*,13/2,12,14,,,L11762,
193.81826,193.818342,0.000056,51594.73,10,,,1518.829,53113.533,5d4.(5D).6s,6D,3/2,,,5/2,4,6,,,L11762,
193.8298,193.83093,0.00113,51591.7,5bl,,,13411.939,65003.292,5d3.6s2,4F,7/2,,,9/2,8,10,,,L6520,
193.8626,193.86266,0.00113,51582.9,5,,,6147.085,57729.994,5d4.(5D).6s,6D,9/2,,,7/2,10,8,,,L6520,
193.8797,193.87944,0.00113,51578.4,3,,,13411.939,64990.383,5d3.6s2,4F,7/2,,,5/2,8,6,,,L6520,
194.0540,194.05376,0.00113,51532.0,11,,,3172.473,54704.585,5d4.(5D).6s,6D,5/2,,,5/2,6,6,,,L6520,
194.12983,194.12977,0.00019,51511.92,3,,,22194.031,73705.965,,,7/2,,,9/2,8,10,,,L11762,
194.3271,194.32743,0.00113,51459.6,3,,,16553.087,68012.627,5d4.(3H).6s,4H,9/2,,,11/2,10,12,,,L6520,
194.49996,194.500147,0.000189,51413.89,3,,,14857.160,66271.003,,,9/2,,,9/2,10,10,,,L11762,
194.83253,194.832516,0.000076,51326.13,8,,,3172.473,54498.608,5d4.(5D).6s,6D,5/2,,,7/2,6,8,,,L11762,
194.95379,194.95388,0.00008,51294.21,7,,,16553.087,67847.271,5d4.(3H).6s,4H,9/2,,,9/2,10,10,,,L11762,
194.9919,194.99189,0.00114,51284.2,7,,,1518.829,52803.012,5d4.(5D).6s,6D,3/2,,,3/2,4,4,,,L6520,
195.10506,195.10509,0.00003,51254.44,18,,,0.000,51254.429,5d4.(5D).6s,6D,1/2,,,3/2,2,4,,,L11762,
195.29966,195.299584,0.000191,51203.37,3,,,3172.473,54375.859,5d4.(5D).6s,6D,5/2,,,5/2,6,6,,,L11762,
195.6775,195.67830,0.00115,51104.5,3,,,13411.939,64516.226,5d3.6s2,4F,7/2,,,9/2,8,10,,,L6520,
195.7916,195.79075,0.00115,51074.7,3,,,1518.829,52593.766,5d4.(5D).6s,6D,3/2,,,1/2,4,2,,,L6520,
196.1403,196.14129,0.00115,50983.9,3,,,8832.728,59816.385,,,1/2,,,3/2,2,4,,,L6520,
196.21408,196.214042,0.000038,50964.74,15,,,3172.473,54137.225,5d4.(5D).6s,6D,5/2,,,3/2,6,4,,,L11762,
196.29066,196.290845,0.000154,50944.86,4,,,13411.939,64356.750,5d3.6s2,4F,7/2,,,7/2,8,8,,,L11762,
196.29993,196.300147,0.000347,50942.45,4w,,,6147.085,57089.482,5d4.(5D).6s,6D,9/2,,,9/2,10,10,,,L11762,
196.47083,196.47070,0.00031,50898.14,2,,,13411.939,64310.114,5d3.6s2,4F,7/2,,,5/2,8,6,,,L11762,
196.54169,196.54155,0.00012,50879.79,5,,,15146.977,66026.803,5d4.(3H).6s,4H,7/2,,,7/2,8,8,,,L11762,
196.5565,196.55616,0.00116,50876.0,9,,,13434.070,64310.114,,,5/2,,,5/2,6,6,,,L6520,
196.7099,196.70936,0.00116,50836.3,3,,,1518.829,52355.250,5d4.(5D).6s,6D,3/2,5d4.(5D).6p,4D*,1/2,4,2,,,L6520,
196.74299,196.743091,0.000155,50827.73,4,,,14857.160,65684.866,,,9/2,,,11/2,10,12,,,L11762,
196.8676,196.86727,0.00116,50795.6,15,,,13411.939,64207.585,5d3.6s2,4F,7/2,,,9/2,8,10,,,L6520,
197.33140,197.33120,0.00035,50676.17,7*,,,14967.745,65643.968,,,5/2,,,7/2,6,8,,,L11762,
197.33140,197.331416,0.000350,50676.17,7*,,,4716.278,55392.446,5d4.(5D).6s,6D,7/2,,,9/2,8,10,,,L11762,
197.5447,197.54446,0.00117,50621.5,15bl,,,6147.085,56768.602,5d4.(5D).6s,6D,9/2,,,7/2,10,8,,,L6520,
197.5529,197.55286,0.00117,50619.4,9bl,,,18000.627,68619.990,,,7/2,,,7/2,8,8,,,L6520,
197.6426,197.64236,0.00117,50596.4,5,,,13434.070,64030.511,,,5/2,,,5/2,6,6,,,L6520,
197.72348,197.72343,0.00006,50575.68,10,,,17436.932,68012.627,5d4.(3H).6s,4H,11/2,,,11/2,12,12,,,L11762,
197.75243,197.752421,0.000043,50568.28,13,,,1518.829,52087.110,5d4.(5D).6s,6D,3/2,,,5/2,4,6,,,L11762,
197.79237,197.792388,0.000027,50558.07,22,,,19442.466,70000.529,5d4.(3H).6s,4H,13/2,5d3.(2H).6s.(3H).6p,4H*,13/2,14,14,,,L11762,
197.92103,197.92113,0.00031,50525.20,2,,,10592.485,61117.662,,,3/2,,,3/2,4,4,,,L11762,
197.9828,197.98144,0.00118,50509.4,5,,,19070.550,69580.334,,,9/2,,,7/2,10,8,,,L6520,
198.0317,198.03160,0.00118,50497.0,15,,,15146.977,65643.968,5d4.(3H).6s,4H,7/2,,,7/2,8,8,,,L6520,
198.11563,198.11565,0.00008,50475.57,8,,,16553.087,67028.654,5d4.(3H).6s,4H,9/2,,,9/2,10,10,,,L11762,
198.13997,198.139918,0.000157,50469.37,4,,,14857.160,65326.546,,,9/2,,,11/2,10,12,,,L11762,
198.14399,198.144080,0.000157,50468.35,4,,,13411.939,63880.265,5d3.6s2,4F,7/2,,,5/2,8,6,,,L11762,
198.1542,198.15419,0.00118,50465.7,9,,,6147.085,56612.836,5d4.(5D).6s,6D,9/2,,,7/2,10,8,,,L6520,
198.2314,198.23101,0.00118,50446.1,9,,,13434.070,63880.265,,,5/2,,,5/2,6,6,,,L6520,
198.2691,198.26912,0.00118,50436.5,9,,,7420.261,57856.759,5d5,6S,5/2,,,5/2,6,6,,,L6520,
198.29073,198.290738,0.000051,50431.00,11,,,0.000,50430.999,5d4.(5D).6s,6D,1/2,,,3/2,2,4,,,L11762,
198.5055,198.50603,0.00118,50376.4,11,,,13411.939,63788.242,5d3.6s2,4F,7/2,,,7/2,8,8,,,L6520,
198.5368,198.53766,0.00118,50368.5,5,,,20534.191,70902.470,,,11/2,,,9/2,12,10,,,L6520,
198.5865,198.58588,0.00118,50355.9,15d,,,14634.336,64990.383,5d4.(5D).6s,4D,3/2,,,5/2,4,6,,,L6520,
198.62956,198.62957,0.00016,50344.97,4,,,16553.087,66898.059,5d4.(3H).6s,4H,9/2,,,7/2,10,8,,,L11762,
198.77348,198.773417,0.000119,50308.52,6*,,,10592.485,60901.023,,,3/2,,,5/2,4,6,,,L11762,
198.77348,198.77349,0.00012,50308.52,6*,,,15146.977,65455.496,5d4.(3H).6s,4H,7/2,,,7/2,8,8,,,L11762,
198.77348,198.77374,0.00012,50308.52,6*,,,16589.603,66898.059,,,7/2,,,7/2,8,8,,,L11762,
198.78088,198.780861,0.000055,50306.65,11,,,4716.278,55022.932,5d4.(5D).6s,6D,7/2,,,7/2,8,8,,,L11762,
198.93940,198.939398,0.000024,50266.56,29,,,6147.085,56413.649,5d4.(5D).6s,6D,9/2,,,9/2,10,10,,,L11762,
199.00652,199.006460,0.000119,50249.61,6,,,11301.024,61550.649,5d3.6s2,4F,5/2,,,7/2,6,8,,,L11762,
199.08628,199.086258,0.000044,50229.48,14,,,6147.085,56376.569,5d4.(5D).6s,6D,9/2,,,11/2,10,12,,,L11762,
199.31388,199.31389,0.00020,50172.12,3,,,20039.682,70211.800,,,7/2,,,7/2,8,8,,,L11762,
199.3727,199.37282,0.00119,50157.3,11,,,3172.473,53329.762,5d4.(5D).6s,6D,5/2,,,3/2,6,4,,,L6520,
199.4001,199.40032,0.00119,50150.4,15,,,16553.087,66703.457,5d4.(3H).6s,4H,9/2,,,11/2,10,12,,,L6520,
199.41719,199.417175,0.000119,50146.13,5,,,14857.160,65003.292,,,9/2,,,9/2,10,10,,,L11762,
199.42036,199.420381,0.000080,50145.33,6,,,19442.466,69587.792,5d4.(3H).6s,4H,13/2,,,11/2,14,12,,,L11762,
199.55296,199.552953,0.000048,50112.01,13,,,14857.160,64969.172,,,9/2,,,11/2,10,12,,,L11762,
199.72124,199.72126,0.00016,50069.79,4,,,18990.929,69060.711,,,3/2,,,5/2,4,6,,,L11762,
199.74416,199.744108,0.000080,50064.04,7,,,10592.485,60656.540,,,3/2,,,5/2,4,6,,,L11762,
199.8423,199.84346,0.00120,50039.5,25,,,14857.160,64896.325,,,9/2,,,7/2,10,8,,,L6520,
199.85322,199.853036,0.000200,50036.72,3,,,8711.274,58748.042,5d3.6s2,4F,3/2,,,3/2,4,4,,,L11762,
199.8994,199.89902,0.00120,50025.2,15,,,11301.024,61326.281,5d3.6s2,4F,5/2,,,7/2,6,8,,,L6520,
199.9095,199.90949,0.00120,50022.6,3,,,14967.745,64990.383,,,5/2,,,5/2,6,6,,,L6520,
199.92885,199.92886,0.00005,50017.79,11,,,1518.829,51536.621,5d4.(5D).6s,6D,3/2,,,1/2,4,2,,,L11762,
200.04683,200.046783,0.000080,49988.295,6,,,4716.278,54704.585,5d4.(5D).6s,6D,7/2,,,5/2,8,6,,,L11762,
200.0919,200.09157,0.00120,49977.03,5,,,23450.418,73427.537,5d4.(3D).6s,4D,5/2,,,7/2,6,8,,,L6520,
200.23629,200.236038,0.000441,49940.996,13w,,,3172.473,53113.533,5d4.(5D).6s,6D,5/2,,,5/2,6,6,,,L11762,
200.2867,200.28609,0.00120,49928.42,5,,,14967.745,64896.325,,,5/2,,,7/2,6,8,,,L6520,
200.3247,200.32358,0.00120,49918.94,9,,,1518.829,51438.064,5d4.(5D).6s,6D,3/2,,,5/2,4,6,,,L6520,
200.3399,200.33932,0.00120,49915.18,11,,,8832.728,58748.042,,,1/2,,,3/2,2,4,,,L6520,
200.3613,200.36153,0.00120,49909.85,9,,,16234.715,66144.496,,,5/2,,,5/2,6,6,,,L6520,
200.39191,200.39171,0.00032,49902.214,2,,,23803.702,73705.965,,,7/2,,,9/2,8,10,,,L11762,
200.5775,200.57640,0.00121,49856.04,3,,,15146.977,65003.292,5d4.(3H).6s,4H,7/2,,,9/2,8,10,,,L6520,
200.6248,200.62433,0.00121,49844.29,5,,,19637.309,69481.712,,,5/2,,,5/2,6,6,,,L6520,
200.6568,200.65644,0.00121,49836.34,15,,,14967.745,64804.173,,,5/2,,,3/2,6,4,,,L6520,
200.6719,200.67270,0.00121,49832.58,15,,,13434.070,63266.459,,,5/2,,,7/2,6,8,,,L6520,
200.73606,200.73615,0.00016,49816.659,4,,,11301.024,61117.662,5d3.6s2,4F,5/2,,,3/2,6,4,,,L11762,
200.86666,200.86662,0.00016,49784.269,4,,,19276.431,69060.711,,,5/2,,,5/2,6,6,,,L11762,
200.874497,200.874487,0.000012,49782.3276,50,,,4716.278,54498.608,5d4.(5D).6s,6D,7/2,,,7/2,8,8,,,L11762,
201.0025,201.00254,0.00121,49750.63,5,,,23955.349,73705.965,,,11/2,,,9/2,12,10,,,L6520,
201.06326,201.06322,0.00006,49735.591,10,,,1518.829,51254.429,5d4.(5D).6s,6D,3/2,,,3/2,4,4,,,L11762,
201.08861,201.088609,0.000036,49729.320,16,,,3172.473,52901.794,5d4.(5D).6s,6D,5/2,,,7/2,6,8,,,L11762,
201.20441,201.20440,0.00032,49700.699,2,,,13434.070,63134.773,,,5/2,,,3/2,6,4,,,L11762,
201.35261,201.35263,0.00020,49664.119,3,,,19070.550,68734.663,,,9/2,,,9/2,10,10,,,L11762,
201.3713,201.37101,0.00122,49659.50,15,,,4716.278,54375.859,5d4.(5D).6s,6D,7/2,,,5/2,8,6,,,L6520,
201.44114,201.44103,0.00020,49642.294,3,,,24804.612,74446.931,,,7/2,,,9/2,8,10,,,L11762,
201.48886,201.488845,0.000028,49630.534,19,,,3172.473,52803.012,5d4.(5D).6s,6D,5/2,,,3/2,6,4,,,L11762,
201.50802,201.507997,0.000081,49625.817,9,,,8711.274,58337.096,5d3.6s2,4F,3/2,,,5/2,4,6,,,L11762,
201.5163,201.51607,0.00122,49623.79,9,,,23803.702,73427.537,,,7/2,,,7/2,8,8,,,L6520,
201.61301,201.612907,0.000081,49599.975,6,,,11301.024,60901.023,5d3.6s2,4F,5/2,,,5/2,6,6,,,L11762,
201.62296,201.62296,0.00020,49597.526,3,,,8711.274,58308.799,5d3.6s2,4F,3/2,,,1/2,4,2,,,L11762,
