obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""431.1640""","=""0.0013""","=""431.1637""","=""0.0009""","=""170hl""","=""3.29e+07""",C+,"=""33304.935""","=""56491.46""","=""6d.7p""","=""3D*""","=""2""","=""7s.7d""","=""1D""","=""2""",,"=""T10463""","=""L7344""",
"=""432.7240""","=""0.0013""","=""432.7243""","=""0.0009""","=""73""","=""1.13e+07""",C+,"=""33388.554""","=""56491.46""","=""6d.7p""","=""3D*""","=""1""","=""7s.7d""","=""1D""","=""2""",,"=""T10463""","=""L7344""",
"=""433.7130""","=""0.0009""","=""433.7143""","=""0.0006""","=""470""","=""2.9e+06""",D+,"=""16756.847""","=""39807.02""","=""6d2""","=""3F""","=""4""","=""5f.6d""","=""3H*""","=""4""",,"=""T10463""","=""L7344""",
"=""435.9130""","=""0.0009""","=""435.9118""","=""0.0004""","=""7300""","=""1.02e+07""",C+,"=""5267.147""","=""28201.120""","=""6d.7s""","=""3D""","=""2""","=""7s.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""436.4082""","=""0.0009""","=""436.4085""","=""0.0003""","=""44""","=""""",,"=""13236.418""","=""36144.291""","=""6d2""","=""3F""","=""2""","=""5f.7s""","=""3F*""","=""3""",,"=""""","=""L7344""",
"=""438.6411""","=""0.0009""","=""438.6400""","=""0.0003""","=""15000""","=""7.1e+07""",C+,"=""9087.517""","=""31878.854""","=""6d.7s""","=""1D""","=""2""","=""6d.7p""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""439.1430""","=""0.0009""","=""439.1432""","=""0.0004""","=""77""","=""1.16e+07""",C+,"=""31878.854""","=""54644.074""","=""6d.7p""","=""1D*""","=""2""","=""5f.7p""","=""3G""","=""3""",,"=""T10463""","=""L7344""",
"=""439.7451""","=""0.0009""","=""439.7451""","=""0.0004""","=""77""","=""""",,"=""19202.962""","=""41937.021""","=""6d2""","=""3P""","=""2""","=""6d.7p""","=""1F*""","=""3""",,"=""""","=""L7344""",
"=""444.2050""","=""0.0009""","=""444.2040""","=""0.0006""","=""210""","=""1.28e+07""",C+,"=""22199.428""","=""44705.290""","=""6d2""","=""1D""","=""2""","=""5f.6d""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""445.2191""","=""0.0009""","=""445.2188""","=""0.0003""","=""12000""","=""1.21e+07""",C+,"=""7426.489""","=""29881.055""","=""6d.7s""","=""3D""","=""3""","=""6d.7p""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""446.7900""","=""0.0009""","=""446.7900""","=""0.0006""","=""120""","=""1.3e+06""",E,"=""19202.962""","=""41578.56""","=""6d2""","=""3P""","=""2""","=""5f.6d""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""447.0589""","=""0.0009""","=""447.0592""","=""0.0004""","=""570""","=""6.1e+06""",C+,"=""16756.847""","=""39118.975""","=""6d2""","=""3F""","=""4""","=""6d.7p""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""450.3357""","=""0.0008""","=""""","=""1.8e+00""",E,"=""0.00""","=""22199.428""","=""7s2""","=""1S""","=""0""","=""6d2""","=""1D""","=""2""",E2,"=""T10463""","=""""",
"=""450.7200""","=""0.0009""","=""450.7194""","=""0.0006""","=""30000cl""","=""2.13e+07""",B,"=""0.00""","=""22180.533""","=""7s2""","=""1S""","=""0""","=""7s.7p""","=""3P*""","=""1""",,"=""T9296""","=""L7344""",
"=""451.1230""","=""0.0009""","=""451.1228""","=""0.0003""","=""240""","=""""",,"=""13236.418""","=""35397.115""","=""6d2""","=""3F""","=""2""","=""5f.7s""","=""3F*""","=""2""",,"=""""","=""L7344""",
"=""452.6271""","=""0.0009""","=""452.6271""","=""0.0003""","=""230c""","=""""",,"=""9087.517""","=""31174.565""","=""6d.7s""","=""1D""","=""2""","=""5f.7s""","=""1F*""","=""3""",,"=""""","=""L7344""",
"=""453.9290""","=""0.0009""","=""453.9283""","=""0.0004""","=""45""","=""""",,"=""14949.173""","=""36972.910""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""3D*""","=""3""",,"=""""","=""L7344""",
"=""454.4090""","=""0.0009""","=""454.4080""","=""0.0006""","=""1200""","=""5.0e+07""",C+,"=""22199.428""","=""44199.914""","=""6d2""","=""1D""","=""2""","=""7s.7p""","=""1P*""","=""1""",,"=""T10463""","=""L7344""",
"=""458.5831""","=""0.0009""","=""458.5823""","=""0.0005""","=""48h""","=""8.5e+06""",C+,"=""36144.291""","=""57944.517""","=""5f.7s""","=""3F*""","=""3""","=""5f.7p""","=""3F""","=""3""",,"=""T10463""","=""L7344""",
"=""460.5451""","=""0.0009""","=""460.5456""","=""0.0004""","=""17000c""","=""2.77e+07""",C+,"=""4739.631""","=""26446.928""","=""6d.7s""","=""3D""","=""1""","=""6d.7p""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""468.4911""","=""0.0009""","=""468.4913""","=""0.0005""","=""110h""","=""1.90e+07""",C+,"=""33304.935""","=""54644.074""","=""6d.7p""","=""3D*""","=""2""","=""5f.7p""","=""3G""","=""3""",,"=""T10463""","=""L7344""",
"=""471.6741""","=""0.0009""","=""471.6748""","=""0.0003""","=""360""","=""5.1e+06""",C+,"=""14949.173""","=""36144.291""","=""6d2""","=""3F""","=""3""","=""5f.7s""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""472.0159""","=""0.0009""","=""472.0164""","=""0.0004""","=""19000c""","=""2.46e+07""",C+,"=""5267.147""","=""26446.928""","=""6d.7s""","=""3D""","=""2""","=""6d.7p""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""474.0510""","=""0.0009""","=""474.0522""","=""0.0005""","=""2600""","=""7.2e+07""",C+,"=""20848.198""","=""41937.021""","=""6d2""","=""1G""","=""4""","=""6d.7p""","=""1F*""","=""3""",,"=""T10463""","=""L7344""",
"=""480.7831""","=""0.0009""","=""480.7843""","=""0.0003""","=""1700""","=""5.6e+06""",C+,"=""9087.517""","=""29881.055""","=""6d.7s""","=""1D""","=""2""","=""6d.7p""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""481.1061""","=""0.0012""","=""481.1072""","=""0.0007""","=""280""","=""5.7e+06""",C+,"=""20848.198""","=""41627.78""","=""6d2""","=""1G""","=""4""","=""5f.6d""","=""1G*""","=""4""",,"=""T10463""","=""L7344""",
"=""481.2221""","=""0.0009""","=""481.2218""","=""0.0005""","=""16000""","=""2.42e+07""",C+,"=""7426.489""","=""28201.120""","=""6d.7s""","=""3D""","=""3""","=""7s.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""488.9105""","=""0.0009""","=""488.9102""","=""0.0004""","=""1800""","=""2.72e+07""",C+,"=""14949.173""","=""35397.115""","=""6d2""","=""3F""","=""3""","=""5f.7s""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""494.5180""","=""0.0009""","=""494.5181""","=""0.0004""","=""5300""","=""4.53e+07""",C+,"=""16756.847""","=""36972.910""","=""6d2""","=""3F""","=""4""","=""6d.7p""","=""3D*""","=""3""",,"=""T10463""","=""L7344""",
"=""495.8230""","=""0.0009""","=""495.8233""","=""0.0004""","=""6800""","=""1.20e+07""",C+,"=""9087.517""","=""29250.366""","=""6d.7s""","=""1D""","=""2""","=""6d.7p""","=""1P*""","=""1""",,"=""T10463""","=""L7344""",
"=""496.0870""","=""0.0009""","=""496.0869""","=""0.0005""","=""4900""","=""3.44e+07""",C+,"=""13236.418""","=""33388.554""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""3D*""","=""1""",,"=""T10463""","=""L7344""",
"=""498.1551""","=""0.0009""","=""498.1539""","=""0.0004""","=""500""","=""4.7e+06""",C,"=""13236.418""","=""33304.935""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""3D*""","=""2""",,"=""T10463""","=""L7344""",
"=""506.5070""","=""0.0009""","=""506.5062""","=""0.0006""","=""310""","=""1.6e+06""",E,"=""22199.428""","=""41937.021""","=""6d2""","=""1D""","=""2""","=""6d.7p""","=""1F*""","=""3""",,"=""T10463""","=""L7344""",
"=""515.6531""","=""0.0009""","=""515.6541""","=""0.0004""","=""2100""","=""1.71e+07""",C+,"=""16756.847""","=""36144.291""","=""6d2""","=""3F""","=""4""","=""5f.7s""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""516.4830""","=""0.0009""","=""516.4830""","=""0.0006""","=""220""","=""4.0e+06""",C,"=""19015.283""","=""38371.612""","=""6d2""","=""3P""","=""1""","=""6d.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""520.6080""","=""0.0008""","=""""","=""6.e-01""",E,"=""0.00""","=""19202.962""","=""7s2""","=""1S""","=""0""","=""6d2""","=""3P""","=""2""",E2,"=""T10463""","=""""",
"=""521.5399""","=""0.0009""","=""521.5399""","=""0.0004""","=""960""","=""1.23e+07""",C+,"=""19202.962""","=""38371.612""","=""6d2""","=""3P""","=""2""","=""6d.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""522.9099""","=""0.0009""","=""522.9094""","=""0.0006""","=""300""","=""7.5e+06""",C,"=""17737.032""","=""36855.480""","=""6d2""","=""3P""","=""0""","=""6d.7p""","=""3P*""","=""1""",,"=""T10463""","=""L7344""",
"=""523.0429""","=""0.0009""","=""523.0420""","=""0.0005""","=""1600cl""","=""3.3e+06""",D+,"=""9087.517""","=""28201.120""","=""6d.7s""","=""1D""","=""2""","=""7s.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""525.6031""","=""0.0009""","=""525.6039""","=""0.0005""","=""220c""","=""3.9e+05""",E,"=""7426.489""","=""26446.928""","=""6d.7s""","=""3D""","=""3""","=""6d.7p""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""525.7464""","=""0.0011""","=""""","=""4.7e-02""",C+,"=""0.00""","=""19015.283""","=""7s2""","=""1S""","=""0""","=""6d2""","=""3P""","=""1""",M1,"=""T10463""","=""""",
"=""527.3131""","=""0.0009""","=""527.3122""","=""0.0006""","=""58""","=""4.2e+05""",E,"=""20848.198""","=""39807.02""","=""6d2""","=""1G""","=""4""","=""5f.6d""","=""3H*""","=""4""",,"=""T10463""","=""L7344""",
"=""536.2610""","=""0.0009""","=""536.2615""","=""0.0004""","=""1400""","=""5.2e+06""",C+,"=""13236.418""","=""31878.854""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""544.6379""","=""0.0009""","=""544.6367""","=""0.0005""","=""8700""","=""2.78e+07""",C+,"=""14949.173""","=""33304.935""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""3D*""","=""2""",,"=""T10463""","=""L7344""",
"=""547.1709""","=""0.0009""","=""547.1701""","=""0.0006""","=""190""","=""1.36e+06""",D+,"=""20848.198""","=""39118.975""","=""6d2""","=""1G""","=""4""","=""6d.7p""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""554.8979""","=""0.0009""","=""554.8976""","=""0.0005""","=""220c""","=""7.3e+05""",E,"=""14949.173""","=""32965.512""","=""6d2""","=""3F""","=""3""","=""5f.7s""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""557.3160""","=""0.0009""","=""557.3164""","=""0.0004""","=""44h""","=""""",,"=""13236.418""","=""31174.565""","=""6d2""","=""3F""","=""2""","=""5f.7s""","=""1F*""","=""3""",,"=""""","=""L7344""",
"=""560.3769""","=""0.0009""","=""560.3764""","=""0.0006""","=""310""","=""8.6e+06""",C+,"=""19015.283""","=""36855.480""","=""6d2""","=""3P""","=""1""","=""6d.7p""","=""3P*""","=""1""",,"=""T10463""","=""L7344""",
"=""562.5919""","=""0.0009""","=""562.5917""","=""0.0005""","=""71""","=""9.e+05""",E,"=""19202.962""","=""36972.910""","=""6d2""","=""3P""","=""2""","=""6d.7p""","=""3D*""","=""3""",,"=""T10463""","=""L7344""",
"=""562.7569""","=""0.0009""","=""562.7570""","=""0.0010""","=""360""","=""3.03e+07""",C+,"=""19015.283""","=""36780.01""","=""6d2""","=""3P""","=""1""","=""6d.7p""","=""3P*""","=""0""",,"=""T10463""","=""L7344""",
"=""566.0930""","=""0.0009""","=""566.0914""","=""0.0006""","=""64h""","=""1.40e+07""",C+,"=""36972.910""","=""54633.000""","=""6d.7p""","=""3D*""","=""3""","=""6d.8s""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""566.3339""","=""0.0009""","=""566.3343""","=""0.0005""","=""340""","=""1.22e+07""",C+,"=""19202.962""","=""36855.480""","=""6d2""","=""3P""","=""2""","=""6d.7p""","=""3P*""","=""1""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""572.5855""","=""0.0008""","=""""","=""1.5e-01""",D+,"=""4739.631""","=""22199.428""","=""6d.7s""","=""3D""","=""1""","=""6d2""","=""1D""","=""2""",M1+E2,"=""T10463""","=""""",
"=""573.2049""","=""0.0009""","=""573.2058""","=""0.0007""","=""5300cl""","=""1.04e+07""",B,"=""4739.631""","=""22180.533""","=""6d.7s""","=""3D""","=""1""","=""7s.7p""","=""3P*""","=""1""",,"=""T9296""","=""L7344""",
"=""575.8967""","=""0.0009""","=""575.8967""","=""0.0005""","=""6200c""","=""8.4e+06""",C+,"=""9087.517""","=""26446.928""","=""6d.7s""","=""1D""","=""2""","=""6d.7p""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""581.3450""","=""0.0013""","=""""","=""""","=""1100h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""590.1100""","=""0.0009""","=""590.1089""","=""0.0005""","=""46""","=""6.8e+05""",E,"=""19202.962""","=""36144.291""","=""6d2""","=""3P""","=""2""","=""5f.7s""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""590.5139""","=""0.0009""","=""590.5149""","=""0.0005""","=""360""","=""2.2e+06""",D+,"=""14949.173""","=""31878.854""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""591.0851""","=""0.0009""","=""591.0839""","=""0.0007""","=""19000c""","=""1.58e+07""",B,"=""5267.147""","=""22180.533""","=""6d.7s""","=""3D""","=""2""","=""7s.7p""","=""3P*""","=""1""",,"=""T9296""","=""L7344""",
"=""600.6269""","=""0.0009""","=""600.6278""","=""0.0005""","=""150""","=""6.1e+05""",E,"=""13236.418""","=""29881.055""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""616.1476""","=""0.0009""","=""616.1474""","=""0.0005""","=""34""","=""1.0e+06""",E,"=""14949.173""","=""31174.565""","=""6d2""","=""3F""","=""3""","=""5f.7s""","=""1F*""","=""3""",,"=""T10463""","=""L7344""",
"=""616.4750""","=""0.0009""","=""616.4743""","=""0.0009""","=""9400c""","=""2.80e+07""",B,"=""4739.631""","=""20956.42""","=""6d.7s""","=""3D""","=""1""","=""7s.7p""","=""3P*""","=""0""",,"=""T9296""","=""L7344""",
"=""616.7831""","=""0.0009""","=""616.7833""","=""0.0006""","=""1400cl""","=""7.3e+06""",C+,"=""16756.847""","=""32965.512""","=""6d2""","=""3F""","=""4""","=""5f.7s""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""617.3350""","=""0.0009""","=""617.3360""","=""0.0006""","=""73""","=""7.3e+05""",E,"=""19202.962""","=""35397.115""","=""6d2""","=""3P""","=""2""","=""5f.7s""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""618.1740""","=""0.0009""","=""618.1746""","=""0.0007""","=""540""","=""7.2e+06""",C+,"=""22199.428""","=""38371.612""","=""6d2""","=""1D""","=""2""","=""6d.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""624.2832""","=""0.0009""","=""624.2829""","=""0.0006""","=""5400c""","=""1.86e+07""",C+,"=""13236.418""","=""29250.366""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""1P*""","=""1""",,"=""T10463""","=""L7344""",
"=""638.7390""","=""0.0009""","=""638.7389""","=""0.0008""","=""40""","=""1.5e+06""",E,"=""17737.032""","=""33388.554""","=""6d2""","=""3P""","=""0""","=""6d.7p""","=""3D*""","=""1""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""641.6279""","=""0.0009""","=""""","=""3.3e-01""",E,"=""5267.147""","=""20848.198""","=""6d.7s""","=""3D""","=""2""","=""6d2""","=""1G""","=""4""",E2,"=""T10463""","=""""",
"=""642.4580""","=""0.0013""","=""""","=""""","=""500h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""653.5809""","=""0.0009""","=""653.5812""","=""0.0007""","=""290""","=""2.09e+06""",C+,"=""20848.198""","=""36144.291""","=""6d2""","=""1G""","=""4""","=""5f.7s""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""669.5232""","=""0.0009""","=""669.5231""","=""0.0005""","=""3300""","=""9.2e+06""",C+,"=""14949.173""","=""29881.055""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""676.7266""","=""0.0010""","=""""","=""1.0e+00""",D,"=""7426.489""","=""22199.428""","=""6d.7s""","=""3D""","=""3""","=""6d2""","=""1D""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""691.2130""","=""0.0009""","=""""","=""7.e-01""",D+,"=""4739.631""","=""19202.962""","=""6d.7s""","=""3D""","=""1""","=""6d2""","=""3P""","=""2""",M1+E2,"=""T10463""","=""""",
"=""693.3992""","=""0.0009""","=""693.3998""","=""0.0006""","=""530c""","=""4.74e+06""",C+,"=""16756.847""","=""31174.565""","=""6d2""","=""3F""","=""4""","=""5f.7s""","=""1F*""","=""3""",,"=""T10463""","=""L7344""",
"=""699.609""","=""0.003""","=""699.6142""","=""0.0011""","=""120""","=""1.85e+06""",C,"=""19015.283""","=""33304.935""","=""6d2""","=""3P""","=""1""","=""6d.7p""","=""3D*""","=""2""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""700.3003""","=""0.0012""","=""""","=""2.6e+00""",D+,"=""4739.631""","=""19015.283""","=""6d.7s""","=""3D""","=""1""","=""6d2""","=""3P""","=""1""",E2,"=""T10463""","=""""",
"=""""","=""""","=""717.3778""","=""0.0008""","=""""","=""1.8e+00""",D+,"=""5267.147""","=""19202.962""","=""6d.7s""","=""3D""","=""2""","=""6d2""","=""3P""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""727.1710""","=""0.0012""","=""""","=""3.6e-01""",D+,"=""5267.147""","=""19015.283""","=""6d.7s""","=""3D""","=""2""","=""6d2""","=""3P""","=""1""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""744.8565""","=""0.0011""","=""""","=""2.5e-01""",D,"=""7426.489""","=""20848.198""","=""6d.7s""","=""3D""","=""3""","=""6d2""","=""1G""","=""4""",E2,"=""T10463""","=""""",
"=""""","=""""","=""755.2834""","=""0.0017""","=""""","=""1.0e-01""",D,"=""0.00""","=""13236.418""","=""7s2""","=""1S""","=""0""","=""6d2""","=""3F""","=""2""",E2,"=""T10463""","=""""",
"=""756.7652""","=""0.0009""","=""756.7647""","=""0.0007""","=""1800""","=""5.5e+06""",C+,"=""13236.418""","=""26446.928""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""761.7421""","=""0.0009""","=""761.7410""","=""0.0006""","=""320""","=""""",,"=""16756.847""","=""29881.055""","=""6d2""","=""3F""","=""4""","=""6d.7p""","=""3F*""","=""3""",,"=""""","=""L7344""",
"=""""","=""""","=""762.4554""","=""0.0012""","=""""","=""3.2e+00""",D+,"=""9087.517""","=""22199.428""","=""6d.7s""","=""1D""","=""2""","=""6d2""","=""1D""","=""2""",M1+E2,"=""T10463""","=""""",
"=""788.6822""","=""0.0009""","=""788.6821""","=""0.0007""","=""1200""","=""1.46e+06""",C+,"=""19202.962""","=""31878.854""","=""6d2""","=""3P""","=""2""","=""6d.7p""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""""","=""""","=""801.7115""","=""0.0015""","=""""","=""2.7e+00""",D+,"=""5267.147""","=""17737.032""","=""6d.7s""","=""3D""","=""2""","=""6d2""","=""3P""","=""0""",E2,"=""T10463""","=""""",
"=""""","=""""","=""848.9174""","=""0.0012""","=""""","=""1.0e+00""",D+,"=""7426.489""","=""19202.962""","=""6d.7s""","=""3D""","=""3""","=""6d2""","=""3P""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""850.0573""","=""0.0014""","=""""","=""1.1e+00""",D,"=""9087.517""","=""20848.198""","=""6d.7s""","=""1D""","=""2""","=""6d2""","=""1G""","=""4""",E2,"=""T10463""","=""""",
"=""""","=""""","=""862.6656""","=""0.0018""","=""""","=""9.e-01""",D+,"=""7426.489""","=""19015.283""","=""6d.7s""","=""3D""","=""3""","=""6d2""","=""3P""","=""1""",E2,"=""T10463""","=""""",
"=""""","=""""","=""870.1058""","=""0.0013""","=""""","=""3.7e-01""",D,"=""5267.147""","=""16756.847""","=""6d.7s""","=""3D""","=""2""","=""6d2""","=""3F""","=""4""",E2,"=""T10463""","=""""",
"=""""","=""""","=""979.2074""","=""0.0017""","=""""","=""2.1e-01""",D+,"=""4739.631""","=""14949.173""","=""6d.7s""","=""3D""","=""1""","=""6d2""","=""3F""","=""3""",E2,"=""T10463""","=""""",
"=""""","=""""","=""988.3163""","=""0.0015""","=""""","=""3.0e-01""",D+,"=""9087.517""","=""19202.962""","=""6d.7s""","=""1D""","=""2""","=""6d2""","=""3P""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1006.9999""","=""0.0022""","=""""","=""6.7e-02""",C+,"=""9087.517""","=""19015.283""","=""6d.7s""","=""1D""","=""2""","=""6d2""","=""3P""","=""1""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1032.5587""","=""0.0017""","=""""","=""3.7e-01""",D+,"=""5267.147""","=""14949.173""","=""6d.7s""","=""3D""","=""2""","=""6d2""","=""3F""","=""3""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1071.4767""","=""0.0018""","=""""","=""5.1e-01""",D+,"=""7426.489""","=""16756.847""","=""6d.7s""","=""3D""","=""3""","=""6d2""","=""3F""","=""4""",E2,"=""T10463""","=""""",
"=""""","=""""","=""1100.109""","=""0.004""","=""""","=""3.2e-01""",D+,"=""0.00""","=""9087.517""","=""7s2""","=""1S""","=""0""","=""6d.7s""","=""1D""","=""2""",E2,"=""T10463""","=""""",
"=""""","=""""","=""1115.3912""","=""0.0024""","=""""","=""2.21e-01""",C+,"=""13236.418""","=""22199.428""","=""6d2""","=""3F""","=""2""","=""6d2""","=""1D""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1155.818""","=""0.003""","=""""","=""5.7e-02""",D+,"=""9087.517""","=""17737.032""","=""6d.7s""","=""1D""","=""2""","=""6d2""","=""3P""","=""0""",E2,"=""T10463""","=""""",
"=""""","=""""","=""1176.5934""","=""0.0025""","=""""","=""2.5e-01""",D+,"=""4739.631""","=""13236.418""","=""6d.7s""","=""3D""","=""1""","=""6d2""","=""3F""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1254.4767""","=""0.0024""","=""""","=""1.2e-01""",D+,"=""5267.147""","=""13236.418""","=""6d.7s""","=""3D""","=""2""","=""6d2""","=""3F""","=""2""",E2,"=""T10463""","=""""",
"=""""","=""""","=""1328.949""","=""0.003""","=""""","=""6.8e-02""",D+,"=""7426.489""","=""14949.173""","=""6d.7s""","=""3D""","=""3""","=""6d2""","=""3F""","=""3""",E2,"=""T10463""","=""""",
"=""""","=""""","=""1378.885""","=""0.004""","=""""","=""2.90e-01""",C+,"=""14949.173""","=""22199.428""","=""6d2""","=""3F""","=""3""","=""6d2""","=""1D""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1675.554""","=""0.004""","=""""","=""1.04e-01""",C+,"=""13236.418""","=""19202.962""","=""6d2""","=""3F""","=""2""","=""6d2""","=""3P""","=""2""",M1,"=""T10463""","=""""",
"=""""","=""""","=""1694.732""","=""0.005""","=""""","=""3.1e-01""",C,"=""14949.173""","=""20848.198""","=""6d2""","=""3F""","=""3""","=""6d2""","=""1G""","=""4""",M1,"=""T10463""","=""""",
"=""""","=""""","=""1705.537""","=""0.004""","=""""","=""1.2e-01""",C,"=""9087.517""","=""14949.173""","=""6d.7s""","=""1D""","=""2""","=""6d2""","=""3F""","=""3""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1720.721""","=""0.005""","=""""","=""9.5e-03""",C,"=""7426.489""","=""13236.418""","=""6d.7s""","=""3D""","=""3""","=""6d2""","=""3F""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""1898.043""","=""0.011""","=""""","=""3.2e-03""",D+,"=""0.00""","=""5267.147""","=""7s2""","=""1S""","=""0""","=""6d.7s""","=""3D""","=""2""",E2,"=""T10463""","=""""",
obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""""","=""2109.869""","=""0.013""","=""""","=""1.1e-14""",D,"=""0.00""","=""4739.631""","=""7s2""","=""1S""","=""0""","=""6d.7s""","=""3D""","=""1""",M1,"=""T10463""","=""""",
"=""""","=""""","=""2299.968""","=""0.010""","=""""","=""2.55e-01""",C+,"=""4739.631""","=""9087.517""","=""6d.7s""","=""3D""","=""1""","=""6d.7s""","=""1D""","=""2""",M1,"=""T10463""","=""""",
"=""""","=""""","=""2350.845""","=""0.007""","=""""","=""5.2e-02""",C,"=""14949.173""","=""19202.962""","=""6d2""","=""3F""","=""3""","=""6d2""","=""3P""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""2410.277""","=""0.008""","=""""","=""2.9e-02""",C,"=""9087.517""","=""13236.418""","=""6d.7s""","=""1D""","=""2""","=""6d2""","=""3F""","=""2""",M1,"=""T10463""","=""""",
"=""""","=""""","=""2444.180""","=""0.010""","=""""","=""1.59e-01""",C+,"=""16756.847""","=""20848.198""","=""6d2""","=""3F""","=""4""","=""6d2""","=""1G""","=""4""",M1,"=""T10463""","=""""",
"=""""","=""""","=""2617.548""","=""0.012""","=""""","=""2.91e-02""",B,"=""5267.147""","=""9087.517""","=""6d.7s""","=""3D""","=""2""","=""6d.7s""","=""1D""","=""2""",M1+E2,"=""T10463""","=""""",
"=""""","=""""","=""3140.560""","=""0.024""","=""""","=""1.3e-01""",C,"=""19015.283""","=""22199.428""","=""6d2""","=""3P""","=""1""","=""6d2""","=""1D""","=""2""",M1,"=""T10463""","=""""",
"=""""","=""""","=""3337.265""","=""0.021""","=""""","=""2.42e-01""",C+,"=""19202.962""","=""22199.428""","=""6d2""","=""3P""","=""2""","=""6d2""","=""1D""","=""2""",M1,"=""T10463""","=""""",
"=""""","=""""","=""4631.04""","=""0.04""","=""""","=""1.58e-01""",A+,"=""5267.147""","=""7426.489""","=""6d.7s""","=""3D""","=""2""","=""6d.7s""","=""3D""","=""3""",M1,"=""T10463""","=""""",
