obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""348.1560""","=""0.0006""","=""348.1570""","=""0.0004""","=""2100""","=""2.69e+07""",C+,"=""31174.565""","=""59889.02""","=""5f.7s""","=""1F*""","=""3""","=""5f.7p""","=""3F""","=""4""",,"=""T10463""","=""L7344""",
"=""348.3249""","=""0.0006""","=""348.32503""","=""0.00024""","=""3500""","=""""",,"=""13236.418""","=""41937.021""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""1F*""","=""3""",,"=""""","=""L7344""",
"=""348.9531""","=""0.0006""","=""348.9534""","=""0.0003""","=""99000""","=""8.2e+07""",C+,"=""4739.631""","=""33388.554""","=""6d.7s""","=""3D""","=""1""","=""6d.7p""","=""3D*""","=""1""",,"=""T10463""","=""L7344""",
"=""349.1470""","=""0.0006""","=""349.1480""","=""0.0004""","=""640h""","=""""",,"=""31174.565""","=""59807.52""","=""5f.7s""","=""1F*""","=""3""","=""6d.7d""","=""1F""","=""3""",,"=""""","=""L7344""",
"=""349.9750""","=""0.0006""","=""349.97491""","=""0.00025""","=""3600""","=""""",,"=""4739.631""","=""33304.935""","=""6d.7s""","=""3D""","=""1""","=""6d.7p""","=""3D*""","=""2""",,"=""""","=""L7344""",
"=""351.3730""","=""0.0013""","=""351.3730""","=""0.0014""","=""6400hl""","=""1.49e+08""",C+,"=""32965.512""","=""61417.16?""","=""5f.7s""","=""3F*""","=""4""","=""6d.7d""","=""3G""","=""5""",,"=""T10463""","=""L7344""",
"=""351.6970""","=""0.0013""","=""""","=""""","=""3100hl""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""352.7310""","=""0.0006""","=""352.73065""","=""0.00025""","=""31000""","=""4.63e+07""",C+,"=""13236.418""","=""41578.56""","=""6d2""","=""3F""","=""2""","=""5f.6d""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""352.9239""","=""0.0006""","=""352.9239""","=""0.0003""","=""32000""","=""5.6e+07""",C+,"=""14949.173""","=""43275.794""","=""6d2""","=""3F""","=""3""","=""5f.6d""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""353.2140""","=""0.0006""","=""353.2142""","=""0.0005""","=""2200""","=""2.5e+06""",E,"=""20848.198""","=""49151.54""","=""6d2""","=""1G""","=""4""","=""5f.6d""","=""3G*""","=""5""",,"=""T10463""","=""L7344""",
"=""353.3980""","=""0.0013""","=""353.3976""","=""0.0009""","=""2100h""","=""8.2e+07""",C+,"=""26446.928""","=""54735.58""","=""6d.7p""","=""3F*""","=""2""","=""6d.8s""","=""3D""","=""1""",,"=""T10463""","=""L7344""",
"=""353.4630""","=""0.0006""","=""353.4631""","=""0.0004""","=""35000""","=""4.75e+07""",C+,"=""16756.847""","=""45040.26""","=""6d2""","=""3F""","=""4""","=""5f.6d""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""354.5441""","=""0.0006""","=""354.5445""","=""0.0003""","=""1800""","=""""",,"=""26446.928""","=""54644.074""","=""6d.7p""","=""3F*""","=""2""","=""5f.7p""","=""3G""","=""3""",,"=""""","=""L7344""",
"=""354.6830""","=""0.0006""","=""354.6838""","=""0.0003""","=""2300""","=""6.4e+06""",E,"=""26446.928""","=""54633.000""","=""6d.7p""","=""3F*""","=""2""","=""6d.8s""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""354.7070""","=""0.0015""","=""354.7037""","=""0.0005""","=""650""","=""""",,"=""35397.115""","=""63581.61""","=""5f.7s""","=""3F*""","=""2""","=""6d.7d""","=""3F""","=""3""",,"=""""","=""L7344""",
"=""355.2550""","=""0.0013""","=""355.2553""","=""0.0006""","=""1800hl""","=""9.7e+07""",C+,"=""36144.291""","=""64285.02""","=""5f.7s""","=""3F*""","=""3""","=""6d.7d""","=""3F""","=""4""",,"=""T10463""","=""L7344""",
"=""355.4990""","=""0.0006""","=""355.4994""","=""0.0003""","=""90000""","=""3.44e+07""",C+,"=""5267.147""","=""33388.554""","=""6d.7s""","=""3D""","=""2""","=""6d.7p""","=""3D*""","=""1""",,"=""T10463""","=""L7344""",
"=""356.2330""","=""0.0006""","=""356.2335""","=""0.0003""","=""4200""","=""4.9e+07""",C+,"=""29881.055""","=""57944.517""","=""6d.7p""","=""3F*""","=""3""","=""5f.7p""","=""3F""","=""3""",,"=""T10463""","=""L7344""",
"=""356.5590""","=""0.0006""","=""356.55969""","=""0.00023""","=""310000""","=""9.0e+07""",C+,"=""5267.147""","=""33304.935""","=""6d.7s""","=""3D""","=""2""","=""6d.7p""","=""3D*""","=""2""",,"=""T10463""","=""L7344""",
"=""357.9530""","=""0.0006""","=""357.9529""","=""0.0004""","=""3200hl""","=""4.8e+07""",C+,"=""31878.854""","=""59807.52""","=""6d.7p""","=""1D*""","=""2""","=""6d.7d""","=""1F""","=""3""",,"=""T10463""","=""L7344""",
"=""358.3550""","=""0.0006""","=""358.3557""","=""0.0004""","=""4500hl""","=""8.0e+07""",C+,"=""31174.565""","=""59071.84""","=""5f.7s""","=""1F*""","=""3""","=""5f.7p""","=""1F""","=""3""",,"=""T10463""","=""L7344""",
"=""358.5090""","=""0.0006""","=""358.50836""","=""0.00024""","=""5100""","=""4.8e+06""",D+,"=""9087.517""","=""36972.910""","=""6d.7s""","=""1D""","=""2""","=""6d.7p""","=""3D*""","=""3""",,"=""T10463""","=""L7344""",
"=""358.8310""","=""0.0006""","=""358.8319""","=""0.0004""","=""950""","=""""",,"=""22199.428""","=""50059.68""","=""6d2""","=""1D""","=""2""","=""5f.6d""","=""3D*""","=""3""",,"=""""","=""L7344""",
"=""359.5750""","=""0.0006""","=""359.5749""","=""0.0004""","=""3300""","=""1.58e+07""",C+,"=""29881.055""","=""57683.74""","=""6d.7p""","=""3F*""","=""3""","=""5f.7p""","=""3G""","=""4""",,"=""T10463""","=""L7344""",
"=""360.0240""","=""0.0006""","=""360.02453""","=""0.00025""","=""820""","=""""",,"=""9087.517""","=""36855.480""","=""6d.7s""","=""1D""","=""2""","=""6d.7p""","=""3P*""","=""1""",,"=""""","=""L7344""",
"=""364.3621""","=""0.0006""","=""364.3633""","=""0.0004""","=""1900hl""","=""7.8e+07""",C+,"=""36144.291""","=""63581.61""","=""5f.7s""","=""3F*""","=""3""","=""6d.7d""","=""3F""","=""3""",,"=""T10463""","=""L7344""",
"=""366.0320""","=""0.0013""","=""366.0337""","=""0.0007""","=""750h""","=""1.87e+07""",C+,"=""36972.910""","=""64285.02""","=""6d.7p""","=""3D*""","=""3""","=""6d.7d""","=""3F""","=""4""",,"=""T10463""","=""L7344""",
"=""366.2040""","=""0.0013""","=""366.2037""","=""0.0011""","=""840h""","=""8.2e+06""",D+,"=""36855.480""","=""64154.91?""","=""6d.7p""","=""3P*""","=""1""","=""6d.7d""","=""1D""","=""2""",,"=""T10463""","=""L7344""",
"=""366.4690""","=""0.0006""","=""366.4697""","=""0.0004""","=""1600""","=""3.4e+06""",E,"=""22199.428""","=""49479.04""","=""6d2""","=""1D""","=""2""","=""5f.6d""","=""3D*""","=""2""",,"=""T10463""","=""L7344""",
"=""366.9880""","=""0.0013""","=""366.9879""","=""0.0007""","=""700h""","=""4.5e+06""",E,"=""29250.366""","=""56491.46""","=""6d.7p""","=""1P*""","=""1""","=""7s.7d""","=""1D""","=""2""",,"=""T10463""","=""L7344""",
"=""367.9690""","=""0.0013""","=""367.9686""","=""0.0009""","=""1100h""","=""6.6e+07""",C+,"=""35397.115""","=""62565.61""","=""5f.7s""","=""3F*""","=""2""","=""5f.7p""","=""3D""","=""1""",,"=""T10463""","=""L7344""",
"=""368.3660""","=""0.0006""","=""368.36552""","=""0.00024""","=""6300""","=""4.3e+06""",E,"=""4739.631""","=""31878.854""","=""6d.7s""","=""3D""","=""1""","=""6d.7p""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""368.5170""","=""0.0013""","=""""","=""""","=""430""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""369.0670""","=""0.0013""","=""""","=""""","=""2100hl""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""369.4880""","=""0.0006""","=""369.48805""","=""0.00022""","=""24000""","=""1.70e+07""",C+,"=""9087.517""","=""36144.291""","=""6d.7s""","=""1D""","=""2""","=""5f.7s""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""370.4320""","=""0.0006""","=""370.4317""","=""0.0003""","=""1700""","=""""",,"=""14949.173""","=""41937.021""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""1F*""","=""3""",,"=""""","=""L7344""",
"=""370.9030""","=""0.0006""","=""370.9030""","=""0.0004""","=""510""","=""1.54e+07""",C+,"=""35397.115""","=""62350.67""","=""5f.7s""","=""3F*""","=""2""","=""6d.7d""","=""3D""","=""3""",,"=""T10463""","=""L7344""",
"=""371.0280""","=""0.0013""","=""""","=""""","=""620""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""371.1820""","=""0.0013""","=""371.1825""","=""0.0010""","=""1100h""","=""9.4e+06""",D+,"=""33304.935""","=""60238.20""","=""6d.7p""","=""3D*""","=""2""","=""6d.7d""","=""3F""","=""2""",,"=""T10463""","=""L7344""",
"=""371.3000""","=""0.0013""","=""371.3012""","=""0.0011""","=""1800""","=""3.62e+07""",C+,"=""31878.854""","=""58803.51""","=""6d.7p""","=""1D*""","=""2""","=""6d.8s""","=""1D""","=""2""",,"=""T10463""","=""L7344""",
"=""371.3170""","=""0.0006""","=""371.3170""","=""0.0004""","=""1100h""","=""3.45e+07""",C+,"=""32965.512""","=""59889.02""","=""5f.7s""","=""3F*""","=""4""","=""5f.7p""","=""3F""","=""4""",,"=""T10463""","=""L7344""",
"=""373.4470""","=""0.0006""","=""373.4470""","=""0.0003""","=""760h""","=""3.68e+07""",C+,"=""31174.565""","=""57944.517""","=""5f.7s""","=""1F*""","=""3""","=""5f.7p""","=""3F""","=""3""",,"=""T10463""","=""L7344""",
"=""373.6550""","=""0.0013""","=""373.6540""","=""0.0008""","=""810h""","=""1.52e+08""",C+,"=""41937.021""","=""68692.14""","=""6d.7p""","=""1F*""","=""3""","=""7p2""","=""1D""","=""2""",,"=""T10463""","=""L7344""",
"=""374.0670""","=""0.0006""","=""374.0677""","=""0.0004""","=""400""","=""2.04e+07""",C+,"=""36144.291""","=""62869.82""","=""5f.7s""","=""3F*""","=""3""","=""5f.7p""","=""1G""","=""4""",,"=""T10463""","=""L7344""",
"=""374.7250""","=""0.0009""","=""374.7256""","=""0.0004""","=""740""","=""""",,"=""14949.173""","=""41627.78""","=""6d2""","=""3F""","=""3""","=""5f.6d""","=""1G*""","=""4""",,"=""""","=""L7344""",
"=""375.4180""","=""0.0006""","=""375.4183""","=""0.0003""","=""2200""","=""3.9e+06""",E,"=""14949.173""","=""41578.56""","=""6d2""","=""3F""","=""3""","=""5f.6d""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""375.6670""","=""0.0006""","=""375.66770""","=""0.00023""","=""87000c""","=""2.54e+07""",C+,"=""5267.147""","=""31878.854""","=""6d.7s""","=""3D""","=""2""","=""6d.7p""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""376.1241""","=""0.0006""","=""376.1239""","=""0.0004""","=""2400""","=""1.5e+06""",E,"=""20848.198""","=""47427.63""","=""6d2""","=""1G""","=""4""","=""5f.6d""","=""3G*""","=""4""",,"=""T10463""","=""L7344""",
"=""376.9820""","=""0.0006""","=""376.9818""","=""0.0003""","=""3200""","=""5.8e+06""",D+,"=""16756.847""","=""43275.794""","=""6d2""","=""3F""","=""4""","=""5f.6d""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""377.1210""","=""0.0006""","=""377.1207""","=""0.0004""","=""400h""","=""""",,"=""31174.565""","=""57683.74""","=""5f.7s""","=""1F*""","=""3""","=""5f.7p""","=""3G""","=""4""",,"=""""","=""L7344""",
"=""377.1640""","=""0.0013""","=""377.1638""","=""0.0009""","=""2400h""","=""3.15e+07""",C+,"=""36144.291""","=""62650.44""","=""5f.7s""","=""3F*""","=""3""","=""6d.7d""","=""3G""","=""4""",,"=""T10463""","=""L7344""",
"=""377.2144""","=""0.0006""","=""377.2145""","=""0.0004""","=""1300h""","=""4.19e+07""",C+,"=""33304.935""","=""59807.52""","=""6d.7p""","=""3D*""","=""2""","=""6d.7d""","=""1F""","=""3""",,"=""T10463""","=""L7344""",
"=""377.4310""","=""0.0013""","=""""","=""""","=""390""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""377.7799""","=""0.0006""","=""377.7805""","=""0.0004""","=""480h""","=""5.2e+06""",E,"=""17737.032""","=""44199.914""","=""6d2""","=""3P""","=""0""","=""7s.7p""","=""1P*""","=""1""",,"=""T10463""","=""L7344""",
"=""378.4010""","=""0.0013""","=""378.4008""","=""0.0010""","=""1000h""","=""3.35e+07""",C+,"=""33304.935""","=""59724.44""","=""6d.7p""","=""3D*""","=""2""","=""7p2""","=""3P""","=""2""",,"=""T10463""","=""L7344""",
"=""378.8660""","=""0.0013""","=""""","=""""","=""390h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""379.6020""","=""0.0013""","=""379.6022""","=""0.0010""","=""520""","=""1.56e+07""",C+,"=""33388.554""","=""59724.44""","=""6d.7p""","=""3D*""","=""1""","=""7p2""","=""3P""","=""2""",,"=""T10463""","=""L7344""",
"=""379.9819""","=""0.0006""","=""379.9815""","=""0.0003""","=""38000""","=""2.99e+07""",C+,"=""9087.517""","=""35397.115""","=""6d.7s""","=""1D""","=""2""","=""5f.7s""","=""3F*""","=""2""",,"=""T10463""","=""L7344""",
"=""380.5051""","=""0.0006""","=""380.5051""","=""0.0004""","=""2800hl""","=""2.47e+08""",C+,"=""39118.975""","=""65392.37""","=""6d.7p""","=""3F*""","=""4""","=""5f.7p""","=""3G""","=""5""",,"=""T10463""","=""L7344""",
"=""380.9520""","=""0.0013""","=""380.9530""","=""0.0010""","=""1300h""","=""1.03e+08""",C+,"=""31878.854""","=""58121.36""","=""6d.7p""","=""1D*""","=""2""","=""7s.7d""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""381.4781""","=""0.0006""","=""381.4782""","=""0.0004""","=""960hl""","=""4.52e+07""",C+,"=""36144.291""","=""62350.67""","=""5f.7s""","=""3F*""","=""3""","=""6d.7d""","=""3D""","=""3""",,"=""T10463""","=""L7344""",
"=""383.2720""","=""0.0013""","=""383.2727""","=""0.0006""","=""510""","=""""",,"=""29250.366""","=""55334.05""","=""6d.7p""","=""1P*""","=""1""","=""5f.7p""","=""3F""","=""2""",,"=""""","=""L7344""",
"=""383.4800""","=""0.0013""","=""383.4800""","=""0.0013""","=""3100hl""","=""2.20e+08""",C+,"=""35397.115""","=""61466.70?""","=""5f.7s""","=""3F*""","=""2""","=""6d.7d""","=""3G""","=""3""",,"=""T10463""","=""L7344""",
"=""385.0910""","=""0.0013""","=""385.0914""","=""0.0009""","=""2500hl""","=""8.0e+07""",C+,"=""38371.612""","=""64332.11""","=""6d.7p""","=""3P*""","=""2""","=""5f.7p""","=""3D""","=""3""",,"=""T10463""","=""L7344""",
"=""385.8799""","=""0.0006""","=""385.88042""","=""0.00024""","=""370""","=""""",,"=""5267.147""","=""31174.565""","=""6d.7s""","=""3D""","=""2""","=""5f.7s""","=""1F*""","=""3""",,"=""""","=""L7344""",
"=""386.3119""","=""0.0006""","=""386.3124""","=""0.0003""","=""300000c""","=""7.1e+07""",C+,"=""7426.489""","=""33304.935""","=""6d.7s""","=""3D""","=""3""","=""6d.7p""","=""3D*""","=""2""",,"=""T10463""","=""L7344""",
"=""387.7030""","=""0.0013""","=""387.7035""","=""0.0011""","=""980""","=""6.2e+07""",C+,"=""36780.01""","=""62565.61""","=""6d.7p""","=""3P*""","=""0""","=""5f.7p""","=""3D""","=""1""",,"=""T10463""","=""L7344""",
"=""387.982""","=""0.003""","=""387.9848""","=""0.0006""","=""260h""","=""6.7e+06""",C,"=""33304.935""","=""59071.84""","=""6d.7p""","=""3D*""","=""2""","=""5f.7p""","=""1F""","=""3""",,"=""T10463""","=""L7344""",
"=""389.3350""","=""0.0013""","=""389.3352""","=""0.0009""","=""8000hl""","=""2.08e+08""",C+,"=""36972.910""","=""62650.44""","=""6d.7p""","=""3D*""","=""3""","=""6d.7d""","=""3G""","=""4""",,"=""T10463""","=""L7344""",
"=""390.7380""","=""0.0006""","=""390.7380""","=""0.0005""","=""970h""","=""2.75e+07""",C+,"=""39807.02""","=""65392.37""","=""5f.6d""","=""3H*""","=""4""","=""5f.7p""","=""3G""","=""5""",,"=""T10463""","=""L7344""",
"=""391.4470""","=""0.0006""","=""391.4468""","=""0.0003""","=""24000""","=""7.6e+06""",C+,"=""7426.489""","=""32965.512""","=""6d.7s""","=""3D""","=""3""","=""5f.7s""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""392.0100""","=""0.0006""","=""392.0101""","=""0.0004""","=""6500""","=""2.32e+07""",C+,"=""19202.962""","=""44705.290""","=""6d2""","=""3P""","=""2""","=""5f.6d""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""392.2730""","=""0.0013""","=""392.2733""","=""0.0011""","=""1400h""","=""3.76e+07""",C+,"=""29250.366""","=""54735.58""","=""6d.7p""","=""1P*""","=""1""","=""6d.8s""","=""3D""","=""1""",,"=""T10463""","=""L7344""",
"=""392.8390""","=""0.0013""","=""392.8388""","=""0.0009""","=""1600hl""","=""7.4e+07""",C+,"=""36855.480""","=""62304.01""","=""6d.7p""","=""3P*""","=""1""","=""6d.7d""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""393.8579""","=""0.0006""","=""393.8587""","=""0.0003""","=""1800h""","=""9.3e+06""",C,"=""29250.366""","=""54633.000""","=""6d.7p""","=""1P*""","=""1""","=""6d.8s""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""394.6590""","=""0.0013""","=""394.6599""","=""0.0009""","=""610h""","=""3.85e+07""",C+,"=""36972.910""","=""62304.01""","=""6d.7p""","=""3D*""","=""3""","=""6d.7d""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""395.1980""","=""0.0013""","=""395.1976""","=""0.0006""","=""2400hl""","=""5.8e+07""",C+,"=""31878.854""","=""57175.49""","=""6d.7p""","=""1D*""","=""2""","=""7p2""","=""3P""","=""1""",,"=""T10463""","=""L7344""",
"=""396.5070""","=""0.0013""","=""396.5065""","=""0.0009""","=""940h""","=""3.11e+07""",C+,"=""39118.975""","=""64332.11""","=""6d.7p""","=""3F*""","=""4""","=""5f.7p""","=""3D""","=""3""",,"=""T10463""","=""L7344""",
"=""397.2490""","=""0.0013""","=""397.2484""","=""0.0008""","=""700h""","=""4.32e+07""",C+,"=""39118.975""","=""64285.02""","=""6d.7p""","=""3F*""","=""4""","=""6d.7d""","=""3F""","=""4""",,"=""T10463""","=""L7344""",
"=""397.7361""","=""0.0006""","=""397.7360""","=""0.0003""","=""13000""","=""1.0e+07""",C,"=""13236.418""","=""38371.612""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""399.9360""","=""0.0006""","=""399.9357""","=""0.0004""","=""6000hl""","=""1.93e+07""",C+,"=""19202.962""","=""44199.914""","=""6d2""","=""3P""","=""2""","=""7s.7p""","=""1P*""","=""1""",,"=""T10463""","=""L7344""",
"=""400.2230""","=""0.0006""","=""400.2230""","=""0.0004""","=""1700hl""","=""1.89e+07""",C+,"=""32965.512""","=""57944.517""","=""5f.7s""","=""3F*""","=""4""","=""5f.7p""","=""3F""","=""3""",,"=""T10463""","=""L7344""",
"=""400.5470""","=""0.0006""","=""400.5469""","=""0.0005""","=""1500""","=""7.0e+06""",C,"=""20848.198""","=""45807.01""","=""6d2""","=""1G""","=""4""","=""5f.6d""","=""3G*""","=""3""",,"=""T10463""","=""L7344""",
"=""401.9640""","=""0.0012""","=""401.9622""","=""0.0006""","=""8700""","=""1.20e+07""",C+,"=""16756.847""","=""41627.78""","=""6d2""","=""3F""","=""4""","=""5f.6d""","=""1G*""","=""4""",,"=""T10463""","=""L7344""",
"=""402.3090""","=""0.0013""","=""""","=""""","=""770""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""403.7150""","=""0.0009""","=""403.7139""","=""0.0004""","=""600h""","=""2.18e+07""",C+,"=""29881.055""","=""54644.074""","=""6d.7p""","=""3F*""","=""3""","=""5f.7p""","=""3G""","=""3""",,"=""T10463""","=""L7344""",
"=""403.8930""","=""0.0009""","=""403.8945""","=""0.0003""","=""46h""","=""2.26e+07""",C+,"=""29881.055""","=""54633.000""","=""6d.7p""","=""3F*""","=""3""","=""6d.8s""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""404.4450""","=""0.0009""","=""404.4455""","=""0.0005""","=""300hl""","=""6.0e+07""",C+,"=""32965.512""","=""57683.74""","=""5f.7s""","=""3F*""","=""4""","=""5f.7p""","=""3G""","=""4""",,"=""T10463""","=""L7344""",
"=""405.0060""","=""0.0013""","=""""","=""""","=""340""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""405.3060""","=""0.0012""","=""405.3067""","=""0.0010""","=""290hl""","=""6.6e+07""",C+,"=""32965.512""","=""57631.22""","=""5f.7s""","=""3F*""","=""4""","=""6d.8s""","=""3D""","=""3""",,"=""T10463""","=""L7344""",
"=""405.7360""","=""0.0009""","=""405.7364""","=""0.0004""","=""68h""","=""1.39e+07""",C+,"=""33304.935""","=""57944.517""","=""6d.7p""","=""3D*""","=""2""","=""5f.7p""","=""3F""","=""3""",,"=""T10463""","=""L7344""",
"=""405.8380""","=""0.0013""","=""""","=""""","=""420h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""406.1600""","=""0.0009""","=""406.1597""","=""0.0003""","=""7900c""","=""1.39e+07""",C+,"=""5267.147""","=""29881.055""","=""6d.7s""","=""3D""","=""2""","=""6d.7p""","=""3F*""","=""3""",,"=""T10463""","=""L7344""",
"=""407.8699""","=""0.0009""","=""407.8693""","=""0.0003""","=""3700""","=""1.09e+07""",D+,"=""4739.631""","=""29250.366""","=""6d.7s""","=""3D""","=""1""","=""6d.7p""","=""1P*""","=""1""",,"=""T10463""","=""L7344""",
"=""408.1770""","=""0.0013""","=""408.1776""","=""0.0010""","=""91h""","=""1.09e+08""",C+,"=""44199.914""","=""68692.14""","=""7s.7p""","=""1P*""","=""1""","=""7p2""","=""1D""","=""2""",,"=""T10463""","=""L7344""",
"=""408.8441""","=""0.0009""","=""408.8430""","=""0.0003""","=""38000cs""","=""6.5e+07""",C+,"=""7426.489""","=""31878.854""","=""6d.7s""","=""3D""","=""3""","=""6d.7p""","=""1D*""","=""2""",,"=""T10463""","=""L7344""",
"=""411.386""","=""0.003""","=""411.3890""","=""0.0004""","=""130""","=""""",,"=""9087.517""","=""33388.554""","=""6d.7s""","=""1D""","=""2""","=""6d.7p""","=""3D*""","=""1""",,"=""""","=""L7344""",
"=""413.2420""","=""0.0009""","=""413.2422""","=""0.0005""","=""320""","=""8.0e+06""",C+,"=""20848.198""","=""45040.26""","=""6d2""","=""1G""","=""4""","=""5f.6d""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""413.6219""","=""0.0009""","=""413.6228""","=""0.0004""","=""67""","=""6.9e+05""",E,"=""14949.173""","=""39118.975""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
"=""413.7990""","=""0.0009""","=""413.7994""","=""0.0007""","=""850hl""","=""3.00e+07""",C+,"=""31174.565""","=""55334.05""","=""5f.7s""","=""1F*""","=""3""","=""5f.7p""","=""3F""","=""2""",,"=""T10463""","=""L7344""",
"=""414.4150""","=""0.0009""","=""414.4145""","=""0.0007""","=""150""","=""""",,"=""29250.366""","=""53373.99""","=""6d.7p""","=""1P*""","=""1""","=""7s.8s""","=""1S""","=""0""",,"=""""","=""L7344""",
"=""415.2880""","=""0.0009""","=""415.2889""","=""0.0004""","=""23h""","=""""",,"=""19202.962""","=""43275.794""","=""6d2""","=""3P""","=""2""","=""5f.6d""","=""3F*""","=""3""",,"=""""","=""L7344""",
"=""416.8400""","=""0.0009""","=""416.8407""","=""0.0003""","=""31000cs""","=""7.0e+07""",C+,"=""5267.147""","=""29250.366""","=""6d.7s""","=""3D""","=""2""","=""6d.7p""","=""1P*""","=""1""",,"=""T10463""","=""L7344""",
"=""416.9120""","=""0.0009""","=""416.9130""","=""0.0005""","=""45""","=""3.17e+07""",C+,"=""38371.612""","=""62350.67""","=""6d.7p""","=""3P*""","=""2""","=""6d.7d""","=""3D""","=""3""",,"=""T10463""","=""L7344""",
"=""418.8080""","=""0.0013""","=""418.8081""","=""0.0007""","=""120hl""","=""9.0e+07""",C+,"=""33304.935""","=""57175.49""","=""6d.7p""","=""3D*""","=""2""","=""7p2""","=""3P""","=""1""",,"=""T10463""","=""L7344""",
"=""418.9750""","=""0.0013""","=""""","=""""","=""3100h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7344""",
"=""420.2790""","=""0.0013""","=""420.2804""","=""0.0007""","=""34""","=""2.25e+07""",C+,"=""33388.554""","=""57175.49""","=""6d.7p""","=""3D*""","=""1""","=""7p2""","=""3P""","=""1""",,"=""T10463""","=""L7344""",
"=""420.9690""","=""0.0009""","=""420.9682""","=""0.0003""","=""3500""","=""1.47e+07""",C+,"=""7426.489""","=""31174.565""","=""6d.7s""","=""3D""","=""3""","=""5f.7s""","=""1F*""","=""3""",,"=""T10463""","=""L7344""",
"=""423.2670""","=""0.0009""","=""423.2676""","=""0.0003""","=""320""","=""1.20e+07""",C,"=""13236.418""","=""36855.480""","=""6d2""","=""3F""","=""2""","=""6d.7p""","=""3P*""","=""1""",,"=""T10463""","=""L7344""",
"=""425.7820""","=""0.0015""","=""425.7840""","=""0.0009""","=""770hl""","=""8.6e+07""",C+,"=""28201.120""","=""51680.60""","=""7s.7p""","=""3P*""","=""2""","=""7s.8s""","=""3S""","=""1""",,"=""T10463""","=""L7344""",
"=""425.9650""","=""0.0009""","=""425.9649""","=""0.0004""","=""320h""","=""4.9e+07""",C+,"=""31174.565""","=""54644.074""","=""5f.7s""","=""1F*""","=""3""","=""5f.7p""","=""3G""","=""3""",,"=""T10463""","=""L7344""",
"=""426.1101""","=""0.0009""","=""426.1105""","=""0.0004""","=""180cl""","=""1.7e+05""",E,"=""4739.631""","=""28201.120""","=""6d.7s""","=""3D""","=""1""","=""7s.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
"=""426.1669""","=""0.0009""","=""426.1659""","=""0.0004""","=""190h""","=""4.52e+07""",C+,"=""31174.565""","=""54633.000""","=""5f.7s""","=""1F*""","=""3""","=""6d.8s""","=""3D""","=""2""",,"=""T10463""","=""L7344""",
"=""426.8216""","=""0.0009""","=""426.8209""","=""0.0003""","=""570""","=""1.15e+07""",C+,"=""14949.173""","=""38371.612""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
