obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
55.1328,55.13329+,181380.2,1,,,0.00,181378.63,4s2.4p5,2P*,3/2,4s2.4p4.(3P).8s,4P,3/2,4,4,,,L353,
55.9315,55.93283+,178790.1,3,,,0.00,178785.88,4s2.4p5,2P*,3/2,4s2.4p4.(3P).7s,2P,1/2,4,2,,,L353,
56.0792,56.07937+,178319.2,1,,,0.00,178318.69,4s2.4p5,2P*,3/2,4s2.4p4.(1D).5d,2D,5/2,4,6,,,L353,
56.1932,56.19396+,177957.5,1,,,0.00,177955.08,4s2.4p5,2P*,3/2,4s2.4p4.(3P).7s,2P,3/2,4,4,,,L353,
56.2792,56.28029+,177685.5,1,,,0.00,177682.11,4s2.4p5,2P*,3/2,4s2.4p4.(1D).5d,2P,3/2,4,4,,,L353,
57.0013,57.00238+,175434.6,6,,,0.00,175431.28,4s2.4p5,2P*,3/2,4s2.4p4.(3P).6d,4D,5/2,4,6,,,L353,
57.5907,57.59099+,173639.1,2,,,0.00,173638.28,4s2.4p5,2P*,3/2,4s2.4p4.(3P).7s,4P,3/2,4,4,,,L353,
57.6653,57.66488+,173414.5,1,,,5370.10,178785.88,4s2.4p5,2P*,1/2,4s2.4p4.(3P).7s,2P,1/2,2,2,,,L353,
57.6998,57.70076+,173310.8,0,,,0.00,173307.95,4s2.4p5,2P*,3/2,4s2.4p4.(3P).7s,4P,5/2,4,6,,,L353,
57.9101,57.90960+,172681.4,0,,,5370.10,178053.05,4s2.4p5,2P*,1/2,4s2.4p4.(3P).7s,4P,1/2,2,2,,,L353,
57.9414,57.94247+,172588.2,1,,,5370.10,177955.08,4s2.4p5,2P*,1/2,4s2.4p4.(3P).7s,2P,3/2,2,4,,,L353,
58.0345,58.03426+,172311.3,0,,,5370.10,177682.11,4s2.4p5,2P*,1/2,4s2.4p4.(1D).5d,2P,3/2,2,4,,,L353,
58.1219,58.12260+,172052.2,1,,,0.00,172050.11,4s2.4p5,2P*,3/2,4s2.4p4.(1D).6s,2D,3/2,4,4,,,L353,
58.1500,58.15007+,171969.0,3,,,0.00,171968.85,4s2.4p5,2P*,3/2,4s2.4p4.(1D).6s,2D,5/2,4,6,,,L353,
58.5688,58.56888+,170739.4,2,,,5370.10,176109.24,4s2.4p5,2P*,1/2,4s2.4p4.(1D).5d,2D,3/2,2,4,,,L353,
58.6269,58.62717+,170570.2,1,,,0.00,170569.38,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,2D,3/2,4,4,,,L353,
58.9265,58.92643+,169702.9,5,,,0.00,169703.13,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,2D,5/2,4,6,,,L353,
59.4286,59.42894+,168269.1,1,,,5370.10,173638.28,4s2.4p5,2P*,1/2,4s2.4p4.(3P).7s,4P,3/2,2,4,,,L353,
59.5539,59.55524+,167915.1,8bl,,,0.00,167911.34,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,2P,3/2,4,4,,,L353,
59.6956,59.69538+,167516.5,4,,,0.00,167517.16,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,4P,5/2,4,6,,,L353,
59.8643,59.86397+,167044.5,1,,,0.00,167045.38,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,4P,3/2,4,4,,,L353,
59.8805,59.88035+,166999.3,5,,,0.00,166999.69,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,2F,5/2,4,6,,,L353,
59.8978,59.89761+,166951.0,4,,,0.00,166951.56,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,2P,1/2,4,2,,,L353,
59.9954,59.99520+,166679.4,5bl,,,5370.10,172050.11,4s2.4p5,2P*,1/2,4s2.4p4.(1D).6s,2D,3/2,2,4,,,L353,
60.5331,60.53295+,165198.9,5,,,5370.10,170569.38,4s2.4p5,2P*,1/2,4s2.4p4.(3P).5d,2D,3/2,2,4,,,L353,
60.5547,60.55461+,165139.9,5,,,0.00,165140.18,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,4F,3/2,4,4,,,L353,
60.5782,60.57830+,165075.9,3,,,0.00,165075.60,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,4F,5/2,4,6,,,L353,
60.8134,60.81340+,164437.4,6,,,0.00,164437.45,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,4P,1/2,4,2,,,L353,
61.3374,61.33769+,163032.7,5,,,0.00,163031.91,4s2.4p5,2P*,3/2,4s2.4p4.(3P).6s,2P,1/2,4,2,,,L353,
61.5138,61.51408+,162565.1,5,,,0.00,162564.41,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,4D,1/2,4,2,,,L353,
61.5227,61.52285+,162541.6,5,,,5370.10,167911.34,4s2.4p5,2P*,1/2,4s2.4p4.(3P).5d,2P,3/2,2,4,,,L353,
61.7065,61.70657+,162057.5,8,,,0.00,162057.31,4s2.4p5,2P*,3/2,4s2.4p4.(3P).5d,4D,3/2,4,4,,,L353,
