obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
188.870,0.020,188.8639,0.0014,52946,5,,,13742.99,66691.18,6d,2D,5/2,7f,2F*,7/2,6,8,,,L3526c160,
190.870,0.020,190.8688,0.0007,52392,8,1.75e+07,B,0.000,52392.02,7s,2S,1/2,8p,2P*,3/2,2,4,,T8601,L3526c160,
197.260,0.020,197.2698,0.0012,50695,4,,,21351.3259,72043.33,7p,2P*,1/2,10d,2D,3/2,2,4,,,L3526c160,
197.600,0.020,197.6039,0.0009,50607,2,,,0.000,50606.29,7s,2S,1/2,8p,2P*,1/2,2,2,,,L3526c160,
200.705,0.020,200.7163,0.0012,49824,2,,,21351.3259,71172.88,7p,2P*,1/2,11s,2S,1/2,2,2,,,L3526c160,
201.340,0.010,201.3391,0.0008,49667,3,,,13742.99,63410.43,6d,2D,5/2,9p,2P*,3/2,6,4,,,L3526c160,
207.126,0.020,207.124,0.020,48280,2,,,26208.8538,74489,7p,2P*,3/2,11d,2D,5/2,4,6,,,L3526c160,
210.827,0.020,210.825,0.020,47432,4,2.67e+07,B,12084.2721,59517,6d,2D,3/2,6f,2F*,5/2,4,6,,T8601,L3526c161,
213.167,0.020,213.1617,0.0009,46912,5,,,21351.3259,68264.07,7p,2P*,1/2,9d,2D,3/2,2,4,,,L3526c161,
217.058,0.020,217.056,0.020,46071,10,,,13742.99,59814,6d,2D,5/2,6f,2F*,7/2,6,8,,,L3526c161,
217.798,0.020,217.7943,0.0014,45914,4,,,26208.8538,72123.74,7p,2P*,3/2,10d,2D,5/2,4,6,,,L3526c161,
218.178,0.020,218.1764,0.0014,45834,1,,,26208.8538,72043.33,7p,2P*,3/2,10d,2D,3/2,4,4,,,L3526c161,
219.849,0.020,219.8411,0.0011,45486,2,,,21351.3259,66838.72,7p,2P*,1/2,10s,2S,1/2,2,2,,,L3526c161,
222.399,0.020,222.4000,0.0015,44964,3,,,26208.8538,71172.88,7p,2P*,3/2,11s,2S,1/2,4,2,,,L3526c161,
237.0454,0.0020,237.0454,0.0013,42186.0,8,,,26208.8538,68394.87,7p,2P*,3/2,9d,2D,5/2,4,6,,,L3526c161,
237.7825,0.0020,237.7826,0.0012,42055.2,3,,,26208.8538,68264.07,7p,2P*,3/2,9d,2D,3/2,4,4,,,L3526c161,
246.129,0.003,246.1244,0.0013,40629.0,8,,,26208.8538,66838.72,7p,2P*,3/2,10s,2S,1/2,4,2,,,L3526c161,
247.625,0.003,247.625,0.003,40383.7,10,,,21351.3259,61735.0,7p,2P*,1/2,8d,2D,3/2,2,4,,,L3526c161,
248.086,0.003,248.0913,0.0012,40308.6,4,7.5e+05,D+,12084.2721,52392.02,6d,2D,3/2,8p,2P*,3/2,4,4,,T8601,L3526c161,
258.738,0.003,258.7387,0.0013,38649.1,8,,,13742.99,52392.02,6d,2D,5/2,8p,2P*,3/2,6,4,,,L3526c161,
259.593,0.003,259.5918,0.0015,38521.9,2,,,12084.2721,50606.29,6d,2D,3/2,8p,2P*,1/2,4,2,,,L3526c161,
264.452,0.003,264.4525,0.0021,37814.1,10,,,21351.3259,59165.3,7p,2P*,1/2,9s,2S,1/2,2,2,,,L3526c161,
270.9763,0.0020,270.9764,0.0011,36903.6,20,3.70e+08,AA,12084.2721,48987.86,6d,2D,3/2,5f,2F*,5/2,4,6,,T8601,L3526c163,
279.603,0.007,279.603,0.007,35764.9,10p(Mg II),,,26208.8538,61973.8,7p,2P*,3/2,8d,2D,5/2,4,6,,,L3526c161,
281.4589,0.0020,281.4590,0.0012,35529.2,30,,,13742.99,49272.14,6d,2D,5/2,5f,2F*,7/2,6,8,,,L3526c163,
283.7294,0.0020,283.7292,0.0012,35244.85,6,,,13742.99,48987.86,6d,2D,5/2,5f,2F*,5/2,6,6,,,L3526c163,
303.432,0.004,303.431,0.003,32956.3,10,,,26208.8538,59165.3,7p,2P*,3/2,9s,2S,1/2,4,2,,,L3526c161,
342.408,0.020,342.381,0.014,29204.9,2,,,48987.86,78195.1,5f,2F*,5/2,11g,2G,"7/2,9/2",6,18,,,L3526c161,
345.719,0.020,345.746,0.014,28925.2,2,,,49272.14,78195.1,5f,2F*,7/2,11g,2G,"7/2,9/2",8,18,,,L3526c161,
351.581,0.020,351.576,0.014,28443.0,2,,,48987.86,77431.2,5f,2F*,5/2,10g,2G,"7/2,9/2",6,18,,,L3526c161,
355.121,0.020,355.125,0.014,28159.4,2,,,49272.14,77431.2,5f,2F*,7/2,10g,2G,"7/2,9/2",8,18,,,L3526c161,
365.0590,0.0020,365.0606,0.0011,27392.83,100,,,21351.3259,48744.04,7p,2P*,1/2,7d,2D,3/2,2,4,,,L3526c163,
368.7209,0.0020,368.7210,0.0020,27120.78,3,,,49272.14,76392.92,5f,2F*,7/2,9g,2G,"7/2,9/2",8,18,,,L3526c162,
381.55045,0.00003,381.55045,0.00003,26208.8538,200,1.880e+08,AA,0.000,26208.8538,7s,2S,1/2,7p,2P*,3/2,2,4,,T8601,"L19080,L3526c163",
385.299,0.005,385.299,0.003,25953.9,5p(Cl II),,,48987.86,74941.76,5f,2F*,5/2,8g,2G,"7/2,9/2",6,18,,,L3526c162,
389.565,0.003,389.566,0.003,25669.63,5,,,49272.14,74941.76,5f,2F*,7/2,8g,2G,"7/2,9/2",8,18,,,L3526c162,
419.527,0.003,419.5273,0.0025,23836.36,8,,,48987.86,72824.21,5f,2F*,5/2,7g,2G,"7/2,9/2",6,18,,,L3526c162,
419.674,0.003,419.674,0.003,23828.01,2,,,50606.29,74434.30,8p,2P*,1/2,11d,2D,3/2,2,4,,,L3526c162,
422.143,0.003,422.143,0.003,23688.66,1,,,52392.02,76080.68,8p,2P*,3/2,12d,2D,5/2,4,6,,,L3526c162,
424.592,0.004,424.591,0.003,23552.05,8,,,49272.14,72824.21,5f,2F*,7/2,7g,2G,"7/2,9/2",8,18,,,L3526c162,
434.186,0.007,434.186,0.008,23031.6,100p(H I),,,26208.8538,49240.45,7p,2P*,3/2,7d,2D,5/2,4,6,,,L3526c162,
443.7516,0.0020,443.7505,0.0018,22535.13,20,,,26208.8538,48744.04,7p,2P*,3/2,7d,2D,3/2,4,4,,,L3526c163,
453.4381,0.0020,453.4382,0.0010,22053.73,30,,,21351.3259,43405.05,7p,2P*,1/2,8s,2S,1/2,2,2,,,L3526c163,
466.483,0.005,466.482,0.005,21437.03,3,,,50606.29,72043.33,8p,2P*,1/2,10d,2D,3/2,2,4,,,L3526c162,
468.354989,0.000017,468.354989,0.000018,21351.3259,100,1.061e+08,A+,0.000,21351.3259,7s,2S,1/2,7p,2P*,1/2,2,2,,T8601,"L19080,L3526c163",
486.077,0.005,486.078,0.004,20572.88,10,,,48987.86,69560.68,5f,2F*,5/2,6g,2G,"7/2,9/2",6,18,,,L3526c162,
492.891,0.005,492.889,0.004,20288.48,10,,,49272.14,69560.68,5f,2F*,7/2,6g,2G,"7/2,9/2",8,18,,,L3526c162,
499.865,0.005,499.866,0.005,20005.39,3,,,43405.05,63410.43,8s,2S,1/2,9p,2P*,3/2,2,4,,,L3526c162,
506.798,0.005,506.798,0.005,19731.72,3,,,52392.02,72123.74,8p,2P*,3/2,10d,2D,5/2,4,6,,,L3526c162,
532.457,0.006,532.457,0.006,18780.86,1,,,52392.02,71172.88,8p,2P*,3/2,11s,2S,1/2,4,2,,,L3526c162,
562.499,0.007,562.499,0.007,17777.81,3,,,48744.04,66521.85,7d,2D,3/2,7f,2F*,5/2,4,6,,,L3526c162,
566.330,0.007,566.323,0.006,17657.55,6,,,50606.29,68264.07,8p,2P*,1/2,9d,2D,3/2,2,4,,,L3526c162,
573.042,0.007,573.042,0.007,17450.73,4,,,49240.45,66691.18,7d,2D,5/2,7f,2F*,7/2,6,8,,,L3526c162,
581.5242,0.0020,581.5240,0.0017,17196.19,20,,,26208.8538,43405.05,7p,2P*,3/2,8s,2S,1/2,4,2,,,L3526c163,
616.043,0.008,616.051,0.007,16232.62,1,,,50606.29,66838.72,8p,2P*,1/2,10s,2S,1/2,2,2,,,L3526c162,
624.889,0.008,624.889,0.007,16002.85,4,,,52392.02,68394.87,8p,2P*,3/2,9d,2D,5/2,4,6,,,L3526c162,
630.030,0.008,630.038,0.006,15872.26,1,,,52392.02,68264.07,8p,2P*,3/2,9d,2D,3/2,4,4,,,L3526c162,
659.5161,0.0020,659.5162,0.0017,15162.63,10,,,48987.86,64150.49,5f,2F*,5/2,5g,2G,"7/2,9/2",6,18,,,L3526c163,
672.1175,0.0020,672.1175,0.0018,14878.35,10,,,49272.14,64150.49,5f,2F*,7/2,5g,2G,"7/2,9/2",8,18,,,L3526c163,
692.202,0.010,692.200,0.008,14446.65,1,,,52392.02,66838.72,8p,2P*,3/2,10s,2S,1/2,4,2,,,L3526c162,
707.997,0.010,707.98557,0.00011,14124.35,5,3.38e+06,A,12084.2721,26208.8538,6d,2D,3/2,7p,2P*,3/2,4,4,,T8601,L3526c163,
802.1906,0.0020,802.1907,0.0019,12465.87,50,2.29e+07,B+,13742.99,26208.8538,6d,2D,5/2,7p,2P*,3/2,6,4,,T8601,L3526c163,
1079.09161,0.00007,1079.09161,0.00007,9267.0538,,1.06e+07,A,12084.2721,21351.3259,6d,2D,3/2,7p,2P*,1/2,4,2,,T8601,L19080,
