obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
213.0497,0.0005,213.04982,46937.39,400,,,155308.820,202246.199,4p5.4d,3D*,1,4p5.(2P*<3/2>).5f,2[5/2],2,3,5,,,L2590,
213.5153,0.0005,213.51529,46835.04,40,,,145276.118,192111.172,4p5.4d,3F*,4,4p5.(2P*<3/2>).4f,2[5/2],3,9,7,,,L2590,
213.8601,0.0010,213.86022,46759.54,1,,,154273.980,201033.495,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).6d,2[3/2]*,1,3,3,,,L2590,
214.0524,0.0005,214.05216,46717.54,15,,,155308.820,202026.405,4p5.4d,3D*,1,4p5.(2P*<3/2>).5f,2[3/2],2,3,5,,,L2590,
214.2715,0.0005,214.27124,46669.76,50,,,155308.820,201978.638,4p5.4d,3D*,1,4p5.(2P*<3/2>).5f,2[3/2],1,3,3,,,L2590,
214.3770,0.0005,214.37701,46646.79,200,,,145276.118,191922.912,4p5.4d,3F*,4,4p5.(2P*<3/2>).4f,2[9/2],4,9,9,,,L2590,
214.4505,0.0005,214.4505,46630.80,30000,,,145276.118,191906.93,4p5.4d,3F*,4,4p5.(2P*<3/2>).4f,2[9/2],5,9,11,,,L2590,
214.8594,0.0005,214.85956,46542.06,25,,,158151.666,204693.695,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).8s,2[3/2]*,1,3,3,,,L2590,
215.3751,0.0010,215.37569,46430.62,1,,,158151.666,204582.161,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).8s,2[3/2]*,2,3,5,,,L2590,
216.5649,0.0005,,46175.54,3,,,,,,,,,,,1,1,,,L2590,
217.4771,0.0005,217.47716,45981.84,15,,,158711.854,204693.695,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).8s,2[3/2]*,1,5,3,,,L2590,
217.8457,0.0010,217.84620,45904.05,1,,,143461.977,189365.923,4p5.4d,3P*,1,4p5.(2P*<3/2>).6p,2[1/2],0,3,1,,,L2590,
218.0060,0.0005,218.00595,45870.31,80,,,158711.854,204582.161,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).8s,2[3/2]*,2,5,5,,,L2590,
218.6520,0.0005,218.65180,45734.78,4,,,156561.61,202296.426,4p5.4d,3D*,2,4p5.(2P*<3/2>).5f,2[7/2],3,5,7,,,L2590,
218.8924,0.0005,218.89220,45684.54,5,,,156561.61,202246.199,4p5.4d,3D*,2,4p5.(2P*<3/2>).5f,2[5/2],2,5,5,,,L2590,
219.1045,0.0005,219.10426,45640.33,200,,,156561.61,202201.982,4p5.4d,3D*,2,4p5.(2P*<3/2>).5f,2[5/2],3,5,7,,,L2590,
219.8674,0.0005,219.86730,45481.95,600,,,146832.593,192314.573,4p5.4d,3F*,3,4p5.(2P*<3/2>).4f,2[7/2],4,7,9,,,L2590,
219.8949,0.0005,219.89484,45476.28,600,,,146832.593,192308.877,4p5.4d,3F*,3,4p5.(2P*<3/2>).4f,2[7/2],3,7,7,,,L2590,
219.9507,0.0005,219.95040,45464.74,75,,,156561.61,202026.405,4p5.4d,3D*,2,4p5.(2P*<3/2>).5f,2[3/2],2,5,5,,,L2590,
220.1820,0.0010,220.18173,45416.97,1,,,156561.61,201978.638,4p5.4d,3D*,2,4p5.(2P*<3/2>).5f,2[3/2],1,5,3,,,L2590,
220.2496,0.0005,220.2497,45403.03,3,,,169658.536,215061.54,4p5.4d,1P*,1,4p5.(2P*<1/2>).6f,2[5/2],2,3,5,,,L2590,
220.5478,0.0005,220.54765,45341.65,100,,,146832.593,192174.269,4p5.4d,3F*,3,4p5.(2P*<3/2>).4f,2[5/2],2,7,5,,,L2590,
220.8550,0.0005,220.85499,45278.59,300,,,146832.593,192111.172,4p5.4d,3F*,3,4p5.(2P*<3/2>).4f,2[5/2],3,7,7,,,L2590,
221.4158,0.0005,221.41545,45163.90,100,,,157136.88,202300.847,4p5.4d,1F*,3,4p5.(2P*<3/2>).5f,2[7/2],4,7,9,,,L2590,
221.4373,0.0005,221.43712,45159.52,20,,,157136.88,202296.426,4p5.4d,1F*,3,4p5.(2P*<3/2>).5f,2[7/2],3,7,7,,,L2590,
221.6025,0.0005,,45125.84,50,,,,,,,,,,,1,1,,,L2590,
221.6846,0.0005,221.68368,45109.13,2,,,157136.88,202246.199,4p5.4d,1F*,3,4p5.(2P*<3/2>).5f,2[5/2],2,7,5,,,L2590,
221.7770,0.0005,221.77710,45090.33,10000,,,146832.593,191922.912,4p5.4d,3F*,3,4p5.(2P*<3/2>).4f,2[9/2],4,7,9,,,L2590,
221.8627,0.0005,221.86252,45072.93,15,,,143022.335,188095.292,4p5.4d,3P*,0,4p5.(2P*<3/2>).6p,2[3/2],1,1,3,,,L2590,
221.9017,0.0010,221.90120,45065.01,1,,,157136.88,202201.982,4p5.4d,1F*,3,4p5.(2P*<3/2>).5f,2[5/2],3,7,7,,,L2590,
222.4485,0.0005,222.44837,44954.23,200,,,157136.88,202091.132,4p5.4d,1F*,3,4p5.(2P*<3/2>).5f,2[9/2],4,7,9,,,L2590,
222.4776,0.0005,222.47733,44948.35,35,,,146832.593,191780.993,4p5.4d,3F*,3,4p5.(2P*<3/2>).4f,2[3/2],2,7,5,,,L2590,
222.4841,0.0010,222.48419,44947.03,1,,,154273.980,199220.994,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).6d,2[5/2]*,2,3,5,,,L2590,
223.1103,0.0005,223.11017,44820.87,100,,,143461.977,188282.884,4p5.4d,3P*,1,4p5.(2P*<3/2>).6p,2[3/2],2,3,5,,,L2590,
223.8420,0.0005,223.84208,44674.37,400,,,154273.980,198948.332,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).6d,2[3/2]*,2,3,5,,,L2590,
224.8195,0.0005,,44480.13,2,,,,,,,,,,,1,1,,,L2590,
225.1348,0.0005,225.13475,44417.84,500,,,154273.980,198691.823,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).6d,2[1/2]*,1,3,3,,,L2590,
225.2128,0.0005,225.21253,44402.45,200,,,155063.53,199466.033,4p5.4d,1D*,2,4p5.(2P*<1/2>).4f,2[5/2],2,5,5,,,L2590,
225.4889,0.0005,225.48885,44348.07,800,,,155063.53,199411.62,4p5.4d,1D*,2,4p5.(2P*<1/2>).4f,2[7/2],3,5,7,,,L2590,
225.5249,0.0005,225.52496,44340.99,200,,,155063.53,199404.52,4p5.4d,1D*,2,4p5.(2P*<1/2>).4f,2[5/2],3,5,7,,,L2590,
225.5962,0.0005,225.59607,44327.00,50,,,143955.871,188282.884,4p5.4d,3P*,2,4p5.(2P*<3/2>).6p,2[3/2],2,5,5,,,L2590,
225.7518,0.0010,225.75155,44296.44,1,,,156737.011,201033.495,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).6d,2[3/2]*,1,5,3,,,L2590,
226.2767,0.0005,,44193.68,2,,,,,,,,,,,1,1,,,L2590,
226.4245,0.0005,226.42463,44164.82,200,,,154273.980,198438.786,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).6d,2[1/2]*,0,3,1,,,L2590,
226.4635,0.0005,226.46357,44157.22,500,,,155308.820,199466.033,4p5.4d,3D*,1,4p5.(2P*<1/2>).4f,2[5/2],2,3,5,,,L2590,
226.5070,0.0005,226.50710,44148.75,60,,,143461.977,187610.704,4p5.4d,3P*,1,4p5.(2P*<3/2>).6p,2[5/2],2,3,5,,,L2590,
226.5559,0.0010,226.55485,44139.22,1,,,143955.871,188095.292,4p5.4d,3P*,2,4p5.(2P*<3/2>).6p,2[3/2],1,5,3,,,L2590,
227.4972,0.0005,227.49714,43956.59,125,,,143022.335,186978.932,4p5.4d,3P*,0,4p5.(2P*<3/2>).6p,2[1/2],1,1,3,,,L2590,
227.6617,0.0005,227.66182,43924.82,15,,,163924.55,207849.35,4p5.(2P*<1/2>).5p,2[3/2],1,4p5.(2P*<1/2>).6d,2[3/2]*,1,3,3,,,L2590,
228.7526,0.0005,228.75236,43715.34,500,,,143955.871,187671.267,4p5.4d,3P*,2,4p5.(2P*<3/2>).6p,2[5/2],3,5,7,,,L2590,
229.0701,0.0005,229.06971,43654.76,30,,,143955.871,187610.704,4p5.4d,3P*,2,4p5.(2P*<3/2>).6p,2[5/2],2,5,5,,,L2590,
229.1932,0.0005,,43631.30,10,,,,,,,,,,,1,1,,,L2590,
229.2414,0.0005,229.24127,43622.15,5000,,,148686.714,192308.877,4p5.4d,3F*,2,4p5.(2P*<3/2>).4f,2[7/2],3,5,7,,,L2590,
229.7956,0.0005,229.79549,43516.94,150,,,143461.977,186978.932,4p5.4d,3P*,1,4p5.(2P*<3/2>).6p,2[1/2],1,3,3,,,L2590,
229.9195,0.0010,229.91929,43493.48,1,,,161200.171,204693.695,4p5.(2P*<3/2>).5p,2[1/2],0,4p5.(2P*<3/2>).8s,2[3/2]*,1,1,3,,,L2590,
229.9511,0.0005,229.95084,43487.51,300,,,148686.714,192174.269,4p5.4d,3F*,2,4p5.(2P*<3/2>).4f,2[5/2],2,5,5,,,L2590,
230.2853,0.0005,230.28497,43424.40,100,,,148686.714,192111.172,4p5.4d,3F*,2,4p5.(2P*<3/2>).4f,2[5/2],3,5,7,,,L2590,
232.0494,0.0010,232.04936,43094.28,1,,,148686.714,191780.993,4p5.4d,3F*,2,4p5.(2P*<3/2>).4f,2[3/2],2,5,5,,,L2590,
232.3745,0.0005,232.37422,43033.97,50,,,148686.714,191720.748,4p5.4d,3F*,2,4p5.(2P*<3/2>).4f,2[3/2],1,5,3,,,L2590,
232.4336,0.0005,232.43348,43023.05,100,,,143955.871,186978.932,4p5.4d,3P*,2,4p5.(2P*<3/2>).6p,2[1/2],1,5,3,,,L2590,
233.0766,0.0005,233.07620,42904.35,75,,,156561.61,199466.033,4p5.4d,3D*,2,4p5.(2P*<1/2>).4f,2[5/2],2,5,5,,,L2590,
233.1990,0.0005,233.19901,42881.83,100,,,158151.666,201033.495,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).6d,2[3/2]*,1,3,3,,,L2590,
233.3723,0.0005,233.37217,42849.99,250,,,156561.61,199411.62,4p5.4d,3D*,2,4p5.(2P*<1/2>).4f,2[7/2],3,5,7,,,L2590,
233.4109,0.0005,233.41085,42842.91,2000,,,156561.61,199404.52,4p5.4d,3D*,2,4p5.(2P*<1/2>).4f,2[5/2],3,5,7,,,L2590,
233.8648,0.0005,233.86468,42759.75,8,,,165089.580,207849.35,4p5.(2P*<1/2>).5p,2[1/2],1,4p5.(2P*<1/2>).6d,2[3/2]*,1,3,3,,,L2590,
234.5924,0.0005,234.59235,42627.12,125,,,156737.011,199364.147,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).6d,2[5/2]*,3,5,7,,,L2590,
235.3828,0.0005,235.38283,42483.99,350,,,156737.011,199220.994,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).6d,2[5/2]*,2,5,5,,,L2590,
235.4677,0.0005,235.46775,42468.66,300,,,156895.486,199364.147,4p5.(2P*<3/2>).5p,2[5/2],3,4p5.(2P*<3/2>).6d,2[5/2]*,3,7,7,,,L2590,
235.7692,0.0005,,42414.36,400,,,,,,,,,,,1,1,,,L2590,
235.8031,0.0005,235.80290,42408.26,30,,,154273.980,196682.28,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).7s,2[3/2]*,1,3,3,,,L2590,
235.8410,0.0005,,42401.45,2h,,,,,,,,,,,1,1,,,L2590,
235.8761,0.0005,235.87604,42395.14,300,,,145276.118,187671.267,4p5.4d,3F*,4,4p5.(2P*<3/2>).6p,2[5/2],3,9,7,,,L2590,
236.2642,0.0005,236.26415,42325.50,25,,,156895.486,199220.994,4p5.(2P*<3/2>).5p,2[5/2],3,4p5.(2P*<3/2>).6d,2[5/2]*,2,7,5,,,L2590,
236.4991,0.0005,236.49893,42283.47,300,,,157136.88,199420.37,4p5.4d,1F*,3,4p5.(2P*<1/2>).4f,2[7/2],4,7,9,,,L2590,
236.5039,0.0005,236.50374,42282.61,200,,,156737.011,199019.641,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).6d,2[7/2]*,3,5,7,,,L2590,
236.5479,0.0005,236.54788,42274.74,65,,,157136.88,199411.62,4p5.4d,1F*,3,4p5.(2P*<1/2>).4f,2[7/2],3,7,7,,,L2590,
236.5877,0.0005,236.58761,42267.63,200,,,157136.88,199404.52,4p5.4d,1F*,3,4p5.(2P*<1/2>).4f,2[5/2],3,7,7,,,L2590,
236.8235,0.0005,236.82361,42225.53,300,,,154273.980,196499.50,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).7s,2[3/2]*,2,3,5,,,L2590,
236.9037,0.0005,236.90327,42211.24,30,,,156737.011,198948.332,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).6d,2[3/2]*,2,5,5,,,L2590,
237.3936,0.0005,237.39349,42124.14,200,,,156895.486,199019.641,4p5.(2P*<3/2>).5p,2[5/2],3,4p5.(2P*<3/2>).6d,2[7/2]*,3,7,7,,,L2590,
237.7964,0.0005,237.79603,42052.77,65,,,156895.486,198948.332,4p5.(2P*<3/2>).5p,2[5/2],3,4p5.(2P*<3/2>).6d,2[3/2]*,2,7,5,,,L2590,
237.8664,0.0005,,42040.41,80,,,,,,,,,,,1,1,,,L2590,
238.3522,0.0005,238.35168,41954.73,50,,,156737.011,198691.823,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).6d,2[1/2]*,1,5,3,,,L2590,
238.6066,0.0005,238.60669,41909.98,2000,,,156895.486,198805.460,4p5.(2P*<3/2>).5p,2[5/2],3,4p5.(2P*<3/2>).6d,2[7/2]*,4,7,9,,,L2590,
240.6670,0.0005,,41551.19,250,,,,,,,,,,,1,1,,,L2590,
241.0145,0.0005,,41491.28,50,,,,,,,,,,,1,1,,,L2590,
241.2529,0.0010,241.25283,41450.27,1,,,146832.593,188282.884,4p5.4d,3F*,3,4p5.(2P*<3/2>).6p,2[3/2],2,7,5,,,L2590,
241.7176,0.0010,,41370.58,65w,,,,,,,,,,,1,1,,,L2590,
241.7223,0.0010,,41369.78,125p,,,,,,,,,,,1,1,,,L2590,
242.4703,0.0005,,41242.16,2,,,,,,,,,,,1,1,,,L2590,
242.5043,0.0005,,41236.38,15,,,,,,,,,,,1,1,,,L2590,
243.4905,0.0005,243.49071,41069.36,400,,,158151.666,199220.994,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).6d,2[5/2]*,2,3,5,,,L2590,
243.9209,0.0010,243.92055,40996.89,1,,,164968.007,205964.962,4p5.(2P*<1/2>).5p,2[3/2],2,4p5.(2P*<3/2>).7d,2[7/2]*,3,5,7,,,L2590,
244.3808,0.0005,244.38088,40919.74,75,,,164968.007,205887.739,4p5.(2P*<1/2>).5p,2[3/2],2,4p5.(2P*<1/2>).6d,2[5/2]*,3,5,7,,,L2590,
244.8664,0.0005,244.86593,40838.60,3,,,146832.593,187671.267,4p5.4d,3F*,3,4p5.(2P*<3/2>).6p,2[5/2],3,7,7,,,L2590,
245.1181,0.0005,245.11807,40796.66,125,,,158151.666,198948.332,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).6d,2[3/2]*,2,3,5,,,L2590,
245.2296,0.0005,245.22960,40778.10,65,,,146832.593,187610.704,4p5.4d,3F*,3,4p5.(2P*<3/2>).6p,2[5/2],2,7,5,,,L2590,
245.2942,0.0005,245.29424,40767.38,15,,,164968.007,205735.373,4p5.(2P*<1/2>).5p,2[3/2],2,4p5.(2P*<1/2>).6d,2[3/2]*,2,5,5,,,L2590,
245.9886,0.0005,245.98858,40652.29,800,,,158711.854,199364.147,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).6d,2[5/2]*,3,5,7,,,L2590,
246.0277,0.0005,246.02792,40645.83,75,,,165089.580,205735.373,4p5.(2P*<1/2>).5p,2[1/2],1,4p5.(2P*<1/2>).6d,2[3/2]*,2,3,5,,,L2590,
246.5686,0.0005,246.56820,40556.66,30,,,154273.980,194830.71,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<1/2>).5d,2[3/2]*,1,3,3,,,L2590,
246.6692,0.0005,246.66900,40540.13,65,,,158151.666,198691.823,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).6d,2[1/2]*,1,3,3,,,L2590,
246.8582,0.0005,246.85787,40509.08,10,,,158711.854,199220.994,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).6d,2[5/2]*,2,5,5,,,L2590,
247.1920,0.0005,,40454.38,2,,,,,,,,,,,1,1,,,L2590,
247.2947,0.0005,247.29495,40437.58,50000,,,151877.03,192314.573,4p5.4d,3D*,3,4p5.(2P*<3/2>).4f,2[7/2],4,7,9,,,L2590,
247.3982,0.0005,,40420.66,3,,,,,,,,,,,1,1,,,L2590,
248.0913,0.0010,248.09102,40307.74,2l,,,158711.854,199019.641,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).6d,2[7/2]*,3,5,7,,,L2590,
248.1564,0.0005,248.15596,40297.16,10,,,151877.03,192174.269,4p5.4d,3D*,3,4p5.(2P*<3/2>).4f,2[5/2],2,7,5,,,L2590,
248.2186,0.0005,248.21829,40287.06,40,,,158151.666,198438.786,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).6d,2[1/2]*,0,3,1,,,L2590,
248.5308,0.0005,248.53070,40236.46,300,,,158711.854,198948.332,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).6d,2[3/2]*,2,5,5,,,L2590,
248.5451,0.0005,248.54513,40234.15,700,,,151877.03,192111.172,4p5.4d,3D*,3,4p5.(2P*<3/2>).4f,2[5/2],3,7,7,,,L2590,
248.6516,0.0005,248.65160,40216.91,65,,,167632.436,207849.35,4p5.(2P*<1/2>).5p,2[1/2],0,4p5.(2P*<1/2>).6d,2[3/2]*,1,1,3,,,L2590,
249.7136,0.0005,249.71357,40045.88,2000,,,151877.03,191922.912,4p5.4d,3D*,3,4p5.(2P*<3/2>).4f,2[9/2],4,7,9,,,L2590,
249.8476,0.0010,,40024.40,2w,,,,,,,,,,,1,1,,,L2590,
249.9155,0.0005,249.9154,40013.52,70,,,163924.55,203938.09,4p5.(2P*<1/2>).5p,2[3/2],1,4p5.(2P*<1/2>).7s,2[1/2]*,1,3,3,,,L2590,
250.1253,0.0005,250.12526,39979.97,125,,,158711.854,198691.823,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).6d,2[1/2]*,1,5,3,,,L2590,
250.3426,0.0005,250.3425,39945.26,200,,,156737.011,196682.28,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).7s,2[3/2]*,1,5,3,,,L2590,
250.4071,0.0005,250.4070,39934.96,150,,,163924.55,203859.54,4p5.(2P*<1/2>).5p,2[3/2],1,4p5.(2P*<1/2>).7s,2[1/2]*,0,3,1,,,L2590,
250.5827,0.0005,250.58239,39906.99,100,,,169658.536,209565.57,4p5.4d,1P*,1,4p5.(2P*<1/2>).5f,2[5/2],2,3,5,,,L2590,
250.6016,0.0005,250.60168,39903.98,90,,,151877.03,191780.993,4p5.4d,3D*,3,4p5.(2P*<3/2>).4f,2[3/2],2,7,5,,,L2590,
251.0460,0.0005,251.04608,39833.34,150,,,161200.171,201033.495,4p5.(2P*<3/2>).5p,2[1/2],0,4p5.(2P*<3/2>).6d,2[3/2]*,1,1,3,,,L2590,
251.4934,0.0005,251.4933,39762.48,250,,,156737.011,196499.50,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<3/2>).7s,2[3/2]*,2,5,5,,,L2590,
251.6870,0.0005,,39731.88,3,,,,,,,,,,,1,1,,,L2590,
252.4995,0.0005,252.4997,39604.03,1000,,,156895.486,196499.50,4p5.(2P*<3/2>).5p,2[5/2],3,4p5.(2P*<3/2>).7s,2[3/2]*,2,7,5,,,L2590,
253.7520,0.0005,253.75186,39408.55,10,,,148686.714,188095.292,4p5.4d,3F*,2,4p5.(2P*<3/2>).6p,2[3/2],1,5,3,,,L2590,
256.6071,0.0005,256.6071,38970.08,150,,,164968.007,203938.09,4p5.(2P*<1/2>).5p,2[3/2],2,4p5.(2P*<1/2>).7s,2[1/2]*,1,5,3,,,L2590,
257.4099,0.0005,257.4101,38848.55,50,,,165089.580,203938.09,4p5.(2P*<1/2>).5p,2[1/2],1,4p5.(2P*<1/2>).7s,2[1/2]*,1,3,3,,,L2590,
257.9316,0.0005,257.9317,38769.97,150,,,165089.580,203859.54,4p5.(2P*<1/2>).5p,2[1/2],1,4p5.(2P*<1/2>).7s,2[1/2]*,0,3,1,,,L2590,
258.4410,0.0005,,38693.55,25,,,,,,,,,,,1,1,,,L2590,
259.0992,0.0005,259.09931,38595.26,2,,,156561.61,195156.85,4p5.4d,3D*,2,4p5.(2P*<1/2>).6p,2[1/2],1,5,3,,,L2590,
259.5339,0.0005,259.5339,38530.61,200,,,158151.666,196682.28,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).7s,2[3/2]*,1,3,3,,,L2590,
260.7711,0.0005,260.7709,38347.81,75,,,158151.666,196499.50,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<3/2>).7s,2[3/2]*,2,3,5,,,L2590,
262.4546,0.0005,262.45438,38101.83,400,,,154273.980,192375.84,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<1/2>).5d,2[3/2]*,2,3,5,,,L2590,
262.6206,0.0005,,38077.74,45,,,,,,,,,,,1,1,,,L2590,
262.8266,0.0005,,38047.90,2,,,,,,,,,,,1,1,,,L2590,
263.3629,0.0005,263.3629,37970.42,75,,,158711.854,196682.28,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).7s,2[3/2]*,1,5,3,,,L2590,
263.4449,0.0005,263.44470,37958.60,15,,,154273.980,192232.61,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<1/2>).5d,2[5/2]*,2,3,5,,,L2590,
264.0317,0.0005,264.03105,37874.25,3,,,169658.536,207532.87,4p5.4d,1P*,1,4p5.(2P*<3/2>).6f,2[3/2],2,3,5,,,L2590,
264.6368,0.0005,264.6368,37787.64,400,,,158711.854,196499.50,4p5.(2P*<3/2>).5p,2[3/2],2,4p5.(2P*<3/2>).7s,2[3/2]*,2,5,5,,,L2590,
268.4899,0.0005,268.48991,37245.35,1000,,,155063.53,192308.877,4p5.4d,1D*,2,4p5.(2P*<3/2>).4f,2[7/2],3,5,7,,,L2590,
269.4636,0.0005,269.46378,37110.77,150,,,155063.53,192174.269,4p5.4d,1D*,2,4p5.(2P*<3/2>).4f,2[5/2],2,5,5,,,L2590,
269.9226,0.0005,269.92271,37047.66,50,,,155063.53,192111.172,4p5.4d,1D*,2,4p5.(2P*<3/2>).4f,2[5/2],3,5,7,,,L2590,
271.2567,0.0005,271.25670,36865.45,1000,,,155308.820,192174.269,4p5.4d,3D*,1,4p5.(2P*<3/2>).4f,2[5/2],2,3,5,,,L2590,
274.1817,0.0005,274.18163,36472.17,250,,,155308.820,191780.993,4p5.4d,3D*,1,4p5.(2P*<3/2>).4f,2[3/2],2,3,5,,,L2590,
274.6353,0.0005,274.63528,36411.92,100,,,155308.820,191720.748,4p5.4d,3D*,1,4p5.(2P*<3/2>).4f,2[3/2],1,3,3,,,L2590,
275.4392,0.0010,275.4392,36305.65,50c,,,167632.436,203938.09,4p5.(2P*<1/2>).5p,2[1/2],0,4p5.(2P*<1/2>).7s,2[1/2]*,1,1,3,,,L2590,
277.8073,0.0010,277.80711,35996.18,10c,,,156737.011,192733.21,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<1/2>).5d,2[5/2]*,3,5,7,,,L2590,
279.3744,0.0005,279.37458,35794.27,15,,,151877.03,187671.267,4p5.4d,3D*,3,4p5.(2P*<3/2>).6p,2[5/2],3,7,7,,,L2590,
279.7414,0.0005,279.74167,35747.30,15,,,156561.61,192308.877,4p5.4d,3D*,2,4p5.(2P*<3/2>).4f,2[7/2],3,5,7,,,L2590,
280.5924,0.0005,280.59283,35638.89,,,,156737.011,192375.84,4p5.(2P*<3/2>).5p,2[5/2],2,4p5.(2P*<1/2>).5d,2[3/2]*,2,5,5,,,L2590,
280.7988,0.0005,280.79903,35612.69,150,,,156561.61,192174.269,4p5.4d,3D*,2,4p5.(2P*<3/2>).4f,2[5/2],2,5,5,,,L2590,
281.2974,0.0005,281.29742,35549.56,500,,,156561.61,192111.172,4p5.4d,3D*,2,4p5.(2P*<3/2>).4f,2[5/2],3,5,7,,,L2590,
281.8320,0.0005,281.8322,35482.14,50,,,161200.171,196682.28,4p5.(2P*<3/2>).5p,2[1/2],0,4p5.(2P*<3/2>).7s,2[3/2]*,1,1,3,,,L2590,
283.3141,0.0005,283.31466,35296.51,,,,163924.55,199220.994,4p5.(2P*<1/2>).5p,2[3/2],1,4p5.(2P*<3/2>).6d,2[5/2]*,2,3,5,,,L2590,
283.9345,0.0005,283.93456,35219.39,350,,,156561.61,191780.993,4p5.4d,3D*,2,4p5.(2P*<3/2>).4f,2[3/2],2,5,5,,,L2590,
284.2709,0.0005,284.2711,35177.72,75,,,157136.88,192314.573,4p5.4d,1F*,3,4p5.(2P*<3/2>).4f,2[7/2],4,7,9,,,L2590,
284.3169,0.0005,284.3171,35172.03,75,,,157136.88,192308.877,4p5.4d,1F*,3,4p5.(2P*<3/2>).4f,2[7/2],3,7,7,,,L2590,
284.4208,0.0005,284.42108,35159.17,10,,,156561.61,191720.748,4p5.4d,3D*,2,4p5.(2P*<3/2>).4f,2[3/2],1,5,3,,,L2590,
285.9238,0.0005,285.9243,34974.36,25,,,157136.88,192111.172,4p5.4d,1F*,3,4p5.(2P*<3/2>).4f,2[5/2],3,7,7,,,L2590,
287.3763,0.0010,,34797.58,5c,,,,,,,,,,,1,1,,,L2590,
287.4719,0.0005,287.4717,34786.00,750,,,157136.88,191922.912,4p5.4d,1F*,3,4p5.(2P*<3/2>).4f,2[9/2],4,7,9,,,L2590,
288.6496,0.0005,288.6493,34644.08,,,,157136.88,191780.993,4p5.4d,1F*,3,4p5.(2P*<3/2>).4f,2[3/2],2,7,5,,,L2590,
291.1738,0.0010,291.17403,34343.76,10s,,,154273.980,188617.702,4p5.(2P*<3/2>).5p,2[1/2],1,4p5.(2P*<3/2>).5d,2[3/2]*,1,3,3,,,L2590,
292.1906,0.0005,292.1911,34224.24,,,,158151.666,192375.84,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<1/2>).5d,2[3/2]*,2,3,5,,,L2590,
293.4188,0.0005,293.41910,34080.98,75,,,158151.666,192232.61,4p5.(2P*<3/2>).5p,2[3/2],1,4p5.(2P*<1/2>).5d,2[5/2]*,2,3,5,,,L2590,
293.6229,0.0005,293.62450,34057.29,,,,155308.820,189365.923,4p5.4d,3D*,1,4p5.(2P*<3/2>).6p,2[1/2],0,3,1,,,L2590,
293.6710,0.0005,293.67166,34051.71,15,,,164968.007,199019.641,4p5.(2P*<1/2>).5p,2[3/2],2,4p5.(2P*<3/2>).6d,2[7/2]*,3,5,7,,,L2590,
