obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
,116.0216,86190.8,0,,,4883.57,91074.4,3p6.3d2,3F,3,3p6.3d.6f,3G*,4,7,9,,,L5141,
116.1347,116.1347,86106.9,1,,,4987.79,91094.7,3p6.3d2,3F,4,3p6.3d.6f,3G*,5,9,11,,,L5141,
116.1624,116.1621,86086.4,0,,,4987.79,91074.4,3p6.3d2,3F,4,3p6.3d.6f,3G*,4,9,9,,,L5141,
116.1781,116.1781,86074.7,0,,,4987.79,91062.5,3p6.3d2,3F,4,3p6.3d.6f,3F*,4,9,9,,,L5141,
116.2544,116.2544,86018.2,0,,,4802.87,90821.1,3p6.3d2,3F,2,3p6.3d.6f,3G*,3,5,7,,,L5141,
116.3464,116.3466,85950.2,0,,,4987.79,90937.9,3p6.3d2,3F,4,3p6.3d.6f,3H*,5,9,11,,,L5141,
120.3635,120.3635,83081.7,0,,,2540.95,85622.6,3p6.3d.4s,1D,2,3p6.3d.5f,1F*,3,5,7,,,L5141,
123.7170,123.7170,80829.6,0,,,4987.79,85817.40,3p6.3d2,3F,4,3p6.3d.5f,1H*,5,9,11,,,L5141,
123.7317,123.7322,80820.0,1,,,4802.87,85622.6,3p6.3d2,3F,2,3p6.3d.5f,1F*,3,5,7,,,L5141,
123.8571,123.8558,80738.2,1,,,4883.57,85622.6,3p6.3d2,3F,3,3p6.3d.5f,1F*,3,7,7,,,L5141,
123.8813,123.8813,80722.4,3,,,4883.57,85605.99,3p6.3d2,3F,3,3p6.3d.5f,3G*,4,7,9,,,L5141,
123.8963,123.8959,80712.7,0,,,4987.79,85700.7,3p6.3d2,3F,4,3p6.3d.5f,3D*,3,9,7,,,L5141,
123.9952,123.9952,80648.3,4,,,4987.79,85636.05,3p6.3d2,3F,4,3p6.3d.5f,3G*,5,9,11,,,L5141,
124.0415,124.0415,80618.2,1,,,4987.79,85605.99,3p6.3d2,3F,4,3p6.3d.5f,3G*,4,9,9,,,L5141,
124.0656,124.0656,80602.5,2,,,4802.87,85405.39,3p6.3d2,3F,2,3p6.3d.5f,3G*,3,5,7,,,L5141,
124.0810,124.0810,80592.5,1,,,4987.79,85580.3,3p6.3d2,3F,4,3p6.3d.5f,3F*,4,9,9,,,L5141,
124.1166,124.1166,80569.4,2,,,4883.57,85452.99,3p6.3d2,3F,3,3p6.3d.5f,*,3,7,7,,,L5141,
124.1283,124.1283,80561.8,1,,,4883.57,85445.35,3p6.3d2,3F,3,3p6.3d.5f,3H*,4,7,9,,,L5141,
124.1979,124.1979,80516.7,0,,,4987.79,85504.42,3p6.3d2,3F,4,3p6.3d.5f,3H*,5,9,11,,,L5141,
124.2693,124.2693,80470.4,0,,,4883.57,85353.96,3p6.3d2,3F,3,3p6.3d.5f,1G*,4,7,9,,,L5141,
124.7834,124.7834,80138.9,0,,,10944.56,91083.4,3p6.3d2,1D,2,3p6.3d.6f,1F*,3,5,7,,,L5141,
126.5653,126.5653,79010.6,0,,,12154.42,91165.0,3p6.3d2,3P,2,3p6.3d.6f,3P*,2,5,5,,,L5141,
126.6246,126.6246,78973.6,0,,,12154.42,91128.0,3p6.3d2,3P,2,3p6.3d.6f,3D*,3,5,7,,,L5141,
129.9787,129.9787,76935.7,1,,,14261.32,91197.0,3p6.3d2,1G,4,3p6.3d.6f,1H*,5,9,11,,,L5141,
130.4182,130.4179,76676.4,0,,,14261.32,90937.9,3p6.3d2,1G,4,3p6.3d.6f,3H*,5,9,11,,,L5141,
133.7684,133.7683,74756.1,0,,,10944.56,85700.7,3p6.3d2,1D,2,3p6.3d.5f,3D*,3,5,7,,,L5141,
133.8413,133.8394,74715.4,1,,,10944.56,85661.0,3p6.3d2,1D,2,3p6.3d.5f,3D*,2,5,5,,,L5141,
133.9077,133.9082,74678.3,2,,,10944.56,85622.6,3p6.3d2,1D,2,3p6.3d.5f,1F*,3,5,7,,,L5141,
134.0237,134.0237,74613.7,1,,,10944.56,85558.24,3p6.3d2,1D,2,3p6.3d.5f,1D*,2,5,5,,,L5141,
134.2130,134.2130,74508.4,2,,,10944.56,85452.99,3p6.3d2,1D,2,3p6.3d.5f,*,3,5,7,,,L5141,
135.6287,135.6287,73730.7,0,,,12101.50,85832.20,3p6.3d2,3P,1,3p6.3d.5f,3P*,0,3,1,,,L5141,
135.6868,135.6868,73699.1,0,,,12101.50,85800.62,3p6.3d2,3P,1,3p6.3d.5f,3P*,1,3,3,,,L5141,
135.7843,135.7843,73646.2,0,,,12154.42,85800.62,3p6.3d2,3P,2,3p6.3d.5f,3P*,1,5,3,,,L5141,
135.8246,135.8246,73624.4,2,,,12154.42,85778.78,3p6.3d2,3P,2,3p6.3d.5f,3P*,2,5,5,,,L5141,
135.9439,135.9444,73559.8,1,,,12101.50,85661.0,3p6.3d2,3P,1,3p6.3d.5f,3D*,2,3,5,,,L5141,
135.9688,135.9688,73546.3,2,,,12154.42,85700.7,3p6.3d2,3P,2,3p6.3d.5f,3D*,3,5,7,,,L5141,
136.0221,136.0221,73517.5,1,,,12074.10,85591.59,3p6.3d2,3P,0,3p6.3d.5f,3D*,1,1,3,,,L5141,
136.1345,136.1345,73456.8,1,,,12101.50,85558.24,3p6.3d2,3P,1,3p6.3d.5f,1D*,2,3,5,,,L5141,
136.6591,136.6591,73174.8,0,,,2540.95,75715.75,3p6.3d.4s,1D,2,3p6.3d.4f,3D*,3,5,7,,,L5141,
136.8927,136.8927,73049.9,2,,,2540.95,75590.84,3p6.3d.4s,1D,2,3p6.3d.4f,1D*,2,5,5,,,L5141,
136.9647,136.9647,73011.5,2,,,2540.95,75552.46,3p6.3d.4s,1D,2,3p6.3d.4f,1F*,3,5,7,,,L5141,
137.3020,137.3020,72832.2,1,,,2540.95,75373.10,3p6.3d.4s,1D,2,3p6.3d.4f,3F*,3,5,7,,,L5141,
139.7505,139.7505,71556.1,3,,,14261.32,85817.40,3p6.3d2,1G,4,3p6.3d.5f,1H*,5,9,11,,,L5141,
140.3645,140.3645,71243.1,1,,,14261.32,85504.42,3p6.3d2,1G,4,3p6.3d.5f,3H*,5,9,11,,,L5141,
140.6615,140.6615,71092.7,0,,,14261.32,85353.96,3p6.3d2,1G,4,3p6.3d.5f,1G*,4,9,9,,,L5141,
140.9802,140.9802,70931.9,0,,,4987.79,75919.75,3p6.3d2,3F,4,3p6.3d.4f,1H*,5,9,11,,,L5141,
141.1472,141.1472,70848.0,1,,,4802.87,75650.90,3p6.3d2,3F,2,3p6.3d.4f,3D*,1,5,3,,,L5141,
141.2487,141.2487,70797.1,1,,,4883.57,75680.69,3p6.3d2,3F,3,3p6.3d.4f,3D*,2,7,5,,,L5141,
141.2669,141.2669,70788.0,0,,,4802.87,75590.84,3p6.3d2,3F,2,3p6.3d.4f,1D*,2,5,5,,,L5141,
141.3436,141.3436,70749.6,3,,,4802.87,75552.46,3p6.3d2,3F,2,3p6.3d.4f,1F*,3,5,7,,,L5141,
141.3868,141.3868,70728.0,2,,,4987.79,75715.75,3p6.3d2,3F,4,3p6.3d.4f,3D*,3,9,7,,,L5141,
141.4879,141.4879,70677.4,3,,,4883.57,75561.00,3p6.3d2,3F,3,3p6.3d.4f,3H*,4,7,9,,,L5141,
141.5050,141.5050,70668.9,2,,,4883.57,75552.46,3p6.3d2,3F,3,3p6.3d.4f,1F*,3,7,7,,,L5141,
141.5968,141.5968,70623.1,4,,,4987.79,75610.83,3p6.3d2,3F,4,3p6.3d.4f,3H*,5,9,11,,,L5141,
141.6698,141.6698,70586.7,3,,,4883.57,75470.24,3p6.3d2,3F,3,3p6.3d.4f,3F*,4,7,9,,,L5141,
141.6968,141.6968,70573.2,4,,,4987.79,75561.00,3p6.3d2,3F,4,3p6.3d.4f,3H*,4,9,9,,,L5141,
141.7028,141.7028,70570.2,4,,,4802.87,75373.10,3p6.3d2,3F,2,3p6.3d.4f,3F*,3,5,7,,,L5141,
141.7139,141.7140,70564.7,0,,,4987.79,75552.46,3p6.3d2,3F,4,3p6.3d.4f,1F*,3,9,7,,,L5141,
141.8301,141.8301,70506.9,5,,,4883.57,75390.49,3p6.3d2,3F,3,3p6.3d.4f,3G*,4,7,9,,,L5141,
141.8322,141.8322,70505.9,5,,,4802.87,75308.70,3p6.3d2,3F,2,3p6.3d.4f,3G*,3,5,7,,,L5141,
141.8334,141.8334,70505.3,5,,,4802.87,75308.13,3p6.3d2,3F,2,3p6.3d.4f,3F*,2,5,5,,,L5141,
141.8650,141.8650,70489.5,3,,,4883.57,75373.10,3p6.3d2,3F,3,3p6.3d.4f,3F*,3,7,7,,,L5141,
141.8773,141.8773,70483.4,6,,,4987.79,75471.25,3p6.3d2,3F,4,3p6.3d.4f,3G*,5,9,11,,,L5141,
141.8793,141.8793,70482.4,6,,,4987.79,75470.24,3p6.3d2,3F,4,3p6.3d.4f,3F*,4,9,9,,,L5141,
141.9948,141.9948,70425.1,2,,,4883.57,75308.70,3p6.3d2,3F,3,3p6.3d.4f,3G*,3,7,7,,,L5141,
141.9959,141.9959,70424.6,2,,,4883.57,75308.13,3p6.3d2,3F,3,3p6.3d.4f,3F*,2,7,5,,,L5141,
142.0400,142.0400,70402.7,2,,,4987.79,75390.49,3p6.3d2,3F,4,3p6.3d.4f,3G*,4,9,9,,,L5141,
142.1709,142.1709,70337.9,3,,,4883.57,75221.47,3p6.3d2,3F,3,3p6.3d.4f,1G*,4,7,9,,,L5141,
142.3818,142.3818,70233.7,1,,,4987.79,75221.47,3p6.3d2,3F,4,3p6.3d.4f,1G*,4,9,9,,,L5141,
150.2828,150.2828,66541.2,2g,,,177.76,66718.99,3p6.3d.4s,3D,3,3p6.3d.5p,3F*,4,7,9,,,L5141,
150.3395,150.3395,66516.1,0g,,,67.72,66583.86,3p6.3d.4s,3D,2,3p6.3d.5p,3D*,3,5,7,,,L5141,
150.3850,150.3850,66496.0,1g,,,67.72,66563.73,3p6.3d.4s,3D,2,3p6.3d.5p,3F*,3,5,7,,,L5141,
150.4673,150.4673,66459.6,1g,,,0.00,66459.64,3p6.3d.4s,3D,1,3p6.3d.5p,3F*,2,3,5,,,L5141,
150.5459,150.5459,66424.9,0g,,,67.72,66492.66,3p6.3d.4s,3D,2,3p6.3d.5p,3D*,2,5,5,,,L5141,
150.5886,150.5886,66406.1,1g,,,177.76,66583.86,3p6.3d.4s,3D,3,3p6.3d.5p,3D*,3,7,7,,,L5141,
150.6208,150.6207,66391.9,0g,,,67.72,66459.64,3p6.3d.4s,3D,2,3p6.3d.5p,3F*,2,5,5,,,L5141,
150.6257,150.6257,66389.7,0g,,,0.00,66389.74,3p6.3d.4s,3D,1,3p6.3d.5p,3D*,1,3,3,,,L5141,
151.6137,151.6137,65957.1,2,,,2540.95,68498.06,3p6.3d.4s,1D,2,3p6.3d.5p,1P*,1,5,3,,,L5141,
153.3677,153.3677,65202.8,0,,,2540.95,67743.72,3p6.3d.4s,1D,2,3p6.3d.5p,1F*,3,5,7,,,L5141,
153.5421,153.5421,65128.7,1,,,10944.56,76073.28,3p6.3d2,1D,2,3p6.3d.4f,1P*,1,5,3,,,L5141,
153.8288,153.8288,65007.3,0,,,10944.56,75951.88,3p6.3d2,1D,2,3p6.3d.4f,3P*,1,5,3,,,L5141,
154.3896,154.3896,64771.2,2,,,10944.56,75715.75,3p6.3d2,1D,2,3p6.3d.4f,3D*,3,5,7,,,L5141,
154.4241,154.4241,64756.7,0,,,2540.95,67297.68,3p6.3d.4s,1D,2,3p6.3d.5p,3P*,1,5,3,,,L5141,
154.4733,154.4732,64736.1,2,,,10944.56,75680.69,3p6.3d2,1D,2,3p6.3d.4f,3D*,2,5,5,,,L5141,
154.6880,154.6879,64646.3,5,,,10944.56,75590.84,3p6.3d2,1D,2,3p6.3d.4f,1D*,2,5,5,,,L5141,
154.7798,154.7798,64607.9,6,,,10944.56,75552.46,3p6.3d2,1D,2,3p6.3d.4f,1F*,3,5,7,,,L5141,
155.2107,155.2107,64428.5,4,,,10944.56,75373.10,3p6.3d2,1D,2,3p6.3d.4f,3F*,3,5,7,,,L5141,
155.3660,155.3660,64364.1,1,,,10944.56,75308.70,3p6.3d2,1D,2,3p6.3d.4f,3G*,3,5,7,,,L5141,
155.3674,155.3674,64363.6,1,,,10944.56,75308.13,3p6.3d2,1D,2,3p6.3d.4f,3F*,2,5,5,,,L5141,
156.4488,156.4488,63918.7,0,,,2540.95,66459.64,3p6.3d.4s,1D,2,3p6.3d.5p,3F*,2,5,5,,,L5141,
156.5118,156.5118,63892.9,2,,,12101.50,75994.43,3p6.3d2,3P,1,3p6.3d.4f,3P*,0,3,1,,,L5141,
156.5490,156.5490,63877.8,0,,,12074.10,75951.88,3p6.3d2,3P,0,3p6.3d.4f,3P*,1,1,3,,,L5141,
156.5952,156.5952,63858.9,0,,,26081.34,89940.27,3p6.3d.4p,1D*,2,3p6.4s.4d,1D,2,5,5,,,L5141,
156.6161,156.6161,63850.4,2,,,12101.50,75951.88,3p6.3d2,3P,1,3p6.3d.4f,3P*,1,3,3,,,L5141,
156.7126,156.7126,63811.1,0,,,12101.50,75912.58,3p6.3d2,3P,1,3p6.3d.4f,3P*,2,3,5,,,L5141,
156.7460,156.7461,63797.5,2,,,12154.42,75951.88,3p6.3d2,3P,2,3p6.3d.4f,3P*,1,5,3,,,L5141,
156.8427,156.8427,63758.1,5,,,12154.42,75912.58,3p6.3d2,3P,2,3p6.3d.4f,3P*,2,5,5,,,L5141,
157.2842,157.2842,63579.2,6,,,12101.50,75680.69,3p6.3d2,3P,1,3p6.3d.4f,3D*,2,3,5,,,L5141,
157.2901,157.2901,63576.8,6,,,12074.10,75650.90,3p6.3d2,3P,0,3p6.3d.4f,3D*,1,1,3,,,L5141,
157.3283,157.3284,63561.4,5,,,12154.42,75715.75,3p6.3d2,3P,2,3p6.3d.4f,3D*,3,5,7,,,L5141,
157.3579,157.3579,63549.4,2,,,12101.50,75650.90,3p6.3d2,3P,1,3p6.3d.4f,3D*,1,3,3,,,L5141,
157.4152,157.4152,63526.3,1,,,12154.42,75680.69,3p6.3d2,3P,2,3p6.3d.4f,3D*,2,5,5,,,L5141,
157.4619,157.4619,63507.4,2,,,2540.95,66048.39,3p6.3d.4s,1D,2,3p6.3d.5p,1D*,2,5,5,,,L5141,
