obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
131.722,,75917,500,,,,,,,,,,,1,1,,,L897,
133.520,,74895,400,,,,,,,,,,,1,1,,,L897,
137.014,,72985,500,,,,,,,,,,,1,1,,,L897,
174.155,,57420,1000,,,,,,,,,,,1,1,,,L897,
174.828,,57199,500,,,,,,,,,,,1,1,,,L897,
,175.1910,57080.6,,4.8e+07,C,0.00,57080.55,3p6.3d9,2D,5/2,3p6.3d8.(3F).4p,2F*,7/2,6,8,,T2757n,,
,203.4043,49163.17,,2.3e+06,C,9330.04,58493.21,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2F*,5/2,8,6,,T1024n,,
,205.3951,48686.65,,2.5e+06,B,8393.90,57080.55,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,2F*,7/2,10,8,,T1024n,,
,208.1509,48042.06,,8.0e+06,C,10663.89,58705.95,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,2D*,3/2,4,4,,T1024n,,
,209.0768,47829.32,,7.0e+06,C,10663.89,58493.21,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,2F*,5/2,4,6,,T1024n,,
,209.4218,47750.51,,6.5e+06,C+,9330.04,57080.55,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2F*,7/2,8,8,,T1024n,,
,212.5788,47041.37,,6.4e+06,C,9330.04,56371.41,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2G*,7/2,8,8,,T1024n,,
,212.6577,47023.93,,5.0e+06,B,8393.90,55417.83,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4F*,7/2,10,8,,T1024n,,
,212.9250,46964.89,,2.48e+07,B,10115.66,57080.55,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,2F*,7/2,6,8,,T1024n,,
,213.9256,46745.22,,1.77e+07,C+,9330.04,56075.26,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4F*,5/2,8,6,,T1024n,,
,215.9415,46308.83,,3.5e+07,C,10115.66,56424.49,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4F*,3/2,6,4,,T1024n,,
,216.1893,46255.75,,2.0e+07,C,10115.66,56371.41,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,2G*,7/2,6,8,,T1024n,,
216.623,216.6230,46163.2,1000,2.4e+08,C,8393.90,54557.05,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4F*,9/2,10,10,,T1024n,L897,
216.978,216.9772,46087.6,2000,1.58e+08,B,9330.04,55417.83,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4F*,7/2,8,8,,T1024n,L897,
217.535,217.5350,45969.6,2000,1.43e+08,B,9330.04,55299.65,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2G*,9/2,8,10,,T1024n,L897,
217.583,217.5824,45959.4,1500,1.77e+08,B,10115.66,56075.26,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4F*,5/2,6,6,,T1024n,L897,
217.777,,45918.5,500,,,,,,,,,,,1,1,,,L897,
217.804,,45912.8,400,,,,,,,,,,,1,1,,,L897,
218.003,,45870.9,400,,,,,,,,,,,1,1,,,L897,
218.115,,45847.3,800,,,,,,,,,,,1,1,,,L897,
218.528,218.5286,45760.6,800,2.90e+08,B,10663.89,56424.49,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4F*,3/2,4,4,,T1024n,L897,
218.618,,45741.8,2500,,,,,,,,,,,1,1,,,L897,
,218.8726,45688.67,,5.7e+06,C+,9330.04,55018.71,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4G*,5/2,8,6,,T1024n,,
219.278,,45604.3,3000,,,,,,,,,,,1,1,,,L897,
220.210,220.2092,45411.3,600,1.3e+08,B,10663.89,56075.26,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4F*,5/2,4,6,,T1024n,L897,
220.624,,45326.0,5000,,,,,,,,,,,1,1,,,L897,
220.741,220.7400,45302.0,4000,1.66e+08,B,10115.66,55417.83,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4F*,7/2,6,8,,T1024n,L897,
,221.1068,45227.01,,3.9e+07,C,9330.04,54557.05,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4F*,9/2,8,10,,T1024n,,
221.717,221.7168,45102.5,6000,3.4e+08,B,8393.90,53496.49,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4G*,11/2,10,12,,T1024n,L897,
