obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
26.103,0.002,,,383100,5,,,,,,,,,,,1,1,,,L3496,
26.120,0.002,,,382850,5,,,,,,,,,,,1,1,,,L3496,
39.863,0.002,39.8630,0.0021,250859,15,,,0.0,250859,3p6,1S,0,3p5.8d,"(1/2,3/2)*",1,1,3,,,L3496,
40.09,0.07,40.08,0.06,249500,,,,0.0,249500,3p6,1S,0,3p5.8d,"(3/2,3/2)*",1,1,3,,,L11572,
40.39,0.07,40.39,0.07,247600,,,,0.0,247600,3p6,1S,0,3p5.8d,"(3/2,5/2)*",1,1,3,,,L11572,
40.56,0.07,40.55,0.07,246600,,1.3e+09,,0.0,246600,3p6,1S,0,3p5.7d,"(1/2,3/2)*",1,1,3,,T6166,L11572,
40.68,0.07,40.68,0.07,245800,,,,0.0,245800,3p6,1S,0,3p5.8s,"(1/2,1/2)*",1,1,3,,,L11572,
40.81,0.07,40.82,0.07,245000,,,,0.0,245000,3p6,1S,0,3p5.7d,"(3/2,5/2)*",1,1,3,,,L11572,
40.96,0.07,40.97,0.07,244100,,,,0.0,244100,3p6,1S,0,3p5.7d,"(3/2,3/2)*",1,1,3,,,L11572,
41.03,0.07,41.03,0.07,243700,,,,0.0,243700,3p6,1S,0,3p5.8s,"(3/2,1/2)*",1,1,3,,,L11572,
41.18,0.07,41.17,0.07,242900,,2.6e+09,,0.0,242900,3p6,1S,0,3p5.6d,"(1/2,3/2)*",1,1,3,,T6166,L11572,
41.49,0.07,41.49,0.07,241000,bl*,2.2e+08,,0.0,241000,3p6,1S,0,3p5.7s,"(1/2,1/2)*",1,1,3,,T6166,L11572,
41.49,0.07,41.49,0.07,241000,bl*,,,0.0,241000,3p6,1S,0,3p5.6d,"(3/2,5/2)*",1,1,3,,,L11572,
41.73,0.07,41.74,0.07,239600,,,,0.0,239600,3p6,1S,0,3p5.6d,"(3/2,3/2)*",1,1,3,,,L11572,
41.84,0.07,41.84,0.07,239000,,,,0.0,239000,3p6,1S,0,3p5.7s,"(3/2,1/2)*",1,1,3,,,L11572,
42.20,0.07,42.19,0.07,237000,,4.0e+09,,0.0,237000,3p6,1S,0,3p5.5d,"(1/2,3/2)*",1,1,3,,T6166,L11572,
42.80,0.07,42.79,0.07,233700,,,,0.0,233700,3p6,1S,0,3p5.5d,"(3/2,5/2)*",1,1,3,,,L11572,
42.99,0.07,42.99,0.07,232600,,,,0.0,232600,3p6,1S,0,3p5.6s,"(1/2,1/2)*",1,1,3,,,L11572,
