obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
,43.7265,228694,,4.43e+08,C+,0.0,228694.30,2s2.2p2,3P,0,2s.2p2.(4P).3p,3D*,1,1,3,,T5520LS,,
,43.7286,228683,,5.98e+08,C+,48.7,228731.81,2s2.2p2,3P,1,2s.2p2.(4P).3p,3D*,2,3,5,,T5520LS,,
,43.7329,228661,,7.97e+08,C+,130.8,228791.83,2s2.2p2,3P,2,2s.2p2.(4P).3p,3D*,3,5,7,,T5520LS,,
,43.7358,228646,,3.32e+08,C+,48.7,228694.30,2s2.2p2,3P,1,2s.2p2.(4P).3p,3D*,1,3,3,,T5520LS,,
,43.7443,228601,,1.99e+08,C+,130.8,228731.81,2s2.2p2,3P,2,2s.2p2.(4P).3p,3D*,2,5,5,,T5520LS,,
,43.7515,228564,,2.21e+07,D,130.8,228694.30,2s2.2p2,3P,2,2s.2p2.(4P).3p,3D*,1,5,3,,T5520LS,,
,47.4493,210751,,4.30e+08,C+,0.0,210751.43,2s2.2p2,3P,0,2s2.2p.4d,3P*,1,1,3,,T5520LS,,
,47.4546,210728,,1.29e+09,C+,48.7,210776.45,2s2.2p2,3P,1,2s2.2p.4d,3P*,0,3,1,,T5520LS,,
,47.4602,210703,,3.22e+08,C+,48.7,210751.43,2s2.2p2,3P,1,2s2.2p.4d,3P*,1,3,3,,T5520LS,,
,47.4706,210657,,3.22e+08,C+,48.7,210705.26,2s2.2p2,3P,1,2s2.2p.4d,3P*,2,3,5,,T5520LS,,
,47.4787,210621,,5.37e+08,C+,130.8,210751.43,2s2.2p2,3P,2,2s2.2p.4d,3P*,1,5,3,,T5520LS,,
,47.4891,210574,,9.66e+08,C+,130.8,210705.26,2s2.2p2,3P,2,2s2.2p.4d,3P*,2,5,5,,T5520LS,,
,47.5647,210240,,1.17e+09,C+,0.0,210239.83,2s2.2p2,3P,0,2s2.2p.4d,3D*,1,1,3,,T5520LS,,
,47.5698,210217,,1.58e+09,C+,48.7,210266.04,2s2.2p2,3P,1,2s2.2p.4d,3D*,2,3,5,,T5520LS,,
,47.5757,210191,,8.75e+08,C+,48.7,210239.83,2s2.2p2,3P,1,2s2.2p.4d,3D*,1,3,3,,T5520LS,,
,47.5803,210171,,2.10e+09,C+,130.8,210301.68,2s2.2p2,3P,2,2s2.2p.4d,3D*,3,5,7,,T5520LS,,
,47.5884,210135,,5.25e+08,C+,130.8,210266.04,2s2.2p2,3P,2,2s2.2p.4d,3D*,2,5,5,,T5520LS,,
,47.5943,210109,,5.83e+07,C,130.8,210239.83,2s2.2p2,3P,2,2s2.2p.4d,3D*,1,5,3,,T5520LS,,
,48.5849,205825,,9.79e+08,B,15316.2,221141.61,2s2.2p2,1D,2,2s2.2p.5d,1F*,3,5,7,,T5520,,
,48.7379,205179,,6.32e+08,B,15316.2,220495.36,2s2.2p2,1D,2,2s2.2p.5d,1D*,2,5,5,,T5520,,
,50.5986,197634,,4.51e+09,C+,46784.6,244418.52,2s.2p3,5S*,2,2s.2p2.(4P).3d,5P,1,5,3,,T5520LS,,
,50.6054,197607,,4.51e+09,C+,46784.6,244391.88,2s.2p3,5S*,2,2s.2p2.(4P).3d,5P,2,5,5,,T5520LS,,
,50.6153,197569,,4.51e+09,C+,46784.6,244353.31,2s.2p3,5S*,2,2s.2p2.(4P).3d,5P,3,5,7,,T5520LS,,
,50.8484,196663,,6.47e+07,B,48.7,196711.54,2s2.2p2,3P,1,2s2.2p.4s,3P*,2,3,5,,T6385n,,
,50.8668,196592,,8.45e+07,B,0.0,196592.07,2s2.2p2,3P,0,2s2.2p.4s,3P*,1,1,3,,T6385n,,
,50.8697,196581,,1.91e+08,B,130.8,196711.54,2s2.2p2,3P,2,2s2.2p.4s,3P*,2,5,5,,T6385n,,
,50.8794,196543,,6.26e+07,B,48.7,196592.07,2s2.2p2,3P,1,2s2.2p.4s,3P*,1,3,3,,T6385n,,
,50.8928,196492,,2.51e+08,B,48.7,196540.23,2s2.2p2,3P,1,2s2.2p.4s,3P*,0,3,1,,T6385n,,
,50.9006,196461,,1.05e+08,B,130.8,196592.07,2s2.2p2,3P,2,2s2.2p.4s,3P*,1,5,3,,T6385n,,
,51.0758,195787,,1.87e+09,B,15316.2,211103.63,2s2.2p2,1D,2,2s2.2p.4d,1F*,3,5,7,,T5520,,
,51.3849,194610,,1.24e+09,B,15316.2,209925.76,2s2.2p2,1D,2,2s2.2p.4d,1D*,2,5,5,,T5520,,
,52.5983,190120,,3.94e+06,B+,0.0,190120.24,2s2.2p2,3P,0,2s2.2p.3d,1P*,1,1,3,,T7333,,
,52.6118,190072,,8.74e+04,B+,48.7,190120.24,2s2.2p2,3P,1,2s2.2p.3d,1P*,1,3,3,,T7333,,
,52.6345,189989,,5.91e+05,B+,130.8,190120.24,2s2.2p2,3P,2,2s2.2p.3d,1P*,1,5,3,,T7333,,
,52.8529,189204,,1.86e+06,B,130.8,189335.16,2s2.2p2,3P,2,2s2.2p.3d,1F*,3,5,7,,T7333,,
,52.9355,188909,,7.17e+08,B+,0.0,188909.17,2s2.2p2,3P,0,2s2.2p.3d,3P*,1,1,3,,T7333,,
,52.9413,188889,,2.44e+09,B+,48.7,188937.24,2s2.2p2,3P,1,2s2.2p.3d,3P*,0,3,1,,T7333,,
,52.9491,188860,,6.86e+08,B+,48.7,188909.17,2s2.2p2,3P,1,2s2.2p.3d,3P*,1,3,3,,T7333,,
,52.9637,188809,,4.83e+08,B+,48.7,188857.37,2s2.2p2,3P,1,2s2.2p.3d,3P*,2,3,5,,T7333,,
,52.9722,188778,,1.04e+09,B+,130.8,188909.17,2s2.2p2,3P,2,2s2.2p.3d,3P*,1,5,3,,T7333,,
,52.9867,188727,,1.96e+09,B+,130.8,188857.37,2s2.2p2,3P,2,2s2.2p.3d,3P*,2,5,5,,T7333,,
,53.0343,188557,,6.12e+08,B,32688.8,221246.17,2s2.2p2,1S,0,2s2.2p.5d,1P*,1,1,3,,T5520,,
,53.3511,187438,,2.46e+09,B+,0.0,187437.56,2s2.2p2,3P,0,2s2.2p.3d,3D*,1,1,3,,T7333,,
,53.3581,187413,,3.29e+09,B+,48.7,187461.56,2s2.2p2,3P,1,2s2.2p.3d,3D*,2,3,5,,T7333,,
,53.3650,187389,,1.70e+09,B+,48.7,187437.56,2s2.2p2,3P,1,2s2.2p.3d,3D*,1,3,3,,T7333,,
,53.3729,187361,,4.24e+09,B+,130.8,187491.90,2s2.2p2,3P,2,2s2.2p.3d,3D*,3,5,7,,T7333,,
,53.3815,187331,,9.35e+08,B+,130.8,187461.56,2s2.2p2,3P,2,2s2.2p.3d,3D*,2,5,5,,T7333,,
,53.3884,187307,,9.54e+07,B+,130.8,187437.56,2s2.2p2,3P,2,2s2.2p.3d,3D*,1,5,3,,T7333,,
,53.4637,187043,,4.96e+06,B,48.7,187091.37,2s2.2p2,3P,1,2s2.2p.3d,1D*,2,3,5,,T7333,,
,53.4872,186961,,7.14e+04,B,130.8,187091.37,2s2.2p2,3P,2,2s2.2p.3d,1D*,2,5,5,,T7333,,
,53.6300,186463,,6.40e+06,B+,48.7,186511.58,2s2.2p2,3P,1,2s2.2p.3d,3F*,2,3,5,,T7333,,
,53.6365,186440,,1.52e+07,B+,130.8,186570.98,2s2.2p2,3P,2,2s2.2p.3d,3F*,3,5,7,,T7333,,
,53.6536,186381,,2.35e+06,B+,130.8,186511.58,2s2.2p2,3P,2,2s2.2p.3d,3F*,2,5,5,,T7333,,
,54.7818,182542,,2.16e+08,C,15316.2,197858.69,2s2.2p2,1D,2,2s2.2p.4s,1P*,1,5,3,,T6385,,
,55.9762,178647,,1.14e+09,B,32688.8,211336.16,2s2.2p2,1S,0,2s2.2p.4d,1P*,1,1,3,,T5520,,
,57.2069,174804,,4.24e+05,D,15316.2,190120.24,2s2.2p2,1D,2,2s2.2p.3d,1P*,1,5,3,,T7333,,
,57.4650,174019,,3.83e+09,A,15316.2,189335.16,2s2.2p2,1D,2,2s2.2p.3d,1F*,3,5,7,,T7333,,
,57.6060,173593,,4.22e+04,C,15316.2,188909.17,2s2.2p2,1D,2,2s2.2p.3d,3P*,1,5,3,,T7333,,
,57.6232,173541,,3.23e+06,B+,15316.2,188857.37,2s2.2p2,1D,2,2s2.2p.3d,3P*,2,5,5,,T7333,,
,58.0802,172176,,1.39e+06,B+,15316.2,187491.90,2s2.2p2,1D,2,2s2.2p.3d,3D*,3,5,7,,T7333,,
,58.0904,172145,,1.38e+07,B+,15316.2,187461.56,2s2.2p2,1D,2,2s2.2p.3d,3D*,2,5,5,,T7333,,
,58.2156,171775,,2.74e+09,A,15316.2,187091.37,2s2.2p2,1D,2,2s2.2p.3d,1D*,2,5,5,,T7333,,
,58.3925,171255,,2.32e+06,A,15316.2,186570.98,2s2.2p2,1D,2,2s2.2p.3d,3F*,3,5,7,,T7333,,
,58.4128,171195,,2.35e+07,A,15316.2,186511.58,2s2.2p2,1D,2,2s2.2p.3d,3F*,2,5,5,,T7333,,
,59.9644,166766,,1.02e+04,B,0.0,166765.66,2s2.2p2,3P,0,2s.2p3,1P*,1,1,3,,T7333,,
,59.9819,166717,,1.69e+05,B,48.7,166765.66,2s2.2p2,3P,1,2s.2p3,1P*,1,3,3,,T7333,,
,60.0115,166635,,3.15e+04,B,130.8,166765.66,2s2.2p2,3P,2,2s.2p3,1P*,1,5,3,,T7333,,
,60.5437,165170,,3.77e+08,C+,32688.8,197858.69,2s2.2p2,1S,0,2s2.2p.4s,1P*,1,1,3,,"T5520,T6385",,
,61.0116,163903,,1.34e+06,D,32688.8,196592.07,2s2.2p2,1S,0,2s2.2p.4s,3P*,1,1,3,,T6385,,
,62.9167,158940,,1.08e+09,C+,46784.6,205724.81,2s.2p3,5S*,2,2s.2p2.(4P).3s,5P,3,5,7,,T6385n,,
,62.9447,158870,,1.07e+09,C+,46784.6,205654.22,2s.2p3,5S*,2,2s.2p2.(4P).3s,5P,2,5,5,,T6385n,,
,62.9670,158813,,1.07e+09,C+,46784.6,205597.97,2s.2p3,5S*,2,2s.2p2.(4P).3s,5P,1,5,3,,T6385n,,
,63.5197,157431.4,,2.58e+09,B+,32688.8,190120.24,2s2.2p2,1S,0,2s2.2p.3d,1P*,1,1,3,,T7333,,
