obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
72.8717,0.0011,72.87280,0.00004,137227.4,1600,,,0.00,137225.409,4d10,1S,0,4d9.(2D<3/2>).6p,2[3/2]*,1,1,3,,,L647c114,
73.0816,0.0011,73.08204,0.00004,136833.3,15000,,,0.00,136832.527,4d10,1S,0,4d9.(2D<3/2>).6p,2[1/2]*,1,1,3,,,L647c114,
75.2793,0.0011,75.27757,0.00003,132838.6,34000,,,0.00,132841.701,4d10,1S,0,4d9.(2D<5/2>).6p,2[3/2]*,1,1,3,,,L647c114,
94.31323,0.00005,94.313168,0.000004,106029.66,11000,,,39168.0177,145197.750,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<5/2>).4f,2[3/2]*,2,7,5,,,L11881c113,
94.89659,0.00010,94.89657,0.00006,105377.86,3500,,,40745.3671,146123.25,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(1D).5s.5p.(3P*),3F*,2,5,5,,,L11881c113,
95.40780,0.00005,95.407840,0.000005,104813.23,35000,,,40745.3671,145558.556,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),1F*,3,5,7,,,L11881c113,
95.62436,0.00005,95.62434,0.00005,104575.86,14000,1.5e+08,D+,39168.0177,143743.90,4d9.(2D<5/2>).5s,2[5/2],3,4d8.(3F).5s.5p.(3P*),3F*,2,7,5,,T9142,L11881c113,
95.63500,0.00005,95.635062,0.000005,104564.23,18000,,,40745.3671,145309.528,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<5/2>).4f,2[5/2]*,2,5,5,,,L11881c113,
95.69606,0.00005,95.696088,0.000005,104497.51,18000,,,40745.3671,145242.847,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<5/2>).4f,2[3/2]*,1,5,3,,,L11881c113,
95.73740,0.00008,95.737404,0.000004,104452.39,5100,,,40745.3671,145197.750,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<5/2>).4f,2[3/2]*,2,5,5,,,L11881c113,
