obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
,108.491738863,0.000000011,92172.916618,,7.9234e+07,AA,(329179.762313),(421352.6789311),2s,2S,1/2,5p,2P*,1/2,2,2,,T7771,,
,108.497494482,0.000000012,92168.026992,,1.5091e+08,AA,(329185.15110923),(421353.178101),2p,2P*,3/2,5d,2D,5/2,4,6,,T7771,,
,108.497641561,0.000000012,92167.902050,,2.5150e+07,AA,(329185.15110923),(421353.053159),2p,2P*,3/2,5d,2D,3/2,4,4,,T7771,,
,108.498046495,0.000000011,92167.558063,,1.3762e+07,AA,(329185.15110923),(421352.709172),2p,2P*,3/2,5s,2S,1/2,4,2,,T7771,,
,121.508809287,0.000000018,82298.559739,,2.7523e+08,AA,(329179.2939406),(411477.853680),2p,2P*,1/2,4d,2D,3/2,2,4,,T7771,,
,121.509499015,0.000000013,82298.092586,,1.5479e+08,AA,(329179.762313),(411477.8548989),2s,2S,1/2,4p,2P*,3/2,2,4,,T7771,,
,121.509801355,0.000000013,82297.887812,,1.3762e+07,AA,(329179.2939406),(411477.1817529),2p,2P*,1/2,4s,2S,1/2,2,2,,T7771,,
,121.510580003,0.000000013,82297.360442,,1.5481e+08,AA,(329179.762313),(411477.1227550),2s,2S,1/2,4p,2P*,1/2,2,2,,T7771,,
,121.517097314,0.000000018,82292.946598,,3.3023e+08,AA,(329185.15110923),(411478.097707),2p,2P*,3/2,4d,2D,5/2,4,6,,T7771,,
,121.517457655,0.000000018,82292.702571,,5.5036e+07,AA,(329185.15110923),(411477.853680),2p,2P*,3/2,4d,2D,3/2,4,4,,T7771,,
,121.518449864,0.000000013,82292.030644,,2.7534e+07,AA,(329185.15110923),(411477.1817529),2p,2P*,3/2,4s,2S,1/2,4,2,,T7771,,
,164.033212853,0.000000023,60963.263635,,8.6268e+08,AA,(329179.2939406),(390142.55757536),2p,2P*,1/2,3d,2D,3/2,2,4,,T7771,,
,164.034465424,0.000000024,60962.798118,,3.5939e+08,AA,(329179.762313),(390142.5604306),2s,2S,1/2,3p,2P*,3/2,2,4,,T7771,,
,164.03749939,0.00000003,60961.670576,,3.3700e+07,AA,(329179.2939406),(390140.964517),2p,2P*,1/2,3s,2S,1/2,2,2,,T7771,,
,164.039135215,0.000000025,60961.062657,,3.5946e+08,AA,(329179.762313),(390140.8249696),2s,2S,1/2,3p,2P*,1/2,2,2,,T7771,,
,164.047417525,0.000000023,60957.984898,,1.0351e+09,AA,(329185.15110923),(390143.13600712),2p,2P*,3/2,3d,2D,5/2,4,6,,T7771,,
,164.048974189,0.000000023,60957.406466,,1.7252e+08,AA,(329185.15110923),(390142.55757536),2p,2P*,3/2,3d,2D,3/2,4,4,,T7771,,
,164.05326155,0.00000003,60955.813408,,6.7430e+07,AA,(329185.15110923),(390140.964517),2p,2P*,3/2,3s,2S,1/2,4,2,,T7771,,
,273.39937976,0.00000003,36576.527747,,2.5056e+07,AA,(390140.8249696),(426717.352717),3p,2P*,1/2,6d,2D,3/2,2,4,,T7771,,
,273.40042009,0.00000004,36576.388568,,1.5291e+07,AA,(390140.964517),(426717.3530854),3s,2S,1/2,6p,2P*,3/2,2,4,,T7771,,
,273.400867626,0.000000021,36576.328696,,2.7070e+06,AA,(390140.8249696),(426717.1536654),3p,2P*,1/2,6s,2S,1/2,2,2,,T7771,,
,273.40204160,0.00000004,36576.171638,,1.5293e+07,AA,(390140.964517),(426717.1361554),3s,2S,1/2,6p,2P*,1/2,2,2,,T7771,,
,273.411791599,0.000000022,36574.867315,,3.2071e+07,AA,(390142.55757536),(426717.424890),3d,2D,3/2,6f,2F*,5/2,4,6,,T7771,,
,273.41181196,0.00000003,36574.864591,,3.0065e+07,AA,(390142.5604306),(426717.425022),3p,2P*,3/2,6d,2D,5/2,4,6,,T7771,,
,273.412328368,0.000000015,36574.7955100,,1.2527e+05,AA,(390142.55757536),(426717.3530854),3d,2D,3/2,6p,2P*,3/2,4,4,,T7771,,
,273.41235247,0.00000003,36574.792286,,5.0109e+06,AA,(390142.5604306),(426717.352717),3p,2P*,3/2,6d,2D,3/2,4,4,,T7771,,
,273.413840471,0.000000017,36574.5932348,,5.4160e+06,AA,(390142.5604306),(426717.1536654),3p,2P*,3/2,6s,2S,1/2,4,2,,T7771,,
,273.413950023,0.000000015,36574.5785800,,1.2535e+06,AA,(390142.55757536),(426717.1361554),3d,2D,3/2,6p,2P*,1/2,4,2,,T7771,,
,273.415845425,0.000000022,36574.325034,,3.4360e+07,AA,(390143.13600712),(426717.461041),3d,2D,5/2,6f,2F*,7/2,6,8,,T7771,,
,273.416115677,0.000000022,36574.288883,,2.2905e+06,AA,(390143.13600712),(426717.424890),3d,2D,5/2,6f,2F*,5/2,6,6,,T7771,,
,273.416652463,0.000000015,36574.2170783,,1.1277e+06,AA,(390143.13600712),(426717.3530854),3d,2D,5/2,6p,2P*,3/2,6,4,,T7771,,
,320.38725141,0.00000006,31212.228189,,4.5253e+07,AA,(390140.8249696),(421353.053159),3p,2P*,1/2,5d,2D,3/2,2,4,,T7771,,
,320.38867740,0.00000005,31212.089270,,2.6220e+07,AA,(390140.964517),(421353.05378699),3s,2S,1/2,5p,2P*,3/2,2,4,,T7771,,
,320.39078241,0.00000004,31211.884202,,4.8288e+06,AA,(390140.8249696),(421352.709172),3p,2P*,1/2,5s,2S,1/2,2,2,,T7771,,
,320.39252530,0.00000005,31211.714414,,2.6224e+07,AA,(390140.964517),(421352.6789311),3s,2S,1/2,5p,2P*,1/2,2,2,,T7771,,
,320.40375694,0.00000004,31210.620299,,6.7879e+07,AA,(390142.55757536),(421353.177874),3d,2D,3/2,5f,2F*,5/2,4,6,,T7771,,
,320.40378392,0.00000006,31210.617670,,5.4301e+07,AA,(390142.5604306),(421353.178101),3p,2P*,3/2,5d,2D,5/2,4,6,,T7771,,
,320.4050308009,0.0000000022,31210.49621163,,2.3944e+05,AA,(390142.55757536),(421353.05378699),3d,2D,3/2,5p,2P*,3/2,4,4,,T7771,,
,320.40506656,0.00000006,31210.492728,,9.0502e+06,AA,(390142.5604306),(421353.053159),3p,2P*,3/2,5d,2D,3/2,4,4,,T7771,,
,320.40859795,0.00000003,31210.148741,,9.6612e+06,AA,(390142.5604306),(421352.709172),3p,2P*,3/2,5s,2S,1/2,4,2,,T7771,,
,320.408879095,0.000000004,31210.1213557,,2.3958e+06,AA,(390142.55757536),(421352.6789311),3d,2D,3/2,5p,2P*,1/2,4,2,,T7771,,
,320.40905382,0.00000004,31210.104336,,7.2724e+07,AA,(390143.13600712),(421353.240343),3d,2D,5/2,5f,2F*,7/2,6,8,,T7771,,
,320.40969514,0.00000004,31210.041867,,4.8481e+06,AA,(390143.13600712),(421353.177874),3d,2D,5/2,5f,2F*,5/2,6,6,,T7771,,
,320.4109690558,0.0000000021,31209.91777987,,2.1553e+06,AA,(390143.13600712),(421353.05378699),3d,2D,5/2,5p,2P*,3/2,6,4,,T7771,,
,468.66881681,0.00000020,21337.028710,,9.3899e+07,AA,(390140.8249696),(411477.853680),3p,2P*,1/2,4d,2D,3/2,2,4,,T7771,,
,468.67185522,0.00000011,21336.890382,,4.9070e+07,AA,(390140.964517),(411477.8548989),3s,2S,1/2,4p,2P*,3/2,2,4,,T7771,,
,468.68357619,0.00000006,21336.356783,,9.7968e+06,AA,(390140.8249696),(411477.1817529),3p,2P*,1/2,4s,2S,1/2,2,2,,T7771,,
,468.68793756,0.00000011,21336.158238,,4.9080e+07,AA,(390140.964517),(411477.1227550),3s,2S,1/2,4p,2P*,1/2,2,2,,T7771,,
,468.70152546,0.00000009,21335.539692,,2.0605e+08,AA,(390142.55757536),(411478.097267),3d,2D,3/2,4f,2F*,5/2,4,6,,T7771,,
,468.70157852,0.00000020,21335.537276,,1.1268e+08,AA,(390142.5604306),(411478.097707),3p,2P*,3/2,4d,2D,5/2,4,6,,T7771,,
,468.706849891,0.000000009,21335.2973235,,5.5646e+05,AA,(390142.55757536),(411477.8548989),3d,2D,3/2,4p,2P*,3/2,4,4,,T7771,,
,468.70693939,0.00000020,21335.293249,,1.8780e+07,AA,(390142.5604306),(411477.853680),3p,2P*,3/2,4d,2D,3/2,4,4,,T7771,,
,468.71155240,0.00000009,21335.083270,,2.2076e+08,AA,(390143.13600712),(411478.219277),3d,2D,5/2,4f,2F*,7/2,6,8,,T7771,,
,468.71423286,0.00000009,21334.961260,,1.4717e+07,AA,(390143.13600712),(411478.097267),3d,2D,5/2,4f,2F*,5/2,6,6,,T7771,,
,468.719557578,0.000000009,21334.7188918,,5.0091e+06,AA,(390143.13600712),(411477.8548989),3d,2D,5/2,4p,2P*,3/2,6,4,,T7771,,
,468.72170117,0.00000005,21334.6213223,,1.9602e+07,AA,(390142.5604306),(411477.1817529),3p,2P*,3/2,4s,2S,1/2,4,2,,T7771,,
,468.722934627,0.000000018,21334.5651796,,5.5680e+06,AA,(390142.55757536),(411477.1227550),3d,2D,3/2,4p,2P*,1/2,4,2,,T7771,,
,656.15807799,0.00000018,15240.229962,,1.1504e+07,AA,(411477.1227550),(426717.352717),4p,2P*,1/2,6d,2D,3/2,2,4,,T7771,,
,656.16060225,0.00000012,15240.171333,,7.1341e+06,AA,(411477.1817529),(426717.3530854),4s,2S,1/2,6p,2P*,3/2,2,4,,T7771,,
,656.16664814,0.00000009,15240.0309104,,1.9121e+06,AA,(411477.1227550),(426717.1536654),4p,2P*,1/2,6s,2S,1/2,2,2,,T7771,,
,656.16994224,0.00000012,15239.954403,,7.1354e+06,AA,(411477.1817529),(426717.1361554),4s,2S,1/2,6p,2P*,1/2,2,2,,T7771,,
,656.1864414,0.0000004,15239.571210,,1.9232e+07,AA,(411477.853680),(426717.424890),4d,2D,3/2,6f,2F*,5/2,4,6,,T7771,,
,656.18648815,0.00000017,15239.570123,,1.3805e+07,AA,(411477.8548989),(426717.425022),4p,2P*,3/2,6d,2D,5/2,4,6,,T7771,,
,656.1895331,0.0000004,15239.499405,,1.5078e+05,AA,(411477.853680),(426717.3530854),4d,2D,3/2,6p,2P*,3/2,4,4,,T7771,,
,656.18960148,0.00000017,15239.497818,,2.3008e+06,AA,(411477.8548989),(426717.352717),4p,2P*,3/2,6d,2D,3/2,4,4,,T7771,,
,656.19537621,0.00000018,15239.363706,,2.1195e+07,AA,(411478.097267),(426717.4609726),4f,2F*,5/2,6g,2G,7/2,6,8,,T7771,,
,656.1953922,0.0000004,15239.363334,,2.0606e+07,AA,(411478.097707),(426717.461041),4d,2D,5/2,6f,2F*,7/2,6,8,,T7771,,
,656.19692422,0.00000024,15239.327755,,1.6354e+04,AA,(411478.097267),(426717.425022),4f,2F*,5/2,6d,2D,5/2,6,6,,T7771,,
,656.1969488,0.0000004,15239.327183,,1.3737e+06,AA,(411478.097707),(426717.424890),4d,2D,5/2,6f,2F*,5/2,6,6,,T7771,,
,656.19817245,0.00000009,15239.2987665,,3.8255e+06,AA,(411477.8548989),(426717.1536654),4p,2P*,3/2,6s,2S,1/2,4,2,,T7771,,
,656.1988739,0.0000004,15239.282475,,1.5085e+06,AA,(411477.853680),(426717.1361554),4d,2D,3/2,6p,2P*,1/2,4,2,,T7771,,
,656.19969591,0.00000018,15239.263386,,2.1979e+07,AA,(411478.219277),(426717.4826633),4f,2F*,7/2,6g,2G,9/2,8,10,,T7771,,
,656.20003765,0.00000024,15239.255450,,3.4351e+05,AA,(411478.097267),(426717.352717),4f,2F*,5/2,6d,2D,3/2,6,4,,T7771,,
,656.2000407,0.0000004,15239.255378,,1.3572e+06,AA,(411478.097707),(426717.3530854),4d,2D,5/2,6p,2P*,3/2,6,4,,T7771,,
,656.20062991,0.00000018,15239.241696,,7.8497e+05,AA,(411478.219277),(426717.4609726),4f,2F*,7/2,6g,2G,7/2,8,8,,T7771,,
,656.20217794,0.00000024,15239.205745,,3.2712e+05,AA,(411478.219277),(426717.425022),4f,2F*,7/2,6d,2D,5/2,8,6,,T7771,,
,1012.5628261,0.0000006,9875.930404,,1.9822e+07,AA,(411477.1227550),(421353.053159),4p,2P*,1/2,5d,2D,3/2,2,4,,T7771,,
,1012.56881068,0.00000021,9875.8720341,,1.1801e+07,AA,(411477.1817529),(421353.05378699),4s,2S,1/2,5p,2P*,3/2,2,4,,T7771,,
,1012.5980957,0.0000003,9875.586417,,3.4431e+06,AA,(411477.1227550),(421352.709172),4p,2P*,1/2,5s,2S,1/2,2,2,,T7771,,
,1012.60724595,0.00000021,9875.4971782,,1.1804e+07,AA,(411477.1817529),(421352.6789311),4s,2S,1/2,5p,2P*,1/2,2,2,,T7771,,
,1012.6249836,0.0000010,9875.324194,,3.8621e+07,AA,(411477.853680),(421353.177874),4d,2D,3/2,5f,2F*,5/2,4,6,,T7771,,
,1012.6250853,0.0000006,9875.323202,,2.3789e+07,AA,(411477.8548989),(421353.178101),4p,2P*,3/2,5d,2D,5/2,4,6,,T7771,,
,1012.6377078,0.0000009,9875.200107,,3.0175e+05,AA,(411477.853680),(421353.05378699),4d,2D,3/2,5p,2P*,3/2,4,4,,T7771,,
,1012.6378971,0.0000006,9875.198260,,3.9649e+06,AA,(411477.8548989),(421353.053159),4p,2P*,3/2,5d,2D,3/2,4,4,,T7771,,
,1012.6435681,0.0000004,9875.142958,,6.5681e+07,AA,(411478.097267),(421353.2402246),4f,2F*,5/2,5g,2G,7/2,6,8,,T7771,,
,1012.6436011,0.0000010,9875.142636,,4.1378e+07,AA,(411478.097707),(421353.240343),4d,2D,5/2,5f,2F*,7/2,6,8,,T7771,,
,1012.6499386,0.0000007,9875.080834,,3.8486e+04,AA,(411478.097267),(421353.178101),4f,2F*,5/2,5d,2D,5/2,6,6,,T7771,,
,1012.6500070,0.0000010,9875.080167,,2.7587e+06,AA,(411478.097707),(421353.177874),4d,2D,5/2,5f,2F*,5/2,6,6,,T7771,,
,1012.6522361,0.0000004,9875.058429,,6.8113e+07,AA,(411478.219277),(421353.2777059),4f,2F*,7/2,5g,2G,9/2,8,10,,T7771,,
,1012.6560797,0.0000004,9875.020948,,2.4326e+06,AA,(411478.219277),(421353.2402246),4f,2F*,7/2,5g,2G,7/2,8,8,,T7771,,
,1012.6624504,0.0000007,9874.958824,,7.6979e+05,AA,(411478.219277),(421353.178101),4f,2F*,7/2,5d,2D,5/2,8,6,,T7771,,
,1012.6627318,0.0000009,9874.956080,,2.7161e+06,AA,(411478.097707),(421353.05378699),4d,2D,5/2,5p,2P*,3/2,6,4,,T7771,,
,1012.6627510,0.0000007,9874.955892,,8.0837e+05,AA,(411478.097267),(421353.053159),4f,2F*,5/2,5d,2D,3/2,6,4,,T7771,,
,1012.6731720,0.0000003,9874.854273,,6.8887e+06,AA,(411477.8548989),(421352.709172),4p,2P*,3/2,5s,2S,1/2,4,2,,T7771,,
,1012.6761483,0.0000009,9874.825251,,3.0191e+06,AA,(411477.853680),(421352.6789311),4d,2D,3/2,5p,2P*,1/2,4,2,,T7771,,
,1864.0462401,0.0000014,5364.673786,,5.9966e+06,AA,(421352.6789311),(426717.352717),5p,2P*,1/2,6d,2D,3/2,2,4,,T7771,,
,1864.0566199,0.0000013,5364.643913,,3.8892e+06,AA,(421352.709172),(426717.3530854),5s,2S,1/2,6p,2P*,3/2,2,4,,T7771,,
,1864.1154065,0.0000007,5364.4747343,,1.4313e+06,AA,(421352.6789311),(426717.1536654),5p,2P*,1/2,6s,2S,1/2,2,2,,T7771,,
,1864.1319997,0.0000013,5364.426983,,3.8902e+06,AA,(421352.709172),(426717.1361554),5s,2S,1/2,6p,2P*,1/2,2,2,,T7771,,
,1864.1512001,0.0000023,5364.371731,,1.0808e+07,AA,(421353.053159),(426717.424890),5d,2D,3/2,6f,2F*,5/2,4,6,,T7771,,
,1864.1513724,0.0000014,5364.371235,,7.1965e+06,AA,(421353.05378699),(426717.425022),5p,2P*,3/2,6d,2D,5/2,4,6,,T7771,,
,1864.1761529,0.0000022,5364.299926,,1.5360e+05,AA,(421353.053159),(426717.3530854),5d,2D,3/2,6p,2P*,3/2,4,4,,T7771,,
,1864.1764992,0.0000014,5364.298930,,1.1995e+06,AA,(421353.05378699),(426717.352717),5p,2P*,3/2,6d,2D,3/2,4,4,,T7771,,
,1864.1820009,0.0000014,5364.283099,,1.7071e+07,AA,(421353.177874),(426717.4609726),5f,2F*,5/2,6g,2G,7/2,6,8,,T7771,,
,1864.1820560,0.0000023,5364.282940,,1.1580e+07,AA,(421353.178101),(426717.461041),5d,2D,5/2,6f,2F*,7/2,6,8,,T7771,,
,1864.1944944,0.0000020,5364.247148,,2.9796e+04,AA,(421353.177874),(426717.425022),5f,2F*,5/2,6d,2D,5/2,6,6,,T7771,,
,1864.1946192,0.0000023,5364.246789,,7.7201e+05,AA,(421353.178101),(426717.424890),5d,2D,5/2,6f,2F*,5/2,6,6,,T7771,,
,1864.1961458,0.0000003,5364.2423962,,2.5750e+07,AA,(421353.2402246),(426717.48262081),5g,2G,7/2,6h,2H*,9/2,8,10,,T7771,,
,1864.1961722,0.0000014,5364.242320,,1.7703e+07,AA,(421353.240343),(426717.4826633),5f,2F*,7/2,6g,2G,9/2,8,10,,T7771,,
,1864.2036453,0.0000011,5364.220816,,5.0581e+03,AA,(421353.2402246),(426717.461041),5g,2G,7/2,6f,2F*,7/2,8,8,,T7771,,
,1864.2037102,0.0000014,5364.220630,,6.3225e+05,AA,(421353.240343),(426717.4609726),5f,2F*,7/2,6g,2G,7/2,8,8,,T7771,,
,1864.2041461,0.0000003,5364.2193753,,2.6335e+07,AA,(421353.2777059),(426717.49708121),5g,2G,9/2,6h,2H*,11/2,10,12,,T7771,,
,1864.2091715,0.0000003,5364.2049149,,5.8522e+05,AA,(421353.2777059),(426717.48262081),5g,2G,9/2,6h,2H*,9/2,10,10,,T7771,,
,1864.2162040,0.0000020,5364.184679,,5.9597e+05,AA,(421353.240343),(426717.425022),5f,2F*,7/2,6d,2D,5/2,8,6,,T7771,,
,1864.2162088,0.0000011,5364.184665,,1.8211e+05,AA,(421353.2402246),(426717.424890),5g,2G,7/2,6f,2F*,5/2,8,6,,T7771,,
,1864.2166711,0.0000011,5364.183335,,1.7705e+05,AA,(421353.2777059),(426717.461041),5g,2G,9/2,6f,2F*,7/2,10,8,,T7771,,
,1864.2195732,0.0000022,5364.174984,,1.3827e+06,AA,(421353.178101),(426717.3530854),5d,2D,5/2,6p,2P*,3/2,6,4,,T7771,,
,1864.2196223,0.0000020,5364.174843,,6.2583e+05,AA,(421353.177874),(426717.352717),5f,2F*,5/2,6d,2D,3/2,6,4,,T7771,,
,1864.2456753,0.0000007,5364.0998784,,2.8637e+06,AA,(421353.05378699),(426717.1536654),5p,2P*,3/2,6s,2S,1/2,4,2,,T7771,,
,1864.2515425,0.0000022,5364.082996,,1.5368e+06,AA,(421353.053159),(426717.1361554),5d,2D,3/2,6p,2P*,1/2,4,2,,T7771,,
