obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""389.482""","=""0.003""","=""389.4824""","=""0.0009""","=""65""","=""""",,"=""113884.919""","=""139552.75""","=""5p2""","=""1D""","=""2""","=""5s.6f""","=""3F*""","=""3""",,"=""""","=""L3548c123""",
"=""390.20795""","=""0.00008""","=""390.20794""","=""0.00008""","=""910""","=""4.0e+07""",B,"=""109780.221""","=""135400.325""","=""5s.6p""","=""1P*""","=""1""","=""5s.7d""","=""1D""","=""2""",,"=""T8104""","=""L9805c113""",
"=""392.132""","=""0.003""","=""392.1318""","=""0.0015""","=""19""","=""""",,"=""123642.95""","=""149137.36""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=4>.12g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""392.157""","=""0.003""","=""392.1567""","=""0.0018""","=""19""","=""""",,"=""123648.096""","=""149140.89""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=5>.12g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""392.212""","=""0.003""","=""392.2110""","=""0.0015""","=""80""","=""""",,"=""123648.096""","=""149137.36""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=4>.12g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""392.414""","=""0.003""","=""392.4146""","=""0.0018""","=""45""","=""""",,"=""123664.85""","=""149140.89""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=5>.12g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""392.468""","=""0.003""","=""392.4689""","=""0.0015""","=""11""","=""""",,"=""123664.85""","=""149137.36""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=4>.12g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""392.944""","=""0.003""","=""392.9439""","=""0.0019""","=""52""","=""""",,"=""123699.170""","=""149140.89""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.12g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""392.998""","=""0.003""","=""392.9985""","=""0.0015""","=""36""","=""""",,"=""123699.170""","=""149137.36""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.12g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""393.43742""","=""0.00019""","=""393.43750""","=""0.00009""","=""240""","=""5.6e+06""",D+,"=""107662.707""","=""133072.511""","=""5s.6p""","=""3P*""","=""0""","=""5s.8s""","=""3S""","=""1""",,"=""T8104""","=""L9805c113""",
"=""""","=""""","=""393.6106""","=""0.0004""","=""""","=""1.2e+05""",D+,"=""102174.69""","=""127573.319""","=""5s.5d""","=""3D""","=""2""","=""5s.7p""","=""1P*""","=""1""",,"=""T9131""","=""""",
"=""396.23330""","=""0.00014""","=""396.23328""","=""0.00008""","=""490""","=""1.6e+07""",D+,"=""107841.992""","=""133072.511""","=""5s.6p""","=""3P*""","=""1""","=""5s.8s""","=""3S""","=""1""",,"=""T8104""","=""L9805c113""",
"=""""","=""""","=""398.6213""","=""0.0005""","=""""","=""1.7e+05""",D+,"=""102174.69""","=""127254.067""","=""5s.5d""","=""3D""","=""2""","=""5s.7p""","=""3P*""","=""2""",,"=""T7081""","=""""",
"=""400.4668""","=""0.0013""","=""400.46685""","=""0.00014""","=""79""","=""6.e+05""",D+,"=""109780.221""","=""134744.019""","=""5s.6p""","=""1P*""","=""1""","=""5s.7d""","=""3D""","=""2""",,"=""T8104""","=""L3548c125""",
"=""""","=""""","=""400.74829""","=""0.00016""","=""""","=""5.2e+05""",D+,"=""109780.221""","=""134726.488""","=""5s.6p""","=""1P*""","=""1""","=""5s.7d""","=""3D""","=""1""",,"=""T8104""","=""""",
"=""400.75830""","=""0.00024""","=""400.75788""","=""0.00021""","=""110""","=""2.4e+05""",D,"=""102308.397""","=""127254.067""","=""5s.5d""","=""3D""","=""3""","=""5s.7p""","=""3P*""","=""2""",,"=""T8104""","=""L9805c113""",
"=""401.252""","=""0.003""","=""401.2522""","=""0.0013""","=""12""","=""""",,"=""123642.95""","=""148557.89""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=5>.11g""","=""""","=""""",E2,"=""""","=""L3548c123""",
"=""401.310""","=""0.003""","=""401.3090""","=""0.0011""","=""28""","=""""",,"=""123642.95""","=""148554.36""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=4>.11g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""401.335""","=""0.003""","=""401.3351""","=""0.0013""","=""42""","=""""",,"=""123648.096""","=""148557.89""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=5>.11g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""401.392""","=""0.003""","=""401.3920""","=""0.0011""","=""96""","=""""",,"=""123648.096""","=""148554.36""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=4>.11g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""""","=""""","=""401.3935""","=""0.0006""","=""""","=""2.5e+05""",D+,"=""102088.72""","=""126994.890""","=""5s.5d""","=""3D""","=""1""","=""5s.7p""","=""3P*""","=""1""",,"=""T7081""","=""""",
"=""401.604""","=""0.003""","=""401.6052""","=""0.0013""","=""61""","=""""",,"=""123664.85""","=""148557.89""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=5>.11g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""401.661""","=""0.003""","=""401.6622""","=""0.0011""","=""7""","=""""",,"=""123664.85""","=""148554.36""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=4>.11g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""402.158""","=""0.003""","=""402.1597""","=""0.0013""","=""67""","=""""",,"=""123699.170""","=""148557.89""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.11g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""402.217""","=""0.003""","=""402.2168""","=""0.0011""","=""34""","=""""",,"=""123699.170""","=""148554.36""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.11g""","=""""","=""""",,"=""""","=""L3548c123""",
"=""402.388""","=""0.005""","=""402.3954""","=""0.0006""","=""38bl""","=""1.1e+06""",D+,"=""102088.72""","=""126932.875""","=""5s.5d""","=""3D""","=""1""","=""5s.7p""","=""3P*""","=""0""",,"=""T7081""","=""L3548c123""",
"=""402.779""","=""0.003""","=""402.7838""","=""0.0005""","=""54""","=""7.e+05""",D+,"=""102174.69""","=""126994.890""","=""5s.5d""","=""3D""","=""2""","=""5s.7p""","=""3P*""","=""1""",,"=""T7081""","=""L3548c123""",
"=""405.69378""","=""0.00012""","=""405.69377""","=""0.00008""","=""1300""","=""2.6e+07""",C,"=""108430.337""","=""133072.511""","=""5s.6p""","=""3P*""","=""2""","=""5s.8s""","=""3S""","=""1""",,"=""T8104""","=""L9805c113""",
"=""410.934""","=""0.003""","=""410.934""","=""0.003""","=""13""","=""""",,"=""124742.729""","=""149070.69""","=""5s.6d""","=""3D""","=""1""","=""5s.12f""","=""3F*""","=""2""",,"=""""","=""L3548c123""",
"=""410.987""","=""0.003""","=""410.986""","=""0.004""","=""8""","=""""",,"=""124742.729""","=""149067.58""","=""5s.6d""","=""3D""","=""1""","=""5s.12f""","=""3F*""","=""3""",E2,"=""""","=""L3548c123""",
"=""411.201""","=""0.003""","=""411.201""","=""0.003""","=""5""","=""""",,"=""124776.714""","=""149088.88""","=""5s.6d""","=""3D""","=""2""","=""5s.12f""","=""1F*""","=""3""",,"=""""","=""L3548c123""",
"=""411.561""","=""0.005""","=""411.561""","=""0.004""","=""10""","=""""",,"=""124776.714""","=""149067.58""","=""5s.6d""","=""3D""","=""2""","=""5s.12f""","=""3F*""","=""3""",,"=""""","=""L3548c123""",
"=""412.279""","=""0.003""","=""412.279""","=""0.003""","=""25""","=""""",,"=""124830.176""","=""149078.76""","=""5s.6d""","=""3D""","=""3""","=""5s.12f""","=""3F*""","=""4""",,"=""""","=""L3548c123""",
"=""413.997""","=""0.003""","=""413.9974""","=""0.0010""","=""38""","=""""",,"=""123642.95""","=""147790.88""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=5>.10g""","=""""","=""""",E2,"=""""","=""L3548c123""",
"=""414.0588""","=""0.0014""","=""414.0579""","=""0.0009""","=""110""","=""""",,"=""123642.95""","=""147787.35""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""414.0854""","=""0.0017""","=""414.0857""","=""0.0010""","=""110""","=""""",,"=""123648.096""","=""147790.88""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=5>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""414.1458""","=""0.0017""","=""414.1462""","=""0.0009""","=""190""","=""""",,"=""123648.096""","=""147787.35""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""414.373""","=""0.003""","=""414.3732""","=""0.0012""","=""38""","=""""",,"=""123664.85""","=""147790.88""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=5>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""414.433""","=""0.003""","=""414.4339""","=""0.0010""","=""19""","=""""",,"=""123664.85""","=""147787.35""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""414.963""","=""0.003""","=""414.9635""","=""0.0010""","=""550""","=""""",,"=""123699.170""","=""147790.88""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.10g""","=""""","=""""",,"=""""","=""L3548c129""",
"=""415.024""","=""0.003""","=""415.0243""","=""0.0009""","=""100""","=""""",,"=""123699.170""","=""147787.35""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""420.50626""","=""0.00019""","=""420.50626""","=""0.00019""","=""290""","=""3.9e+07""",C+,"=""109780.221""","=""133554.382""","=""5s.6p""","=""1P*""","=""1""","=""5s.8s""","=""1S""","=""0""",,"=""T8104""","=""L9805c113""",
"=""421.301""","=""0.005""","=""421.3007""","=""0.0023""","=""450""","=""""",,"=""124742.729""","=""148472.06""","=""5s.6d""","=""3D""","=""1""","=""5s.11f""","=""3F*""","=""2""",,"=""""","=""L3548c124""",
"=""421.366""","=""0.004""","=""421.3659""","=""0.0025""","=""330""","=""""",,"=""124742.729""","=""148468.39""","=""5s.6d""","=""3D""","=""1""","=""5s.11f""","=""3F*""","=""3""",E2,"=""""","=""L3548c124""",
"=""421.559""","=""0.004""","=""421.5589""","=""0.0025""","=""57""","=""""",,"=""124776.714""","=""148491.51""","=""5s.6d""","=""3D""","=""2""","=""5s.11f""","=""1F*""","=""3""",,"=""""","=""L3548c124""",
"=""421.908""","=""0.005""","=""421.9050""","=""0.0023""","=""170""","=""""",,"=""124776.714""","=""148472.06""","=""5s.6d""","=""3D""","=""2""","=""5s.11f""","=""3F*""","=""2""",,"=""""","=""L3548c124""",
"=""421.970""","=""0.005""","=""421.9703""","=""0.0025""","=""450""","=""""",,"=""124776.714""","=""148468.39""","=""5s.6d""","=""3D""","=""2""","=""5s.11f""","=""3F*""","=""3""",,"=""""","=""L3548c124""",
"=""422.716""","=""0.004""","=""422.717""","=""0.003""","=""240""","=""""",,"=""124830.176""","=""148479.98""","=""5s.6d""","=""3D""","=""3""","=""5s.11f""","=""3F*""","=""4""",,"=""""","=""L3548c124""",
"=""422.855""","=""0.005""","=""422.8590""","=""0.0023""","=""240""","=""""",,"=""124830.176""","=""148472.06""","=""5s.6d""","=""3D""","=""3""","=""5s.11f""","=""3F*""","=""2""",,"=""""","=""L3548c124""",
"=""422.923""","=""0.005""","=""422.9247""","=""0.0025""","=""190""","=""""",,"=""124830.176""","=""148468.39""","=""5s.6d""","=""3D""","=""3""","=""5s.11f""","=""3F*""","=""3""",,"=""""","=""L3548c124""",
"=""429.2064""","=""0.0011""","=""429.20586""","=""0.00015""","=""100""","=""4.8e+05""",D+,"=""109780.221""","=""133072.511""","=""5s.6p""","=""1P*""","=""1""","=""5s.8s""","=""3S""","=""1""",,"=""T8104""","=""L3548c128""",
"=""432.5684""","=""0.0007""","=""432.5688""","=""0.0006""","=""440""","=""""",,"=""123642.95""","=""146754.16""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=5>.9g""","=""""","=""""",E2,"=""""","=""L3548c128""",
"=""432.6375""","=""0.0015""","=""432.6368""","=""0.0009""","=""330""","=""""",,"=""123642.95""","=""146750.53""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""432.6645""","=""0.0015""","=""432.6652""","=""0.0007""","=""330""","=""""",,"=""123648.096""","=""146754.16""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=5>.9g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""432.7332""","=""0.0015""","=""432.7331""","=""0.0009""","=""390""","=""""",,"=""123648.096""","=""146750.53""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""432.980""","=""0.004""","=""432.9791""","=""0.0008""","=""290""","=""""",,"=""123664.85""","=""146754.16""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=5>.9g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""433.046""","=""0.004""","=""433.0472""","=""0.0009""","=""290""","=""""",,"=""123664.85""","=""146750.53""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""433.626""","=""0.004""","=""433.6237""","=""0.0008""","=""200""","=""""",,"=""123699.170""","=""146754.16""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.9g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""433.693""","=""0.004""","=""433.6920""","=""0.0009""","=""58""","=""""",,"=""123699.170""","=""146750.53""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""435.800""","=""0.004""","=""435.800""","=""0.003""","=""110""","=""2.2e+06""",D+,"=""124742.729""","=""147682.61""","=""5s.6d""","=""3D""","=""1""","=""5s.10f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c127""",
"=""435.839""","=""0.004""","=""435.8402""","=""0.0025""","=""48""","=""""",,"=""124742.729""","=""147680.47""","=""5s.6d""","=""3D""","=""1""","=""5s.10f""","=""3F*""","=""3""",E2,"=""""","=""L3548c127""",
"=""436.031""","=""0.004""","=""436.0323""","=""0.0025""","=""110""","=""""",,"=""124776.714""","=""147704.35""","=""5s.6d""","=""3D""","=""2""","=""5s.10f""","=""1F*""","=""3""",,"=""""","=""L3548c130""",
"=""436.446""","=""0.004""","=""436.446""","=""0.003""","=""170""","=""4.0e+05""",D+,"=""124776.714""","=""147682.61""","=""5s.6d""","=""3D""","=""2""","=""5s.10f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c127""",
"=""436.487""","=""0.004""","=""436.4869""","=""0.0025""","=""230""","=""2.3e+06""",D+,"=""124776.714""","=""147680.47""","=""5s.6d""","=""3D""","=""2""","=""5s.10f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c127""",
"=""437.290""","=""0.004""","=""437.289""","=""0.003""","=""360""","=""2.6e+06""",D+,"=""124830.176""","=""147691.91""","=""5s.6d""","=""3D""","=""3""","=""5s.10f""","=""3F*""","=""4""",,"=""T9131""","=""L3548c133""",
"=""437.508""","=""0.004""","=""437.5082""","=""0.0025""","=""27""","=""2.9e+05""",D+,"=""124830.176""","=""147680.47""","=""5s.6d""","=""3D""","=""3""","=""5s.10f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c126""",
"=""""","=""""","=""444.8423""","=""0.0016""","=""""","=""2.9e+05""",D+,"=""121289.53""","=""143763.10""","=""5p2""","=""1S""","=""0""","=""5s.10p""","=""1P*""","=""1""",,"=""T9131""","=""""",
"=""""","=""""","=""448.911""","=""0.003""","=""""","=""5.3e+05""",D+,"=""127254.067""","=""149523.97""","=""5s.7p""","=""3P*""","=""2""","=""5s.16s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""450.0804""","=""0.0020""","=""450.0806""","=""0.0018""","=""360""","=""9.7e+06""",C+,"=""113884.919""","=""136096.93""","=""5p2""","=""1D""","=""2""","=""5s.8p""","=""1P*""","=""1""",,"=""T7081""","=""L3548c132""",
"=""454.9007""","=""0.0021""","=""454.8998""","=""0.0010""","=""540""","=""1.1e+06""",E,"=""113884.919""","=""135861.62""","=""5p2""","=""1D""","=""2""","=""5s.8p""","=""3P*""","=""1""",,"=""T7081""","=""L3548c132""",
"=""457.0877""","=""0.0008""","=""457.0881""","=""0.0008""","=""520""","=""4.0e+06""",D+,"=""124742.729""","=""146614.22""","=""5s.6d""","=""3D""","=""1""","=""5s.9f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c128""",
"=""457.1320""","=""0.0008""","=""457.1286""","=""0.0023""","=""510""","=""""",,"=""124742.729""","=""146612.28""","=""5s.6d""","=""3D""","=""1""","=""5s.9f""","=""3F*""","=""3""",E2,"=""""","=""L3548c128""",
"=""457.295""","=""0.004""","=""457.294""","=""0.003""","=""170""","=""""",,"=""124776.714""","=""146638.37""","=""5s.6d""","=""3D""","=""2""","=""5s.9f""","=""1F*""","=""3""",,"=""""","=""L3548c128""",
"=""457.802""","=""0.004""","=""457.7995""","=""0.0008""","=""530bl*""","=""7.e+05""",D+,"=""124776.714""","=""146614.22""","=""5s.6d""","=""3D""","=""2""","=""5s.9f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c128""",
"=""457.840""","=""0.004""","=""457.8401""","=""0.0023""","=""530bl*""","=""4.2e+06""",D+,"=""124776.714""","=""146612.28""","=""5s.6d""","=""3D""","=""2""","=""5s.9f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c128""",
"=""""","=""""","=""458.6527""","=""0.0015""","=""""","=""7.e+05""",D+,"=""127254.067""","=""149050.95""","=""5s.7p""","=""3P*""","=""2""","=""5s.15s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""458.703""","=""0.004""","=""458.701""","=""0.003""","=""520""","=""4.7e+06""",D+,"=""124830.176""","=""146624.75""","=""5s.6d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""4""",,"=""T9131""","=""L3548c128""",
"=""458.928""","=""0.006""","=""458.9230""","=""0.0008""","=""57bl""","=""""",,"=""124830.176""","=""146614.22""","=""5s.6d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""2""",,"=""""","=""L3548c126""",
"=""458.964""","=""0.004""","=""458.9639""","=""0.0023""","=""54bl""","=""5.2e+05""",D+,"=""124830.176""","=""146612.28""","=""5s.6d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c126""",
"=""461.5310""","=""0.0021""","=""461.5308""","=""0.0009""","=""200""","=""""",,"=""123642.95""","=""145303.91""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=5>.8g""","=""""","=""""",E2,"=""""","=""L3548c128""",
"=""461.6083""","=""0.0017""","=""461.6069""","=""0.0009""","=""540""","=""""",,"=""123642.95""","=""145300.34""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""461.6405""","=""0.0017""","=""461.6405""","=""0.0009""","=""140""","=""""",,"=""123648.096""","=""145303.91""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""461.7175""","=""0.0021""","=""461.7166""","=""0.0009""","=""350""","=""""",,"=""123648.096""","=""145300.34""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""461.9987""","=""0.0021""","=""461.9979""","=""0.0009""","=""410""","=""""",,"=""123664.85""","=""145303.91""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""462.0728""","=""0.0013""","=""462.0741""","=""0.0009""","=""350""","=""""",,"=""123664.85""","=""145300.34""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""462.7312""","=""0.0017""","=""462.7318""","=""0.0009""","=""320""","=""""",,"=""123699.170""","=""145303.91""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""462.8074""","=""0.0017""","=""462.8083""","=""0.0009""","=""510""","=""""",,"=""123699.170""","=""145300.34""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
"=""463.7047""","=""0.0009""","=""463.7055""","=""0.0009""","=""610""","=""""",,"=""102088.72""","=""123648.096""","=""5s.5d""","=""3D""","=""1""","=""5s.4f""","=""3F*""","=""3""",E2,"=""""","=""L3548c128""",
"=""463.8168""","=""0.0009""","=""463.8162""","=""0.0006""","=""8800""","=""1.77e+08""",B,"=""102088.72""","=""123642.95""","=""5s.5d""","=""3D""","=""1""","=""5s.4f""","=""3F*""","=""2""",,"=""T8104,T6630""","=""L3548c128""",
"=""464.4581""","=""0.0009""","=""464.4572""","=""0.0005""","=""5900""","=""1.4e+07""",C,"=""102174.69""","=""123699.170""","=""5s.5d""","=""3D""","=""2""","=""5s.4f""","=""1F*""","=""3""",,"=""T6630""","=""L3548c128""",
"=""465.200""","=""0.004""","=""465.1990""","=""0.0006""","=""240""","=""""",,"=""102174.69""","=""123664.85""","=""5s.5d""","=""3D""","=""2""","=""5s.4f""","=""3F*""","=""4""",E2,"=""""","=""L3548c128""",
"=""465.5621""","=""0.0009""","=""465.5620""","=""0.0007""","=""7800""","=""1.84e+08""",B,"=""102174.69""","=""123648.096""","=""5s.5d""","=""3D""","=""2""","=""5s.4f""","=""3F*""","=""3""",,"=""T6630""","=""L3548c128""",
"=""465.6740""","=""0.0009""","=""465.6736""","=""0.0007""","=""1700""","=""3.3e+07""",B,"=""102174.69""","=""123642.95""","=""5s.5d""","=""3D""","=""2""","=""5s.4f""","=""3F*""","=""2""",,"=""T8104,T6630""","=""L3548c128""",
"=""""","=""""","=""466.1571""","=""0.0015""","=""""","=""5.3e+05""",D+,"=""126994.890""","=""148440.88""","=""5s.7p""","=""3P*""","=""1""","=""5s.14s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""467.3599""","=""0.0009""","=""467.3605""","=""0.0003""","=""390""","=""1.7e+06""",D+,"=""102308.397""","=""123699.170""","=""5s.5d""","=""3D""","=""3""","=""5s.4f""","=""1F*""","=""3""",,"=""T6630""","=""L3548c128""",
"=""468.1105""","=""0.0009""","=""468.1115""","=""0.0007""","=""16000""","=""2.00e+08""",B,"=""102308.397""","=""123664.85""","=""5s.5d""","=""3D""","=""3""","=""5s.4f""","=""3F*""","=""4""",,"=""T5262,T6630""","=""L3548c128""",
"=""468.4779""","=""0.0009""","=""468.4791""","=""0.0005""","=""2500""","=""1.80e+07""",B,"=""102308.397""","=""123648.096""","=""5s.5d""","=""3D""","=""3""","=""5s.4f""","=""3F*""","=""3""",,"=""T6630""","=""L3548c128""",
"=""""","=""""","=""468.5921""","=""0.0007""","=""""","=""9.e+05""",D+,"=""102308.397""","=""123642.95""","=""5s.5d""","=""3D""","=""3""","=""5s.4f""","=""3F*""","=""2""",,"=""T8104,T6630""","=""""",
"=""""","=""""","=""471.8597""","=""0.0016""","=""""","=""9.e+05""",D+,"=""127254.067""","=""148440.88""","=""5s.7p""","=""3P*""","=""2""","=""5s.14s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""474.754""","=""0.005""","=""474.757""","=""0.003""","=""83""","=""""",,"=""127573.319""","=""148630.83""","=""5s.7p""","=""1P*""","=""1""","=""5s.13d""","=""1D""","=""2""",,"=""""","=""L3548c126""",
"=""478.324""","=""0.007""","=""478.3204""","=""0.0018""","=""27""","=""""",,"=""126932.875""","=""147833.52""","=""5s.7p""","=""3P*""","=""0""","=""5s.12d""","=""3D""","=""1""",,"=""""","=""L3548c126""",
"=""479.682""","=""0.007""","=""479.680""","=""0.004""","=""79""","=""""",,"=""126994.890""","=""147836.29""","=""5s.7p""","=""3P*""","=""1""","=""5s.12d""","=""3D""","=""2""",,"=""""","=""L3548c126""",
"=""""","=""""","=""484.3674""","=""0.0014""","=""""","=""7.e+05""",D+,"=""126994.890""","=""147634.61""","=""5s.7p""","=""3P*""","=""1""","=""5s.13s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""485.627""","=""0.007""","=""485.627""","=""0.004""","=""88""","=""""",,"=""127254.067""","=""147840.27""","=""5s.7p""","=""3P*""","=""2""","=""5s.12d""","=""3D""","=""3""",,"=""""","=""L3548c126""",
"=""490.218""","=""0.005""","=""490.214""","=""0.003""","=""56""","=""6.e+05""",D,"=""103249.39""","=""123642.95""","=""5p2""","=""3P""","=""1""","=""5s.4f""","=""3F*""","=""2""",,"=""T8104""","=""L3548c126""",
"=""490.529""","=""0.005""","=""490.5271""","=""0.0014""","=""14""","=""1.3e+06""",D+,"=""127254.067""","=""147634.61""","=""5s.7p""","=""3P*""","=""2""","=""5s.13s""","=""3S""","=""1""",,"=""T9131""","=""L3548c126""",
"=""490.664""","=""0.005""","=""490.6639""","=""0.0022""","=""42""","=""""",,"=""124742.729""","=""145117.59""","=""5s.6d""","=""3D""","=""1""","=""5s.8f""","=""3F*""","=""3""",E2,"=""""","=""L3548c126""",
"=""490.707""","=""0.005""","=""490.707""","=""0.003""","=""180""","=""4.2e+06""",D+,"=""124742.729""","=""145115.79""","=""5s.6d""","=""3D""","=""1""","=""5s.8f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c126""",
"=""490.836""","=""0.005""","=""490.836""","=""0.003""","=""85""","=""""",,"=""124776.714""","=""145144.45""","=""5s.6d""","=""3D""","=""2""","=""5s.8f""","=""1F*""","=""3""",,"=""""","=""L3548c126""",
"=""491.485""","=""0.005""","=""491.4837""","=""0.0022""","=""83""","=""4.5e+06""",D+,"=""124776.714""","=""145117.59""","=""5s.6d""","=""3D""","=""2""","=""5s.8f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c126""",
"=""491.530""","=""0.005""","=""491.527""","=""0.003""","=""14""","=""8.e+05""",D+,"=""124776.714""","=""145115.79""","=""5s.6d""","=""3D""","=""2""","=""5s.8f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c126""",
"=""492.493""","=""0.005""","=""492.491""","=""0.004""","=""140""","=""5.0e+06""",C,"=""124830.176""","=""145129.44""","=""5s.6d""","=""3D""","=""3""","=""5s.8f""","=""3F*""","=""4""",,"=""T9131""","=""L3548c126""",
"=""492.782""","=""0.005""","=""492.7789""","=""0.0022""","=""57""","=""5.5e+05""",D+,"=""124830.176""","=""145117.59""","=""5s.6d""","=""3D""","=""3""","=""5s.8f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c126""",
"=""497.175""","=""0.005""","=""497.1730""","=""0.0017""","=""47""","=""1.0e+06""",E,"=""127573.319""","=""147681.43""","=""5s.7p""","=""1P*""","=""1""","=""5s.13s""","=""1S""","=""0""",,"=""T9131""","=""L3548c126""",
