obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""235.688""","=""0.003""","=""235.688""","=""0.003""","=""150*""","=""""",,"=""107841.992""","=""150258.0""","=""5s.6p""","=""3P*""","=""1""","=""5s.17d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""236.2863""","=""0.0017""","=""236.2853""","=""0.0017""","=""37""","=""""",,"=""107662.707""","=""149971.5""","=""5s.6p""","=""3P*""","=""0""","=""5s.16d""","=""3D""","=""2""",E2,"=""""","=""L3548c121""",
"=""236.3037""","=""0.0017""","=""236.3009""","=""0.0013""","=""34""","=""""",,"=""107662.707""","=""149968.7""","=""5s.6p""","=""3P*""","=""0""","=""5s.16d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""236.4685870""","=""0.0000025""","=""236.4685870""","=""0.0000025""","=""220""","=""5.1e+00""",B+,"=""0.000000000""","=""42275.995245348""","=""5s2""","=""1S""","=""0""","=""5s.5p""","=""3P*""","=""0""",HF,"=""T7941""","=""L9343""",
"=""236.5721""","=""0.0017""","=""236.5723""","=""0.0017""","=""54""","=""""",,"=""108430.337""","=""150687.8""","=""5s.6p""","=""3P*""","=""2""","=""5s.19d""","=""3D""","=""3""",,"=""""","=""L3548c121""",
"=""236.7009""","=""0.0017""","=""236.7015""","=""0.0008""","=""31""","=""1.9e+05""",D+,"=""107662.707""","=""149897.11""","=""5s.6p""","=""3P*""","=""0""","=""5s.17s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""237.059""","=""0.009""","=""237.0459""","=""0.0005""","=""580""","=""1.5e+05""",E,"=""93923.884""","=""136096.93""","=""5s.6s""","=""3S""","=""1""","=""5s.8p""","=""1P*""","=""1""",,"=""T9131""","=""L1143""",
"=""237.263""","=""0.009""","=""237.2370""","=""0.0007""","=""43""","=""8.e+04""",E,"=""105565.283""","=""147704.35""","=""5p2""","=""3P""","=""2""","=""5s.10f""","=""1F*""","=""3""",,"=""T9131""","=""L1143""",
"=""237.2904""","=""0.0017""","=""237.2909""","=""0.0017""","=""76""","=""""",,"=""107841.992""","=""149971.5""","=""5s.6p""","=""3P*""","=""1""","=""5s.16d""","=""3D""","=""2""",,"=""""","=""L3548c121""",
"=""237.3039""","=""0.0017""","=""237.3066""","=""0.0014""","=""76""","=""""",,"=""107841.992""","=""149968.7""","=""5s.6p""","=""3P*""","=""1""","=""5s.16d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""237.373""","=""0.009""","=""237.3716""","=""0.0007""","=""220""","=""""",,"=""105565.283""","=""147680.47""","=""5p2""","=""3P""","=""2""","=""5s.10f""","=""3F*""","=""3""",,"=""""","=""L1143""",
"=""237.480""","=""0.009""","=""237.4658""","=""0.0012""","=""100""","=""""",,"=""101608.06""","=""143706.54""","=""5p2""","=""3P""","=""0""","=""5s.10p""","=""3P*""","=""1""",,"=""""","=""L1143""",
"=""237.5960""","=""0.0017""","=""237.5956""","=""0.0013""","=""130""","=""2.3e+06""",E,"=""93923.884""","=""135999.37""","=""5s.6s""","=""3S""","=""1""","=""5s.8p""","=""3P*""","=""2""",,"=""T7081""","=""L3548c121""",
"=""237.6655""","=""0.0017""","=""237.6652""","=""0.0017""","=""100""","=""""",,"=""108430.337""","=""150493.5""","=""5s.6p""","=""3P*""","=""2""","=""5s.18d""","=""3D""","=""3""",,"=""""","=""L3548c121""",
"=""237.7085""","=""0.0017""","=""237.7106""","=""0.0008""","=""64""","=""5.4e+05""",D+,"=""107841.992""","=""149897.11""","=""5s.6p""","=""3P*""","=""1""","=""5s.17s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""238.2630""","=""0.0011""","=""238.2626""","=""0.0005""","=""4800""","=""4.6e+07""",C+,"=""97628.436""","=""139586.14""","=""5s.5d""","=""1D""","=""2""","=""5s.6f""","=""1F*""","=""3""",,"=""T7081""","=""L3548c129""",
"=""238.376""","=""0.009""","=""238.3760""","=""0.0003""","=""300""","=""2.0e+06""",E,"=""93923.884""","=""135861.62""","=""5s.6s""","=""3S""","=""1""","=""5s.8p""","=""3P*""","=""1""",,"=""T7081""","=""L1143""",
"=""238.4526""","=""0.0011""","=""238.4524""","=""0.0003""","=""1500""","=""""",,"=""97628.436""","=""139552.75""","=""5s.5d""","=""1D""","=""2""","=""5s.6f""","=""3F*""","=""3""",,"=""""","=""L3548c129""",
"=""""","=""""","=""238.60""","=""0.06""","=""""","=""2.3e+06""",E,"=""93923.884""","=""[135823]""","=""5s.6s""","=""3S""","=""1""","=""5s.8p""","=""3P*""","=""0""",,"=""T7081""","=""""",
"=""238.768""","=""0.009""","=""238.7822""","=""0.0011""","=""500""","=""""",,"=""103249.39""","=""145115.79""","=""5p2""","=""3P""","=""1""","=""5s.8f""","=""3F*""","=""2""",,"=""""","=""L1143""",
"=""""","=""""","=""238.8115""","=""0.0010""","=""""","=""2.5e+05""",D+,"=""107662.707""","=""149523.97""","=""5s.6p""","=""3P*""","=""0""","=""5s.16s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""238.9989""","=""0.0011""","=""238.9995""","=""0.0011""","=""m""","=""""",,"=""108430.337""","=""[150258.68]""","=""5s.6p""","=""3P*""","=""2""","=""5s.17d""","=""3D""","=""3""",,"=""""","=""L3548""",
"=""239.3017""","=""0.0011""","=""239.3019""","=""0.0010""","=""91""","=""""",,"=""107841.992""","=""149617.48""","=""5s.6p""","=""3P*""","=""1""","=""5s.15d""","=""3D""","=""3""",E2,"=""""","=""L3548c121""",
"=""239.3179""","=""0.0011""","=""239.3180""","=""0.0011""","=""110""","=""""",,"=""107841.992""","=""149614.68""","=""5s.6p""","=""3P*""","=""1""","=""5s.15d""","=""3D""","=""2""",,"=""""","=""L3548c121""",
"=""""","=""""","=""239.3456""","=""0.0013""","=""""","=""7.e+05""",D+,"=""108430.337""","=""[150198.20]""","=""5s.6p""","=""3P*""","=""2""","=""5s.18s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""239.712""","=""0.009""","=""239.7225""","=""0.0012""","=""76""","=""""",,"=""107841.992""","=""149544.20""","=""5s.6p""","=""3P*""","=""1""","=""5s.16s""","=""1S""","=""0""",,"=""""","=""L1143""",
"=""239.8381""","=""0.0017""","=""239.8388""","=""0.0010""","=""22""","=""7.e+05""",D+,"=""107841.992""","=""149523.97""","=""5s.6p""","=""3P*""","=""1""","=""5s.16s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""""","=""""","=""240.2086""","=""0.0005""","=""""","=""2.2e+05""",D+,"=""102088.72""","=""143706.54""","=""5s.5d""","=""3D""","=""1""","=""5s.10p""","=""3P*""","=""1""",,"=""T9131""","=""""",
"=""""","=""""","=""240.38""","=""0.10""","=""""","=""1.0e+06""",D+,"=""102088.72""","=""[143676]""","=""5s.5d""","=""3D""","=""1""","=""5s.10p""","=""3P*""","=""0""",,"=""T9131""","=""""",
"=""""","=""""","=""240.5069""","=""0.0017""","=""""","=""1.5e+05""",D+,"=""102174.69""","=""143740.9""","=""5s.5d""","=""3D""","=""2""","=""5s.10p""","=""3P*""","=""2""",,"=""T9131""","=""""",
"=""240.563""","=""0.009""","=""240.5551""","=""0.0013""","=""120""","=""""",,"=""108430.337""","=""[149988.21]""","=""5s.6p""","=""3P*""","=""2""","=""5s.16d""","=""1D""","=""2""",,"=""""","=""L1143""",
"=""240.6473""","=""0.0012""","=""240.6472""","=""0.0012""","=""220""","=""""",,"=""108430.337""","=""149972.30""","=""5s.6p""","=""3P*""","=""2""","=""5s.16d""","=""3D""","=""3""",,"=""""","=""L3548c121""",
"=""""","=""""","=""240.7058""","=""0.0005""","=""""","=""6.e+05""",D+,"=""102174.69""","=""143706.54""","=""5s.5d""","=""3D""","=""2""","=""5s.10p""","=""3P*""","=""1""",,"=""T9131""","=""""",
"=""240.8566""","=""0.0012""","=""240.8597""","=""0.0014""","=""96""","=""""",,"=""107662.707""","=""149168.03""","=""5s.6p""","=""3P*""","=""0""","=""5s.14d""","=""3D""","=""2""",E2,"=""""","=""L3548c121""",
"=""240.8758""","=""0.0012""","=""240.8754""","=""0.0010""","=""110""","=""""",,"=""107662.707""","=""149165.33""","=""5s.6p""","=""3P*""","=""0""","=""5s.14d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""241.0846""","=""0.0012""","=""241.0836""","=""0.0009""","=""93""","=""9.e+05""",D+,"=""108430.337""","=""149897.11""","=""5s.6p""","=""3P*""","=""2""","=""5s.17s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""241.2831""","=""0.0017""","=""241.2831""","=""0.0017""","=""83""","=""8.e+05""",D+,"=""102308.397""","=""143740.9""","=""5s.5d""","=""3D""","=""3""","=""5s.10p""","=""3P*""","=""2""",,"=""T9131""","=""L3548c121""",
"=""241.5409""","=""0.0005""","=""241.5411""","=""0.0004""","=""110""","=""3.2e+05""",D+,"=""107662.707""","=""149050.95""","=""5s.6p""","=""3P*""","=""0""","=""5s.15s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""241.721""","=""0.009""","=""241.7393""","=""0.0013""","=""84""","=""""",,"=""107841.992""","=""[149196.30]""","=""5s.6p""","=""3P*""","=""1""","=""5s.14d""","=""1D""","=""2""",,"=""""","=""L1143""",
"=""241.8932""","=""0.0018""","=""241.8923""","=""0.0011""","=""69""","=""""",,"=""107841.992""","=""149170.15""","=""5s.6p""","=""3P*""","=""1""","=""5s.14d""","=""3D""","=""3""",E2,"=""""","=""L3548c121""",
"=""241.9067""","=""0.0018""","=""241.9047""","=""0.0014""","=""100""","=""""",,"=""107841.992""","=""149168.03""","=""5s.6p""","=""3P*""","=""1""","=""5s.14d""","=""3D""","=""2""",,"=""""","=""L3548c121""",
"=""241.9196""","=""0.0018""","=""241.9205""","=""0.0010""","=""78""","=""""",,"=""107841.992""","=""149165.33""","=""5s.6p""","=""3P*""","=""1""","=""5s.14d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""242.442""","=""0.009""","=""242.4370""","=""0.0018""","=""120""","=""""",,"=""107841.992""","=""149077.3""","=""5s.6p""","=""3P*""","=""1""","=""5s.15s""","=""1S""","=""0""",,"=""""","=""L1143""",
"=""242.5924""","=""0.0018""","=""242.5920""","=""0.0004""","=""110""","=""9.e+05""",D+,"=""107841.992""","=""149050.95""","=""5s.6p""","=""3P*""","=""1""","=""5s.15s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""242.605""","=""0.009""","=""242.5991""","=""0.0018""","=""54""","=""""",,"=""108430.337""","=""149638.1""","=""5s.6p""","=""3P*""","=""2""","=""5s.15d""","=""1D""","=""2""",,"=""""","=""L1143""",
"=""242.7206""","=""0.0012""","=""242.7205""","=""0.0011""","=""98""","=""""",,"=""108430.337""","=""149617.48""","=""5s.6p""","=""3P*""","=""2""","=""5s.15d""","=""3D""","=""3""",,"=""""","=""L3548c121""",
"=""242.853""","=""0.009""","=""242.8778""","=""0.0007""","=""370i""","=""""",,"=""108430.337""","=""149590.82""","=""5s.6p""","=""3P*""","=""2""","=""5s<1/2,F=4>.13g""","=""""","=""""",,"=""""","=""L1143""",
"=""243.2731""","=""0.0012""","=""243.2729""","=""0.0010""","=""50""","=""1.2e+06""",D+,"=""108430.337""","=""149523.97""","=""5s.6p""","=""3P*""","=""2""","=""5s.16s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""""","=""""","=""243.3946""","=""0.0008""","=""""","=""7.e+05""",D+,"=""105565.283""","=""146638.37""","=""5p2""","=""3P""","=""2""","=""5s.9f""","=""1F*""","=""3""",,"=""T9131""","=""""",
"=""244.2471""","=""0.0012""","=""244.2480""","=""0.0011""","=""67""","=""""",,"=""107662.707""","=""148592.29""","=""5s.6p""","=""3P*""","=""0""","=""5s.13d""","=""3D""","=""2""",E2,"=""""","=""L3548c121""",
"=""244.2634""","=""0.0012""","=""244.2634""","=""0.0012""","=""110""","=""""",,"=""107662.707""","=""148589.72""","=""5s.6p""","=""3P*""","=""0""","=""5s.13d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""244.7886""","=""0.0012""","=""244.7893""","=""0.0003""","=""220""","=""1.0e+07""",D+,"=""102088.72""","=""142927.81""","=""5s.5d""","=""3D""","=""1""","=""5s.7f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c121""",
"=""245.1121""","=""0.0012""","=""245.1135""","=""0.0005""","=""2000""","=""""",,"=""102174.69""","=""142959.77""","=""5s.5d""","=""3D""","=""2""","=""5s.7f""","=""1F*""","=""3""",,"=""""","=""L3548c129""",
"=""245.1549""","=""0.0005""","=""245.1550""","=""0.0004""","=""36""","=""4.4e+05""",D+,"=""107662.707""","=""148440.88""","=""5s.6p""","=""3P*""","=""0""","=""5s.14s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""245.2910""","=""0.0012""","=""245.2912""","=""0.0003""","=""1400""","=""1.1e+07""",D+,"=""102174.69""","=""142930.22""","=""5s.5d""","=""3D""","=""2""","=""5s.7f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c129""",
"=""""","=""""","=""245.30571""","=""0.00024""","=""""","=""1.9e+06""",D+,"=""102174.69""","=""142927.81""","=""5s.5d""","=""3D""","=""2""","=""5s.7f""","=""3F*""","=""2""",,"=""T9131""","=""""",
"=""245.3229""","=""0.0012""","=""245.3227""","=""0.0011""","=""89""","=""""",,"=""107841.992""","=""148592.29""","=""5s.6p""","=""3P*""","=""1""","=""5s.13d""","=""3D""","=""2""",,"=""""","=""L3548c121""",
"=""245.3856""","=""0.0012""","=""245.3858""","=""0.0011""","=""92""","=""""",,"=""108430.337""","=""149170.15""","=""5s.6p""","=""3P*""","=""2""","=""5s.14d""","=""3D""","=""3""",,"=""""","=""L3548c121""",
"=""246.0188""","=""0.0018""","=""246.0198""","=""0.0009""","=""2500""","=""1.2e+07""",D+,"=""102308.397""","=""142943.23""","=""5s.5d""","=""3D""","=""3""","=""5s.7f""","=""3F*""","=""4""",,"=""T9131""","=""L3548c129""",
"=""""","=""""","=""246.0986""","=""0.0003""","=""""","=""1.3e+06""",D+,"=""102308.397""","=""142930.22""","=""5s.5d""","=""3D""","=""3""","=""5s.7f""","=""3F*""","=""3""",,"=""T9131""","=""""",
"=""246.1070""","=""0.0012""","=""246.1060""","=""0.0004""","=""33""","=""1.5e+06""",D+,"=""108430.337""","=""149050.95""","=""5s.6p""","=""3P*""","=""2""","=""5s.15s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""246.2378""","=""0.0012""","=""246.2377""","=""0.0004""","=""17""","=""1.2e+06""",D+,"=""107841.992""","=""148440.88""","=""5s.6p""","=""3P*""","=""1""","=""5s.14s""","=""3S""","=""1""",,"=""T9131""","=""L3548c129""",
"=""248.6152""","=""0.0012""","=""248.6141""","=""0.0009""","=""160""","=""5.e+05""",D,"=""63038.546""","=""103249.39""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""3P""","=""1""",,"=""T8104""","=""L3548c121""",
"=""248.8618""","=""0.0005""","=""248.8619""","=""0.0005""","=""120""","=""""",,"=""107662.707""","=""147833.52""","=""5s.6p""","=""3P*""","=""0""","=""5s.12d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""248.8953""","=""0.0012""","=""248.8953""","=""0.0012""","=""110""","=""""",,"=""108430.337""","=""148595.76""","=""5s.6p""","=""3P*""","=""2""","=""5s.13d""","=""3D""","=""3""",,"=""""","=""L3548c121""",
"=""249.6318""","=""0.0012""","=""249.6315""","=""0.0009""","=""81""","=""""",,"=""107841.992""","=""147888.97""","=""5s.6p""","=""3P*""","=""1""","=""5s.12d""","=""1D""","=""2""",,"=""""","=""L3548c121""",
"=""249.8591""","=""0.0012""","=""249.8588""","=""0.0004""","=""93""","=""2.1e+06""",D+,"=""108430.337""","=""148440.88""","=""5s.6p""","=""3P*""","=""2""","=""5s.14s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""249.9353""","=""0.0012""","=""249.9354""","=""0.0012""","=""32""","=""""",,"=""107841.992""","=""147840.27""","=""5s.6p""","=""3P*""","=""1""","=""5s.12d""","=""3D""","=""3""",E2,"=""""","=""L3548c121""",
"=""249.9600""","=""0.0012""","=""249.9603""","=""0.0011""","=""110""","=""""",,"=""107841.992""","=""147836.29""","=""5s.6p""","=""3P*""","=""1""","=""5s.12d""","=""3D""","=""2""",,"=""""","=""L3548c121""",
"=""250.1002""","=""0.0005""","=""250.1003""","=""0.0004""","=""67""","=""6.e+05""",D+,"=""107662.707""","=""147634.61""","=""5s.6p""","=""3P*""","=""0""","=""5s.13s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""250.8157""","=""0.0019""","=""250.8159""","=""0.0019""","=""53""","=""""",,"=""109780.221""","=""149638.1""","=""5s.6p""","=""1P*""","=""1""","=""5s.15d""","=""1D""","=""2""",,"=""""","=""L3548c121""",
"=""250.9320""","=""0.0005""","=""250.9320""","=""0.0004""","=""13""","=""""",,"=""107841.992""","=""147681.43""","=""5s.6p""","=""3P*""","=""1""","=""5s.13s""","=""1S""","=""0""",,"=""""","=""L3548c121""",
"=""251.2274""","=""0.0009""","=""251.2272""","=""0.0004""","=""96""","=""1.7e+06""",D+,"=""107841.992""","=""147634.61""","=""5s.6p""","=""3P*""","=""1""","=""5s.13s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""251.4082""","=""0.0013""","=""251.4082""","=""0.0013""","=""28""","=""8.e+05""",E,"=""109780.221""","=""149544.20""","=""5s.6p""","=""1P*""","=""1""","=""5s.16s""","=""1S""","=""0""",,"=""T9131""","=""L3548c121""",
"=""253.6671""","=""0.0019""","=""253.6669""","=""0.0012""","=""400""","=""""",,"=""108430.337""","=""147840.27""","=""5s.6p""","=""3P*""","=""2""","=""5s.12d""","=""3D""","=""3""",,"=""""","=""L3548c127""",
"=""254.3953""","=""0.0019""","=""254.3955""","=""0.0019""","=""100""","=""9.e+05""",E,"=""109780.221""","=""149077.3""","=""5s.6p""","=""1P*""","=""1""","=""5s.15s""","=""1S""","=""0""",,"=""T9131""","=""L3548c127""",
"=""254.5747""","=""0.0013""","=""254.57185""","=""0.00010""","=""490""","=""""",,"=""63038.546""","=""102308.397""","=""5s.5p""","=""1P*""","=""1""","=""5s.5d""","=""3D""","=""3""",E2,"=""""","=""L3548c127""",
"=""254.9978""","=""0.0013""","=""254.9977""","=""0.0004""","=""300""","=""2.9e+06""",D+,"=""108430.337""","=""147634.61""","=""5s.6p""","=""3P*""","=""2""","=""5s.13s""","=""3S""","=""1""",,"=""T9131""","=""L3548c127""",
"=""255.3345""","=""0.0008""","=""255.3347""","=""0.0006""","=""15""","=""""",,"=""107662.707""","=""146815.24""","=""5s.6p""","=""3P*""","=""0""","=""5s.11d""","=""3D""","=""2""",E2,"=""""","=""L3548c121""",
"=""255.3525""","=""0.0020""","=""255.3526""","=""0.0005""","=""51""","=""""",,"=""107662.707""","=""146812.50""","=""5s.6p""","=""3P*""","=""0""","=""5s.11d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""255.4436""","=""0.0013""","=""255.44164""","=""0.00016""","=""1100""","=""1.5e+06""",D+,"=""63038.546""","=""102174.69""","=""5s.5p""","=""1P*""","=""1""","=""5s.5d""","=""3D""","=""2""",,"=""T8104""","=""L3548c127""",
"=""""","=""""","=""255.8956""","=""0.0006""","=""m""","=""3.6e+06""",E,"=""97030.212""","=""136096.93""","=""5s.6s""","=""1S""","=""0""","=""5s.8p""","=""1P*""","=""1""",,"=""T7081""","=""L3548""",
"=""""","=""""","=""256.0040""","=""0.0003""","=""m""","=""1.2e+06""",D+,"=""63038.546""","=""102088.72""","=""5s.5p""","=""1P*""","=""1""","=""5s.5d""","=""3D""","=""1""",,"=""T8104""","=""L17265""",
"=""256.4738""","=""0.0013""","=""256.4741""","=""0.0009""","=""19""","=""""",,"=""107841.992""","=""146820.60""","=""5s.6p""","=""3P*""","=""1""","=""5s.11d""","=""3D""","=""3""",E2,"=""""","=""L3548c121""",
"=""256.5098""","=""0.0013""","=""256.5094""","=""0.0006""","=""47""","=""""",,"=""107841.992""","=""146815.24""","=""5s.6p""","=""3P*""","=""1""","=""5s.11d""","=""3D""","=""2""",,"=""""","=""L3548c121""",
"=""256.5265""","=""0.0013""","=""256.5274""","=""0.0005""","=""14""","=""""",,"=""107841.992""","=""146812.50""","=""5s.6p""","=""3P*""","=""1""","=""5s.11d""","=""3D""","=""1""",,"=""""","=""L3548c121""",
"=""257.1603""","=""0.0008""","=""257.16131""","=""0.00020""","=""150""","=""9.e+05""",D+,"=""107662.707""","=""146537.16""","=""5s.6p""","=""3P*""","=""0""","=""5s.12s""","=""3S""","=""1""",,"=""T9131""","=""L3548c127""",
"=""257.3200""","=""0.0013""","=""257.3191""","=""0.0009""","=""95""","=""""",,"=""109780.221""","=""148630.83""","=""5s.6p""","=""1P*""","=""1""","=""5s.13d""","=""1D""","=""2""",,"=""""","=""L3548c127""",
"=""257.4464""","=""0.0005""","=""257.4464""","=""0.0003""","=""28""","=""4.0e+05""",E,"=""97030.212""","=""135861.62""","=""5s.6s""","=""1S""","=""0""","=""5s.8p""","=""3P*""","=""1""",,"=""T7081""","=""L3548c121""",
"=""258.3523""","=""0.0013""","=""258.35288""","=""0.00020""","=""220""","=""2.7e+06""",D+,"=""107841.992""","=""146537.16""","=""5s.6p""","=""3P*""","=""1""","=""5s.12s""","=""3S""","=""1""",,"=""T9131""","=""L3548c127""",
"=""""","=""""","=""258.6696""","=""0.0011""","=""""","=""1.3e+05""",D+,"=""102174.69""","=""140822.48""","=""5s.5d""","=""3D""","=""2""","=""5s.9p""","=""3P*""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""258.6825""","=""0.0004""","=""""","=""1.9e+05""",D+,"=""102088.72""","=""140734.59""","=""5s.5d""","=""3D""","=""1""","=""5s.9p""","=""3P*""","=""1""",,"=""T9131""","=""""",
"=""""","=""""","=""258.81""","=""0.11""","=""""","=""9.e+05""",D+,"=""102088.72""","=""[140716]""","=""5s.5d""","=""3D""","=""1""","=""5s.9p""","=""3P*""","=""0""",,"=""T9131""","=""""",
"=""259.1946""","=""0.0013""","=""259.1946""","=""0.0013""","=""220""","=""1.4e+06""",D+,"=""63038.546""","=""101608.06""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""3P""","=""0""",,"=""T8104""","=""L3548c127""",
"=""""","=""""","=""259.5677""","=""0.0011""","=""""","=""7.e+05""",D+,"=""102308.397""","=""140822.48""","=""5s.5d""","=""3D""","=""3""","=""5s.9p""","=""3P*""","=""2""",,"=""T9131""","=""""",
"=""259.8754""","=""0.0014""","=""259.8753""","=""0.0006""","=""700""","=""1.8e+07""",D,"=""97628.436""","=""136096.93""","=""5s.5d""","=""1D""","=""2""","=""5s.8p""","=""1P*""","=""1""",,"=""T7081""","=""L3548c127""",
"=""260.4046""","=""0.0014""","=""260.4049""","=""0.0009""","=""540""","=""""",,"=""108430.337""","=""146820.60""","=""5s.6p""","=""3P*""","=""2""","=""5s.11d""","=""3D""","=""3""",,"=""""","=""L3548c127""",
"=""260.4413""","=""0.0014""","=""260.4413""","=""0.0006""","=""160""","=""""",,"=""108430.337""","=""146815.24""","=""5s.6p""","=""3P*""","=""2""","=""5s.11d""","=""3D""","=""2""",,"=""""","=""L3548c127""",
"=""260.4596""","=""0.0014""","=""260.4599""","=""0.0005""","=""45""","=""""",,"=""108430.337""","=""146812.50""","=""5s.6p""","=""3P*""","=""2""","=""5s.11d""","=""3D""","=""1""",,"=""""","=""L3548c127""",
"=""261.4755""","=""0.0014""","=""261.4748""","=""0.0003""","=""160""","=""2.2e+06""",E,"=""97628.436""","=""135861.62""","=""5s.5d""","=""1D""","=""2""","=""5s.8p""","=""3P*""","=""1""",,"=""T7081""","=""L3548c127""",
"=""262.3282""","=""0.0014""","=""262.3287""","=""0.0010""","=""430""","=""""",,"=""109780.221""","=""147888.97""","=""5s.6p""","=""1P*""","=""1""","=""5s.12d""","=""1D""","=""2""",,"=""""","=""L3548c127""",
"=""262.3435""","=""0.0014""","=""262.34193""","=""0.00021""","=""440""","=""4.5e+06""",D+,"=""108430.337""","=""146537.16""","=""5s.6p""","=""3P*""","=""2""","=""5s.12s""","=""3S""","=""1""",,"=""T9131""","=""L3548c127""",
"=""263.7647""","=""0.0014""","=""263.7652""","=""0.0005""","=""9""","=""8.e+05""",E,"=""109780.221""","=""147681.43""","=""5s.6p""","=""1P*""","=""1""","=""5s.13s""","=""1S""","=""0""",,"=""T9131""","=""L3548c122""",
"=""264.0920""","=""0.0014""","=""264.0915""","=""0.0004""","=""4""","=""7.e+04""",D+,"=""109780.221""","=""147634.61""","=""5s.6p""","=""1P*""","=""1""","=""5s.13s""","=""3S""","=""1""",,"=""T9131""","=""L3548c121""",
"=""264.9960""","=""0.0014""","=""264.9974""","=""0.0004""","=""42""","=""""",,"=""107662.707""","=""145387.70""","=""5s.6p""","=""3P*""","=""0""","=""5s.10d""","=""3D""","=""2""",E2,"=""""","=""L3548c127""",
"=""265.0296""","=""0.0011""","=""265.0304""","=""0.0003""","=""500""","=""8.e+06""",D+,"=""107662.707""","=""145382.99""","=""5s.6p""","=""3P*""","=""0""","=""5s.10d""","=""3D""","=""1""",,"=""T9131""","=""L3548c127""",
"=""265.4708""","=""0.0014""","=""265.4719""","=""0.0004""","=""36""","=""""",,"=""107841.992""","=""145499.56""","=""5s.6p""","=""3P*""","=""1""","=""5s.10d""","=""1D""","=""2""",,"=""""","=""L3548c121""",
"=""266.2636""","=""0.0014""","=""266.2628""","=""0.0004""","=""1100""","=""1.0e+07""",D+,"=""107841.992""","=""145387.70""","=""5s.6p""","=""3P*""","=""1""","=""5s.10d""","=""3D""","=""2""",,"=""T9131""","=""L3548c127""",
"=""""","=""""","=""266.2962""","=""0.0003""","=""""","=""5.4e+06""",D+,"=""107841.992""","=""145382.99""","=""5s.6p""","=""3P*""","=""1""","=""5s.10d""","=""3D""","=""1""",,"=""T9131""","=""""",
"=""266.8421""","=""0.0014""","=""266.8434""","=""0.0005""","=""150""","=""""",,"=""102088.72""","=""139552.75""","=""5s.5d""","=""3D""","=""1""","=""5s.6f""","=""3F*""","=""3""",E2,"=""""","=""L3548c127""",
"=""266.8658""","=""0.0014""","=""266.8671""","=""0.0006""","=""690""","=""1.8e+07""",D,"=""102088.72""","=""139549.42""","=""5s.5d""","=""3D""","=""1""","=""5s.6f""","=""3F*""","=""2""",,"=""T7081""","=""L3548c127""",
"=""267.2175""","=""0.0014""","=""267.2184""","=""0.0006""","=""360""","=""""",,"=""102174.69""","=""139586.14""","=""5s.5d""","=""3D""","=""2""","=""5s.6f""","=""1F*""","=""3""",,"=""""","=""L3548c127""",
"=""267.3508""","=""0.0014""","=""267.3526""","=""0.0010""","=""85""","=""""",,"=""102174.69""","=""139567.37""","=""5s.5d""","=""3D""","=""2""","=""5s.6f""","=""3F*""","=""4""",E2,"=""""","=""L3548c127""",
"=""267.4565""","=""0.0014""","=""267.4571""","=""0.0005""","=""770""","=""1.9e+07""",C+,"=""102174.69""","=""139552.75""","=""5s.5d""","=""3D""","=""2""","=""5s.6f""","=""3F*""","=""3""",,"=""T7081""","=""L3548c127""",
"=""267.4797""","=""0.0014""","=""267.4810""","=""0.0006""","=""85""","=""3.4e+06""",D+,"=""102174.69""","=""139549.42""","=""5s.5d""","=""3D""","=""2""","=""5s.6f""","=""3F*""","=""2""",,"=""T7081""","=""L3548c127""",
