obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
246.372,246.37005+,40589.1,130,,,9778.986,50368.336,4f.(2F*).6s2,2F*,5/2,4f.6s.(3F*).6p,,7/2,6,8,,,L3475,
251.927,251.93498+,39694.1,110,,,12365.806,52058.587,4f.(2F*).5d2.(3F),2H*,9/2,4f.6s.(3F*).6p,2G,9/2,10,10,,,L3475,
254.944,254.94793+,39224.2,200,,,11340.598,50564.294,4f.(2F*).5d2.(3P),4F*,7/2,5d.(2D).6s2?,,5/2,8,6,,,L3475,
265.180,265.17958+,37710.2,340,,,9778.986,47489.280,4f.(2F*).6s2,2F*,5/2,5d2.(1G).6s,2G,7/2,6,8,,,L3475,
270.768,270.76854+,36931.9,120,,,4266.397,41198.309,4f.5d.(3G*).6s,*,7/2,5d2.(3F).6s,2F,5/2,8,6,,,L3475,
272.419,272.41909+,36708.2,120,,,11949.189,48657.336,4f.5d.(3G*).6s,*,7/2,5d3,2F,7/2,8,8,,,L3475,
274.277,274.28336+,36459.5,110,,,11007.799,47466.445,4f.(2F*).5d2.(3P),4F*,3/2,5d2.(1D).6s,,5/2,4,6,,,L3475,
275.170,275.17130+,36341.1,100,,,5651.357,41992.356,4f.5d.(3H*).6s,4H*,11/2,4f.5d.(1H*).6p,2I,13/2,12,14,,,L3475,
276.224,276.22358+,36202.6,150,,,0.000,36202.557,4f.(2F*).5d2.(3F),4H*,7/2,4f.6s.(3F*).6p,4G,9/2,8,10,,,L3475,
278.509,278.50877+,35905.5,120,,,8175.863,44081.375,4f.5d.(3D*).6s,4D*,5/2,5d2.(3P).6s,4P,3/2,6,4,,,L3475,
278.617,278.61633+,35891.5,100,,,12260.088,48151.739,4f.(2F*).6s2,*,7/2,5d2.(1G).6s,2G,9/2,8,10,,,L3475,
279.135,279.13404+,35824.9,100,,,7818.147,43643.230,4f.5d.(3D*).6s,4D*,3/2,5d2.(3P).6s,4P,1/2,4,2,,,L3475,
279.224,279.22340+,35813.5,140,,,9316.912,45130.529,4f2.(3H).5d,4G,7/2,4f3,4F*,5/2,8,6,,,L3475,
283.173,283.17288+,35314.1,270,,,7259.075,42573.191,4f.5d.(3F*).6s,*,7/2,5d2.(3F).6s,2F,7/2,8,8,,,L3475,
283.414,283.40920+,35284.0,100i*,,,8175.863,43460.533,4f.5d.(3D*).6s,4D*,5/2,4f.5d.(1P*).6p,2D,5/2,6,6,,,L3475,
283.414,283.41346+,35284.0,100i*,,,10314.162,45598.301,4f2.(3H).5d,4G,9/2,4f3,4F*,7/2,10,8,,,L3475,
287.498,287.49225+,34782.8,250,,,3745.475,38529.021,4f.(2F*).5d2.(3F),4D*,3/2,4f.5d.(3D*).6p,,5/2,4,6,,,L3475,
290.927,290.92740+,34372.9,110,,,4459.872,38832.709,4f.5d.(3F*).6s,4F*,7/2,4f.6s.(3F*).6p,,5/2,8,6,,,L3475,
291.952,291.95196+,34252.2,100,,,2641.559,36893.770,4f.5d.(1G*).6s,*,7/2,4f.6s.(1F*).6p,,7/2,8,8,,,L3475,
295.680,295.68031+,33820.3,120,,,2382.246,36202.557,4f.5d.(1G*).6s,*,9/2,4f.6s.(3F*).6p,4G,9/2,10,10,,,L3475,
296.567,296.56670+,33719.2,110,,,5675.763,39394.990,4f.5d.(3F*).6s,4F*,9/2,4f.5d.(3P*).6p,,7/2,10,8,,,L3475,
297.345,297.34551+,33631.0,100,,,4910.963,38541.873,4f.5d.(3H*).6s,*,11/2,5d3,,9/2,12,10,,,L3475,
297.778,297.77722+,33582.1,400,,,4266.397,37848.550,4f.5d.(3G*).6s,*,7/2,5d2.(3F).6s,4F,5/2,8,6,,,L3475,
297.833,297.83288+,33575.9,150,,,5819.113,39394.990,4f.5d.(3G*).6s,*,9/2,4f.5d.(3P*).6p,,7/2,10,8,,,L3475,
