obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
80.510,,124208,10w,,,,,,,,,,,1,1,,,L3541,
82.052,,121874,20w,,,,,,,,,,,1,1,,,L3541,
84.372,84.3719,118523,20w,7.05e+07,D,0.00,118522.86,3s2.3p,2P*,1/2,3s2.6d,2D,3/2,2,4,,T7166,L3541,
84.577,84.5769,118235,40w,1.42e+07,E,287.24,118522.86,3s2.3p,2P*,3/2,3s2.6d,2D,3/2,4,4,,T7166,L3541,
85.014,,117628,10,,,,,,,,,,,1,1,,,L3541,
88.972,88.9723,112395,100,1.43e+08,D+,0.00,112394.56,3s2.3p,2P*,1/2,3s2.5d,2D,3/2,2,4,,T7166,L3541,
89.200,89.2002,112108,200,2.88e+07,D,287.24,112394.56,3s2.3p,2P*,3/2,3s2.5d,2D,3/2,4,4,,T7166,L3541,
89.941,89.9406,111184,10,4.63e+07,D,0.00,111184.46,3s2.3p,2P*,1/2,3s2.6s,2S,1/2,2,2,,T7166,L3541,
90.174,90.1736,110897,20,9.23e+07,D,287.24,111184.46,3s2.3p,2P*,3/2,3s2.6s,2S,1/2,4,2,,T7166,L3541,
91.301,,109528,10,,,,,,,,,,,1,1,,,L3541,
91.385,,109427,20,,,,,,,,,,,1,1,,,L3541,
92.981,,107549,20,,,,,,,,,,,1,1,,,L3541,
98.987,98.9873,101023,100,6.81e+08,C+,0.00,101023.05,3s2.3p,2P*,1/2,3s2.4d,2D,3/2,2,4,,T2510,L3541,
99.268,99.2683,100737,200,7.11e+08,C+,287.24,101024.35,3s2.3p,2P*,3/2,3s2.4d,2D,5/2,4,6,,T7166,L3541,
,99.2696,100735.8,,1.18e+08,D+,287.24,101023.05,3s2.3p,2P*,3/2,3s2.4d,2D,3/2,4,4,,T7166,,
102.070,102.0699,97972,25,8.91e+07,D,0.00,97972.09,3s2.3p,2P*,1/2,3s2.5s,2S,1/2,2,2,,T7166,L3541,
102.369,102.3700,97686,50,1.77e+08,D+,287.24,97972.09,3s2.3p,2P*,3/2,3s2.5s,2S,1/2,4,2,,T7166,L3541,
105.705,,94603,30,,,,,,,,,,,1,1,,,L3541,
105.750,,94563,15,,,,,,,,,,,1,1,,,L3541,
112.744,,88697,20w,,,,,,,,,,,1,1,,,L3541,
112.791,,88660,40w,,,,,,,,,,,1,1,,,L3541,
119.042,119.0416,84004,100,6.53e+08,C+,0.00,84004.26,3s2.3p,2P*,1/2,3s.3p2,2P,3/2,2,4,,c22,L3541,
119.328,119.3290,83803,200,2.69e+09,B,0.00,83801.95,3s2.3p,2P*,1/2,3s.3p2,2P,1/2,2,2,,c22,L3541,
119.450,119.4500,83717,250,3.45e+09,B,287.24,84004.26,3s2.3p,2P*,3/2,3s.3p2,2P,3/2,4,4,,c22,L3541,
119.739,119.7394,83515,100,1.40e+09,C+,287.24,83801.95,3s2.3p,2P*,3/2,3s.3p2,2P,1/2,4,2,,c22,L3541,
121.612,,82229,10w,,,,,,,,,,,1,1,,,L3541,
,122.2276,81814.6,,2.45e+08,D,42824.29,124638.9,3s.3p2,4P,1/2,3s.3p.(3P*).3d,4P*,1/2,2,2,,"T6527c4,LS",,
,122.2624,81791.3,,6.14e+08,C,42824.29,124615.6,3s.3p2,4P,1/2,3s.3p.(3P*).3d,4P*,3/2,2,4,,"T6527c4,LS",,
,122.3896,81706.3,,1.24e+09,C+,42932.62,124638.9,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4P*,1/2,4,2,,T1533,,
122.391,,81705,20,,,,,,,,,,,1,1,,,L3541,
122.425,122.4245,81683,20,6.72e+08,C+,42932.62,124615.6,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4P*,3/2,4,4,,T1533,L3541,
122.497,122.4968,81635,10,4.39e+08,C,42932.62,124567.4,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4P*,5/2,4,6,,"T6527c4,LS",L3541,
122.681,122.6798,81512,50,2.77e+09,C,42824.29,124337.3,3s.3p2,4P,1/2,3s.3p.(3P*).3d,4D*,1/2,2,2,,"T6527c4,LS",L3541,
122.689,122.6878,81507,20,6.55e+08,C,43107.91,124615.6,3s.3p2,4P,5/2,3s.3p.(3P*).3d,4P*,3/2,6,4,,"T6527c4,LS",L3541,
122.699,122.6979,81500,40,1.39e+09,C,42824.29,124325.3,3s.3p2,4P,1/2,3s.3p.(3P*).3d,4D*,3/2,2,4,,"T6527c4,LS",L3541,
122.760,122.7604,81460,100,1.46e+09,B,43107.91,124567.4,3s.3p2,4P,5/2,3s.3p.(3P*).3d,4P*,5/2,6,6,,T1533,L3541,
122.844,122.8431,81404,10,5.53e+08,D+,42932.62,124337.3,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4D*,1/2,4,2,,"T6527c4,LS",L3541,
122.862,122.8612,81392,25,1.77e+09,C,42932.62,124325.3,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4D*,3/2,4,4,,"T6527c4,LS",L3541,
122.875,122.8739,81384,150,2.32e+09,C+,42932.62,124316.9,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4D*,5/2,4,6,,"T6527c4,LS",L3541,
122.939,122.9383,81341,200,2.25e+09,B,43107.91,124449.5,3s.3p2,4P,5/2,3s.3p.(3P*).3d,4D*,7/2,6,8,,T1533,L3541,
,123.0749,81251.3,,1.18e-02,E,0.00,81251.32,3s2.3p,2P*,1/2,3s2.4p,2P*,3/2,2,4,M1,c22,,
,123.0749,81251.3,,2.15e+03,B,0.00,81251.32,3s2.3p,2P*,1/2,3s2.4p,2P*,3/2,2,4,E2,c22,,
