obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""366.3919""","=""0.0004""","=""366.39143""","=""0.00017""","=""100p""","=""""",,"=""82972.777""","=""110258.220""","=""5d7.6s.6p""","=""82972*""","=""3/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""366.51680""","=""0.00020""","=""366.51676""","=""0.00012""","=""550""","=""""",,"=""74241.517""","=""101517.630""","=""5d7.6s.6p""","=""74241*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""366.8032""","=""0.0020""","=""366.80318""","=""0.00012""","=""5""","=""""",,"=""36484.069""","=""63738.884""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""",,"=""""","=""L11529""",
"=""367.4883""","=""0.0004""","=""367.4909""","=""0.0003""","=""13bl(Pt I)""","=""""",,"=""42031.892""","=""69235.707""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d8.(3P).6p""","=""(1,1/2)*""","=""1/2""",,"=""""","=""L11529c153""",
"=""367.5523""","=""0.0004""","=""367.55240""","=""0.00018""","=""84bl(Pt I)""","=""""",,"=""73999.874""","=""101199.134""","=""5d7.6s.6p""","=""73999*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""367.73943""","=""0.00020""","=""367.73931""","=""0.00015""","=""19""","=""""",,"=""82972.777""","=""110158.213""","=""5d7.6s.6p""","=""82972*""","=""3/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""369.66518""","=""0.00020""","=""369.66522""","=""0.00016""","=""11""","=""""",,"=""78043.083""","=""105086.890""","=""5d7.6s.6p""","=""78043*""","=""7/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""370.01460""","=""0.00018""","=""370.01473""","=""0.00008""","=""9w""","=""""",,"=""34647.266""","=""61665.5284""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""",,"=""""","=""L10146""",
"=""370.84726""","=""0.00020""","=""370.84716""","=""0.00012""","=""360""","=""""",,"=""74241.517""","=""101199.134""","=""5d7.6s.6p""","=""74241*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L10146""",
"=""371.66265""","=""0.00020""","=""371.66259""","=""0.00012""","=""180""","=""""",,"=""74619.157""","=""101517.630""","=""5d8.6p""","=""74619*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""371.7752""","=""0.0020""","=""371.7756""","=""0.0004""","=""4p""","=""""",,"=""77519.775""","=""104410.071""","=""5d7.6s.6p""","=""77519*""","=""9/2""","=""5d8.(3F).6d""","=""(4,3/2)""","=""11/2""",,"=""""","=""L11529""",
"=""372.0480""","=""0.0020""","=""372.05142""","=""0.00017""","=""3""","=""""",,"=""79092.198""","=""105962.560""","=""5d8.(3P).6p""","=""79092*""","=""3/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""373.0071""","=""0.0020""","=""373.0076""","=""0.0007""","=""5""","=""""",,"=""58491.285""","=""85292.77""","=""5d7.6s2""","=""2H""","=""9/2""","=""5d8.(1D).6p""","=""85292*""","=""7/2""",,"=""""","=""L11529,L9479""",
"=""373.54749""","=""0.00020""","=""373.54755""","=""0.00015""","=""10""","=""""",,"=""74754.886""","=""101517.630""","=""5d8.(3F).6p""","=""(2,3/2)*""","=""1/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""374.3691""","=""0.0020""","=""374.3703""","=""0.0004""","=""2""","=""""",,"=""82824.016""","=""109527.947""","=""5d8.(3F).6p""","=""82824*""","=""3/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""5/2""",,"=""""","=""L11529""",
"=""374.97265""","=""0.00020""","=""374.97273""","=""0.00011""","=""67""","=""""",,"=""69953.370""","=""96614.398""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""5/2""","=""5d8.(3F).7s""","=""(4,1/2)""","=""7/2""",,"=""""","=""L10146""",
"=""376.11624""","=""0.00020""","=""376.11617""","=""0.00013""","=""270""","=""""",,"=""74619.157""","=""101199.134""","=""5d8.6p""","=""74619*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L10146""",
"=""376.64273""","=""0.00014""","=""376.64292""","=""0.00009""","=""24""","=""""",,"=""34647.266""","=""61190.0708""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""",,"=""""","=""L10146""",
"=""376.74986""","=""0.00020""","=""376.74994""","=""0.00016""","=""3""","=""""",,"=""82972.777""","=""109508.042""","=""5d7.6s.6p""","=""82972*""","=""3/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""1/2""",,"=""""","=""L11529""",
"=""376.84051""","=""0.00014""","=""376.84047""","=""0.00007""","=""13c""","=""""",,"=""24879.522""","=""51408.413""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""7/2""",,"=""""","=""L10146""",
"=""377.0268""","=""0.0020""","=""377.0268""","=""0.0006""","=""3""","=""""",,"=""90173.30""","=""116689.079""","=""5d7.6s.6p""","=""90173*""","=""7/2""","=""5d7.6s.7s""","=""116689""","=""9/2""",,"=""""","=""L11529""",
"=""377.09638""","=""0.00014""","=""377.09760""","=""0.00013""","=""6""","=""""",,"=""37877.855""","=""64388.657""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""",,"=""""","=""L10146c153""",
"=""377.91922""","=""0.00020""","=""377.91932""","=""0.00010""","=""40""","=""""",,"=""74745.974""","=""101199.134""","=""5d8.6p""","=""74745*""","=""7/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L10146""",
"=""379.3258""","=""0.0020""","=""379.32638""","=""0.00017""","=""6""","=""""",,"=""79607.522""","=""105962.560""","=""5d7.6s.6p""","=""79607*""","=""5/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""379.45166""","=""0.00020""","=""379.45146""","=""0.00014""","=""10""","=""""",,"=""41434.119""","=""67780.470""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""7/2""",,"=""""","=""L11529""",
"=""380.6925""","=""0.0020""","=""380.69266""","=""0.00012""","=""5""","=""""",,"=""34647.266""","=""60907.720""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""9/2""",,"=""""","=""L11529""",
"=""381.75962""","=""0.00020""","=""381.75981""","=""0.00013""","=""22""","=""""",,"=""79607.522""","=""105794.571""","=""5d7.6s.6p""","=""79607*""","=""5/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""382.27531""","=""0.00020""","=""382.27529""","=""0.00012""","=""63l""","=""""",,"=""75365.892""","=""101517.630""","=""5d7.6s.6p""","=""75365*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""384.29632""","=""0.00020""","=""384.29642""","=""0.00015""","=""21""","=""""",,"=""75184.933""","=""101199.134""","=""5d8.(1G).6p""","=""(4,1/2)*""","=""7/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L10146""",
"=""385.0410""","=""0.0020""","=""385.0378""","=""0.0003""","=""7""","=""""",,"=""84182.738""","=""110146.852""","=""5d8.(1G).6p""","=""84182*""","=""9/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""385.45252""","=""0.00020""","=""385.45272""","=""0.00012""","=""43""","=""""",,"=""75581.466""","=""101517.630""","=""5d8.6p""","=""75581*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""386.98816""","=""0.00020""","=""386.98844""","=""0.00010""","=""14""","=""""",,"=""75365.892""","=""101199.134""","=""5d7.6s.6p""","=""75365*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""389.4329""","=""0.0020""","=""389.4356""","=""0.0006""","=""4""","=""""",,"=""91669.99""","=""117340.901""","=""5d7.6s.6p""","=""91669*""","=""7/2""","=""5d8.(1G).7s""","=""(4,1/2)""","=""9/2""",,"=""""","=""L11529""",
"=""390.2451""","=""0.0020""","=""390.24504""","=""0.00014""","=""73""","=""""",,"=""75581.466""","=""101199.134""","=""5d8.6p""","=""75581*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""390.5570""","=""0.0020""","=""390.5571""","=""0.0004""","=""8""","=""""",,"=""80197.371""","=""105794.571""","=""5d8.(1G).6p""","=""(4,3/2)*""","=""7/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""390.8749""","=""0.0020""","=""390.8738""","=""0.0003""","=""7""","=""""",,"=""80858.512""","=""106434.974""","=""5d7.6s.6p""","=""80858*""","=""5/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""394.8591""","=""0.0020""","=""394.8598""","=""0.0004""","=""5""","=""""",,"=""46046.461""","=""71364.741""","=""5d7.6s2""","=""4P""","=""1/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""3/2""",,"=""""","=""L11529""",
"=""397.00518""","=""0.00015""","=""397.00526""","=""0.00009""","=""26""","=""8.e+05""",D+,"=""36484.069""","=""61665.5284""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""",,"=""T8261""","=""L10146""",
"=""398.2259""","=""0.0020""","=""398.2295""","=""0.0003""","=""5""","=""""",,"=""80858.512""","=""105962.560""","=""5d7.6s.6p""","=""80858*""","=""5/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""399.8790""","=""0.0020""","=""399.88273""","=""0.00018""","=""6""","=""""",,"=""41434.119""","=""66434.382""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""7/2""",,"=""""","=""L11529""",
"=""401.37145""","=""0.00020""","=""401.37143""","=""0.00013""","=""570""","=""""",,"=""76610.092""","=""101517.630""","=""5d8.6p""","=""76610*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""401.4306""","=""0.0020""","=""401.43076""","=""0.00011""","=""9""","=""""",,"=""37877.855""","=""62781.7116""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""1/2""",,"=""""","=""L11529""",
"=""402.38152""","=""0.00016""","=""402.38153""","=""0.00010""","=""12""","=""4.e+04""",E,"=""29030.529""","=""53875.543""","=""5d8.6s""","=""2G""","=""7/2""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""9/2""",,"=""T4703n""","=""L10146""",
"=""403.41907""","=""0.00016""","=""403.41892""","=""0.00010""","=""27""","=""2.1e+05""",D,"=""32237.050""","=""57018.176""","=""5d8.6s""","=""2D""","=""3/2""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""",,"=""T4703n""","=""L10146""",
"=""404.1294""","=""0.0020""","=""404.1295""","=""0.0003""","=""34""","=""""",,"=""76461.582""","=""101199.134""","=""5d7.6s.6p""","=""76461*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""404.6461""","=""0.0007""","=""404.64564""","=""0.00011""","=""94bl,hfs""","=""1.7e+06""",D+,"=""36484.069""","=""61190.0708""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""",,"=""T8261""","=""L11529""",
"=""405.3111""","=""0.0020""","=""405.31102""","=""0.00025""","=""6""","=""""",,"=""71948.954""","=""96614.398""","=""5d7.(4F).6s.6p.(3P*)""","=""71948*""","=""5/2""","=""5d8.(3F).7s""","=""(4,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""406.16570""","=""0.00017""","=""406.16585""","=""0.00008""","=""45""","=""2.0e+05""",E,"=""29262.0099""","=""53875.543""","=""5d8.6s""","=""2G""","=""9/2""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""9/2""",,"=""T4703n""","=""L10146""",
"=""406.57042""","=""0.00020""","=""406.57041""","=""0.00013""","=""310""","=""""",,"=""76610.092""","=""101199.134""","=""5d8.6p""","=""76610*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L10146""",
"=""410.4728""","=""0.0020""","=""410.4710""","=""0.0015""","=""16""","=""""",,"=""64003.938""","=""88359.32""","=""5d7.6s2""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""88359*""","=""9/2""",,"=""""","=""L11529,L9479""",
"=""410.54612""","=""0.00017""","=""410.54613""","=""0.00010""","=""23""","=""""",,"=""32237.050""","=""56587.977""","=""5d8.6s""","=""2D""","=""3/2""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""3/2""",,"=""""","=""L10146""",
"=""414.82818""","=""0.00017""","=""414.82817""","=""0.00010""","=""27""","=""1.2e+05""",E,"=""32918.605""","=""57018.176""","=""5d8.6s""","=""2D""","=""5/2""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""",,"=""T4703n""","=""L10146""",
"=""416.9082""","=""0.0020""","=""416.9081""","=""0.0005""","=""130""","=""""",,"=""77538.29""","=""101517.630""","=""5d7.(4F).6s.6p.(3P*)""","=""77538*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""418.3068""","=""0.0020""","=""418.30735""","=""0.00025""","=""10""","=""""",,"=""82535.842""","=""106434.974""","=""5d7.6s.6p""","=""82535*""","=""5/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""419.0141""","=""0.0020""","=""419.0132""","=""0.0004""","=""14""","=""""",,"=""93482.030""","=""117340.901""","=""5d7.6s.6p""","=""93482*""","=""7/2""","=""5d8.(1G).7s""","=""(4,1/2)""","=""9/2""",,"=""""","=""L11529""",
"=""420.8599""","=""0.0020""","=""420.8628""","=""0.0004""","=""75""","=""""",,"=""77763.611""","=""101517.630""","=""5d8.(3P).6p""","=""77763*""","=""1/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""422.36790""","=""0.00020""","=""422.3645""","=""0.0004""","=""31*""","=""""",,"=""54373.519""","=""78043.083""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""78043*""","=""7/2""",,"=""""","=""L11529c153""",
"=""422.36790""","=""0.00020""","=""422.36796""","=""0.00011""","=""31*""","=""""",,"=""32918.605""","=""56587.977""","=""5d8.6s""","=""2D""","=""5/2""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""3/2""",,"=""""","=""L11529""",
"=""422.3839""","=""0.0020""","=""422.3849""","=""0.0005""","=""18""","=""""",,"=""86489.79""","=""110158.213""","=""5d7.6s.6p""","=""86489*""","=""5/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
