obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
67.5295,67.52870+,148083.4,3,,,0.00,148085.19,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).6d,2[1],3/2,4,4,,,L6925,
67.7666,67.76703+,147565.3,1,,,0.00,147564.38,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).8s,2[2],3/2,4,4,,,L6925,
68.0645,68.06061+,146919.5,,,,0.00,146927.86,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).6d,2[3],5/2,4,6,,,L6925,
69.2588,69.25932+,144386.0,1,,,0.00,144384.90,5s2.5p5,2P*,3/2,5s2.5p4.(3P<0>).6d,2[2],5/2,4,6,,,L6925,
69.9660,69.96437+,142926.6,0,,,0.00,142929.90,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).7s,2[1],1/2,4,2,,,L6925,
70.2342,70.23353+,142380.8,2,,,0.00,142382.13,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,4,4,,,L6925,
71.6129,71.61250+,139639.6,2,,,0.00,139640.43,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).6d,2[1],3/2,4,4,,,L6925,
71.8936,71.89368+,139094.4,3,,,0.00,139094.28,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).6d,2[3],5/2,4,6,,,L6925,
72.0839,72.08423+,138727.2,2,,,0.00,138726.59,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).6d,2[0],1/2,4,2,,,L6925,
72.4303,72.43092+,138063.8,2,,,0.00,138062.59,5s2.5p5,2P*,3/2,5s2.5p4.(1S<0>).5d,2[2],3/2,4,4,,,L6925,
73.2266,73.23104+,136562.4,2d*,,,0.00,136554.11,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).6d,2[1],1/2,4,2,,,L6925,
73.2266,73.22272+,136562.4,2d*,,,0.00,136569.63,5s2.5p5,2P*,3/2,5s2.5p4.(1S<0>).5d,2[2],5/2,4,6,,,L6925,
74.0406,74.04064+,135061.0,2,,,0.00,135060.97,5s2.5p5,2P*,3/2,5s2.5p4.(1D<2>).5d,2[0],1/2,4,2,,,L6925,
75.0815,75.08104+,133188.6,2,,,0.00,133189.42,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).7s,2[2],3/2,4,4,,,L6925,
75.5321,75.53276+,132394.0,0,,,10537.01,142929.90,5s2.5p5,2P*,1/2,5s2.5p4.(3P<1>).7s,2[1],1/2,2,2,,,L6925,
75.8508,75.84657+,131837.8,,,,10537.01,142382.13,5s2.5p5,2P*,1/2,5s2.5p4.(3P<1>).7s,2[1],3/2,2,4,,,L6925,
