obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
50.5013,0.0003,50.5012135,0.0000003,198014.7,0.5,,,1431.5831,199446.6269,3s2.3p5,2P*,1/2,3s2.3p4.(1D).4d,2P,1/2,2,2,,,L16202,
51.0554,0.0003,51.05564448,0.00000021,195865.7,1,,,0.0000,195864.7296,3s2.3p5,2P*,3/2,3s2.3p4.(1D).5s,2D,5/2,4,6,,,L16202,
51.4310,0.0003,51.43099883,0.00000024,194435.3,1,,,1431.5831,195866.8503,3s2.3p5,2P*,1/2,3s2.3p4.(1D).5s,2D,3/2,2,4,,,L16202,
51.8910,0.0003,51.8908889,0.0000006,192711.6,1,,,0.0000,192712.058,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,2D,3/2,4,4,,,L16202,
51.9329,0.0003,51.9326966,0.0000003,192556.2,1,,,0.0000,192556.9179,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,2D,5/2,4,6,,,L16202,
52.2791,0.0003,52.2792512,0.0000006,191281.0,1,,,1431.5831,192712.058,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4d,2D,3/2,2,4,,,L16202,
52.4683,0.0003,52.4680359,0.0000003,190591.3,1,,,0.0000,190592.2306,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,2P,3/2,4,4,,,L16202,
52.6497,0.0003,52.6496926,0.0000003,189934.6,1,,,0.0000,189934.6322,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,2P,1/2,4,2,,,L16202,
52.8640,0.0003,52.8651183,0.0000003,189164.6,0.5,,,1431.5831,190592.2306,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4d,2P,3/2,2,4,,,L16202,
53.0494,0.0003,53.0495398,0.0000003,188503.5,1p,,,1431.5831,189934.6322,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4d,2P,1/2,2,2,,,L16202,
53.3082,0.0003,53.30793365,0.00000023,187588.4,1,,,0.0000,187589.3383,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,2F,5/2,4,6,,,L16202,
53.5072,0.0003,53.50711322,0.00000026,186890.7,0.5,,,0.0000,186891.0393,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,4P,5/2,4,6,,,L16202,
53.7140,0.0003,53.7139625,0.0000003,186171.2,1,,,0.0000,186171.3330,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,4P,1/2,4,2,,,L16202,
53.7421,0.0003,53.74193325,0.00000023,186073.9,0.5p,,,0.0000,186074.4375,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,4F,5/2,4,6,,,L16202,
54.0804,0.0003,54.08066218,0.00000023,184909.9,0.5,,,1431.5831,186340.5616,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4d,4F,3/2,2,4,,,L16202,
54.1299,0.0003,54.1302021,0.0000003,184740.8,0.5,,,1431.5831,186171.3330,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4d,4P,1/2,2,2,,,L16202,
54.2911,0.0003,54.2912358,0.0000003,184192.3,2,,,0.0000,184191.7917,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,4D,1/2,4,2,,,L16202,
54.3205,0.0003,54.3203312,0.0000003,184092.6,2,,,0.0000,184093.1337,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2S,1/2,4,2,,,L16202,
54.3508,0.0006,54.3519575,0.0000003,183990.,"0bl,G",,,0.0000,183986.0137,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4d,4D,3/2,4,4,,,L16202,
54.3730,0.0003,54.37304927,0.00000024,183914.8,2,,,0.0000,183914.6440,3s2.3p5,2P*,3/2,3s2.3p4.(3P).5s,2P,1/2,4,2,,,L16202,
54.6175,0.0003,54.61768116,0.00000024,183091.5,2,,,0.0000,183090.8927,3s2.3p5,2P*,3/2,3s2.3p4.(3P).5s,2P,3/2,4,4,,,L16202,
54.7166,0.0003,54.7165057,0.0000003,182759.9,2,,,1431.5831,184191.7917,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4d,4D,1/2,2,2,,,L16202,
54.7456,0.0003,54.7460589,0.0000003,182663.1,2,,,1431.5831,184093.1337,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2S,1/2,2,2,,,L16202,
54.7992,0.0003,54.79960688,0.00000024,182484.4,0.5,,,1431.5831,183914.6440,3s2.3p5,2P*,1/2,3s2.3p4.(3P).5s,2P,1/2,2,2,,,L16202,
54.8781,0.0003,54.87807929,0.00000024,182222.1,2,,,0.0000,182222.1209,3s2.3p5,2P*,3/2,3s2.3p4.(3P).5s,4P,3/2,4,4,,,L16202,
55.0481,0.0003,55.04810088,0.00000024,181659.3,1,,,1431.5831,183090.8927,3s2.3p5,2P*,1/2,3s2.3p4.(3P).5s,2P,3/2,2,4,,,L16202,
55.0896,0.0003,55.09044596,0.00000024,181522.5,1,,,1431.5831,182951.2609,3s2.3p5,2P*,1/2,3s2.3p4.(3P).5s,4P,1/2,2,2,,,L16202,
55.3123,0.0003,55.31262931,0.00000024,180791.6,1,,,1431.5831,182222.1209,3s2.3p5,2P*,1/2,3s2.3p4.(3P).5s,4P,3/2,2,4,,,L16202,
55.5764,0.0003,55.5766008,0.0000004,179932.5,1,,,0.0000,179931.8393,3s2.3p5,2P*,3/2,3s2.3p4.(1S).3d,2D,3/2,4,4,,,L16202,
55.6817,0.0003,55.6816979,0.0000003,179592.2,2,,,0.0000,179592.2248,3s2.3p5,2P*,3/2,3s2.3p4.(1S).3d,2D,5/2,4,6,,,L16202,
56.0224,0.0003,56.0223286,0.0000004,178500.0,2,,,1431.5831,179931.8393,3s2.3p5,2P*,1/2,3s2.3p4.(1S).3d,2D,3/2,2,4,,,L16202,
57.2014,0.0003,57.2013628,0.0000007,174820.9,2,,,0.0000,174821.0098,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2P,1/2,4,2,,,L16202,
57.3364,0.0003,57.3361976,0.0000006,174409.3,2,,,0.0000,174409.8916,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2P,3/2,4,4,,,L16202,
57.6738,0.0003,57.6736436,0.0000007,173389.0,2,,,1431.5831,174821.0098,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2P,1/2,2,2,,,L16202,
57.8107,0.0003,57.8107168,0.0000006,172978.4,2,,,1431.5831,174409.8916,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2P,3/2,2,4,,,L16202,
57.8604,0.0003,57.8604410,0.0000006,172829.8,2,,,0.0000,172829.6539,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2D,3/2,4,4,,,L16202,
58.0264,0.0003,58.0263166,0.0000004,172335.4,3,,,0.0000,172335.5985,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2D,5/2,4,6,,,L16202,
58.3437,0.0003,58.3437139,0.0000006,171398.1,2,,,1431.5831,172829.6539,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2D,3/2,2,4,,,L16202,
59.7701,0.0003,59.7700114,0.0000003,167307.7,2,,,0.0000,167307.9822,3s2.3p5,2P*,3/2,3s2.3p4.(1S).4s,2S,1/2,4,2,,,L16202,
60.2858,0.0003,60.2858517,0.0000003,165876.5,2,,,1431.5831,167307.9822,3s2.3p5,2P*,1/2,3s2.3p4.(1S).4s,2S,1/2,2,2,,,L16202,
61.2371,0.0003,61.2371515,0.0000003,163299.7,5,,,0.0000,163299.5616,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2F,5/2,4,6,,,L16202,
66.1869,0.0003,66.1868943,0.0000004,151087.3,5,,,0.0000,151087.3128,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2D,5/2,4,6,,,L16202,
66.4563,0.0003,66.4562262,0.0000004,150474.8,4,,,0.0000,150474.9903,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2D,3/2,4,4,,,L16202,
66.6010,0.0003,66.6010859,0.0000004,150147.9,6,,,0.0000,150147.7021,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2F,5/2,4,6,,,L16202,
67.0948,0.0003,67.0945477,0.0000004,149042.8,5,,,1431.5831,150474.9903,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,2D,3/2,2,4,,,L16202,
67.1852,0.0003,67.1851265,0.0000004,148842.3,6,,,0.0000,148842.4674,3s2.3p5,2P*,3/2,3s2.3p4.(1D).4s,2D,5/2,4,6,,,L16202,
67.2856,0.0003,67.2856310,0.0000004,148620.2,2,,,0.0000,148620.1414,3s2.3p5,2P*,3/2,3s2.3p4.(1D).4s,2D,3/2,4,4,,,L16202,
67.6241,0.0003,67.6242496,0.0000004,147876.3,6,,,0.0000,147875.9477,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,4P,5/2,4,6,,,L16202,
67.7951,0.0003,67.7951792,0.0000004,147503.3,5,,,0.0000,147503.1134,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,4P,3/2,4,4,,,L16202,
67.9221,0.0003,67.9218387,0.0000005,147227.5,3,,,0.0000,147228.0521,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,4P,1/2,4,2,,,L16202,
67.9400,0.0003,67.9400635,0.0000004,147188.7,6,,,1431.5831,148620.1414,3s2.3p5,2P*,1/2,3s2.3p4.(1D).4s,2D,3/2,2,4,,,L16202,
68.6489,0.0003,68.6488404,0.0000004,145668.8,2,,,0.0000,145668.8845,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2P,3/2,4,4,,,L16202,
69.1038,0.0003,69.1037334,0.0000004,144709.8,1,,,0.0000,144709.9818,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2P,1/2,4,2,,,L16202,
69.3301,0.0003,69.3301934,0.0000004,144237.5,2,,,1431.5831,145668.8845,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,2P,3/2,2,4,,,L16202,
69.7489,0.0003,69.7489001,0.0000004,143371.4,2,,,0.0000,143371.4364,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,4F,3/2,4,4,,,L16202,
69.7940,0.0003,69.7941915,0.0000004,143278.8,2,,,1431.5831,144709.9818,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,2P,1/2,2,2,,,L16202,
69.8771,0.0003,69.8774517,0.0000004,143108.4,4,,,0.0000,143107.6801,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,4F,5/2,4,6,,,L16202,
70.4523,0.0003,70.4523766,0.0000004,141940.0,4,,,1431.5831,143371.4364,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,4F,3/2,2,4,,,L16202,
71.8091,0.0003,71.8089852,0.0000004,139258.1,4,9.5e+08,D,0.0000,139258.3389,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,1/2,4,2,,T997,L16202,
72.3361,0.0003,72.3360560,0.0000004,138243.6,5,2.3e+09,D,0.0000,138243.6444,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,3/2,4,4,,T997,L16202,
72.5550,0.0003,72.5548530,0.0000004,137826.5,4,1.9e+09,D,1431.5831,139258.3389,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,1/2,2,2,,T997,L16202,
73.09300,0.00003,73.0929708,0.0000004,136812.01,5,4.5e+08,D,1431.5831,138243.6444,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,3/2,2,4,,T997,L1317,
73.7457,0.0003,73.7453699,0.0000005,135601.1,1,3.8e+06,E,0.0000,135601.7336,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,1/2,4,2,,T997,L16202,
74.02691,0.00003,74.0269185,0.0000004,135086.01,10,3.1e+07,E,0.0000,135085.9958,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,3/2,4,4,,T997,L1317,
74.49251,0.00003,74.4924796,0.0000005,134241.68,8,,,0.0000,134241.7389,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,5/2,4,6,,,L1317,
74.53226,0.00003,74.5322262,0.0000005,134170.09,7,7.3e+06,E,1431.5831,135601.7336,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,4P,1/2,2,2,,T997,L1317,
74.8198,0.0003,74.8198267,0.0000004,133654.5,4,5.9e+06,E,1431.5831,135085.9958,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,4P,3/2,2,4,,T997,L16202,
75.4824,0.0003,75.4824042,0.0000005,132481.2,3,,,0.0000,132481.2068,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,4D,5/2,4,6,,,L16202,
76.2200,0.0003,76.2200091,0.0000005,131199.2,3,,,1431.5831,132630.7277,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,4D,3/2,2,4,,,L16202,
91.97810,0.00002,91.978096,0.000010,108721.53,10,1.4e+08,C,0.0000,108721.537,3s2.3p5,2P*,3/2,3s.3p6,2S,1/2,4,2,,T1137c62,L1317,
93.20538,0.00004,93.205371,0.000010,107289.94,10,6.7e+07,C,1431.5831,108721.537,3s2.3p5,2P*,1/2,3s.3p6,2S,1/2,2,2,,T1137c62,L1317,
126.8483,0.0003,126.8478758,0.0000021,78834.32,1,,,132737.7039,211572.2917,3s2.3p4.(3P).3d,4D,1/2,3s2.3p4.(3P<1>).6f,2[2]*,3/2,2,4,,,L16202,
128.0225,0.0003,128.022126,0.000023,78111.27,1,,,132327.3616,210438.859,3s2.3p4.(3P).3d,4D,7/2,3s2.3p4.(3P<2>).6f,2[4]*,9/2,8,10,,,L16202,
128.2620,0.0003,128.261190,0.000003,77965.41,1,,,132481.2068,210447.1140,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<2>).6f,2[4]*,7/2,6,8,,,L16202,
128.4793,0.0003,128.478588,0.000007,77833.55,1,,,132630.7277,210464.709,3s2.3p4.(3P).3d,4D,3/2,3s2.3p4.(3P<2>).6f,2[3]*,5/2,4,6,,,L16202,
134.8745,0.0003,134.8750323,0.0000011,74143.00,1,,,132481.2068,206623.9138,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<0>).5f,2[3]*,7/2,6,8,,,L16202,
135.1330,0.0003,135.1333258,0.0000011,74001.17,1,,,132630.7277,206631.7185,3s2.3p4.(3P).3d,4D,3/2,3s2.3p4.(3P<0>).5f,2[3]*,5/2,4,6,,,L16202,
135.4912,0.0003,135.4913845,0.0000009,73805.53,2,,,132327.3616,206132.7924,3s2.3p4.(3P).3d,4D,7/2,3s2.3p4.(3P<1>).5f,2[4]*,9/2,8,10,,,L16202,
135.7435,0.0003,135.7444859,0.0000009,73668.35,0,,,132481.2068,206149.0242,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<1>).5f,2[4]*,7/2,6,8,,,L16202,
136.0735,0.0003,136.0735846,0.0000009,73489.69,1,,,132630.7277,206120.3769,3s2.3p4.(3P).3d,4D,3/2,3s2.3p4.(3P<1>).5f,2[2]*,5/2,4,6,,,L16202,
136.3031,0.0003,136.3033451,0.0000017,73365.90,2,,,132737.7039,206103.4749,3s2.3p4.(3P).3d,4D,1/2,3s2.3p4.(3P<1>).5f,2[2]*,3/2,2,4,,,L16202,
137.6107,0.0003,137.6106157,0.0000009,72668.77,0.5,,,132327.3616,204996.1739,3s2.3p4.(3P).3d,4D,7/2,3s2.3p4.(3P<2>).5f,2[3]*,7/2,8,8,,,L16202,
137.6956,0.0003,137.6959719,0.0000009,72623.96,1,,,132327.3616,204951.1273,3s2.3p4.(3P).3d,4D,7/2,3s2.3p4.(3P<2>).5f,2[4]*,7/2,8,8,,,L16202,
137.7211,0.0003,137.7211556,0.0000009,72610.52,4,,,132327.3616,204937.8473,3s2.3p4.(3P).3d,4D,7/2,3s2.3p4.(3P<2>).5f,2[4]*,9/2,8,10,,,L16202,
137.7442,0.0003,137.7449813,0.0000013,72598.34,0,,,132481.2068,205079.1331,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<2>).5f,2[2]*,5/2,6,6,,,L16202,
137.9377,0.0003,137.9378085,0.0000010,72496.50,1,,,132481.2068,204977.6464,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<2>).5f,2[3]*,5/2,6,6,,,L16202,
137.9884,0.0003,137.9882844,0.0000010,72469.86,3,,,132481.2068,204951.1273,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<2>).5f,2[4]*,7/2,6,8,,,L16202,
138.0723,0.0003,138.0727577,0.0000011,72425.82,1,,,132630.7277,205056.3109,3s2.3p4.(3P).3d,4D,3/2,3s2.3p4.(3P<2>).5f,2[2]*,3/2,4,4,,,L16202,
138.2228,0.0003,138.2228874,0.0000010,72346.96,2,,,132630.7277,204977.6464,3s2.3p4.(3P).3d,4D,3/2,3s2.3p4.(3P<2>).5f,2[3]*,5/2,4,6,,,L16202,
138.2765,0.0003,138.2769997,0.0000015,72318.87,1,,,132737.7039,205056.3109,3s2.3p4.(3P).3d,4D,1/2,3s2.3p4.(3P<2>).5f,2[2]*,3/2,2,4,,,L16202,
139.6231,0.0003,139.62326,0.00010,71621.39,1,,,142186.3153,213807.62,3s2.3p4.(3P).3d,4F,9/2,3s2.3p4.(3P<2>).7f,2[5]*,11/2,10,12,,,L16202,
145.1879,0.0003,145.1874744,0.0000011,68876.26,1,,,142717.0965,211593.5615,3s2.3p4.(3P).3d,4F,7/2,3s2.3p4.(3P<1>).6f,2[4]*,9/2,8,10,,,L16202,
145.5484,0.0003,145.548445,0.000004,68705.67,1,,,143371.4364,212077.0827,3s2.3p4.(3P).3d,4F,3/2,3s2.3p4.(3P<0>).6f,2[3]*,5/2,4,6,,,L16202,
145.9875,0.0003,145.987827,0.000004,68499.02,1,,,143107.6801,211606.5420,3s2.3p4.(3P).3d,4F,5/2,3s2.3p4.(3P<1>).6f,2[4]*,7/2,6,8,,,L16202,
146.3155,0.0003,146.3155,0.0003,68345.46,2,,,142186.3153,210531.77,3s2.3p4.(3P).3d,4F,9/2,3s2.3p4.(3P<2>).6f,2[5]*,11/2,10,12,,,L16202,
146.4176,0.0003,146.41774,0.00004,68297.80,1,,,143371.4364,211669.17,3s2.3p4.(3P).3d,4F,3/2,3s2.3p4.(3P<1>).6f,2[3]*,5/2,4,6,,,L16202,
146.5153,0.0003,146.51469,0.00003,68252.26,1,,,142186.3153,210438.859,3s2.3p4.(3P).3d,4F,9/2,3s2.3p4.(3P<2>).6f,2[4]*,9/2,10,10,,,L16202,
146.6524,0.0006,146.6530251,0.0000009,68188.5,1,,,134241.7389,202429.8993,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).6p,4D*,7/2,6,8,,,L14821,
147.2594,0.0006,147.2593167,0.0000009,67907.4,1,,,134241.7389,202149.1571,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).6p,4P*,5/2,6,6,,,L14821,
147.4537,0.0003,147.453821,0.000015,67817.90,1,,,142717.0965,210534.939,3s2.3p4.(3P).3d,4F,7/2,3s2.3p4.(3P<2>).6f,2[5]*,9/2,8,10,,,L16202,
154.4177,0.0003,154.4177,0.0003,64759.42,2,,,154181.4942,218940.91,3s2.3p4.(1D).3d,2G,9/2,3s2.3p4.(1D<2>).5f,2[5]*,11/2,10,12,,,L16202,
154.4711,0.0003,154.4714798,0.0000019,64737.03,2,,,154204.0240,218940.8933,3s2.3p4.(1D).3d,2G,7/2,3s2.3p4.(1D<2>).5f,2[5]*,9/2,8,10,,,L16202,
154.7354,0.0003,154.73558,0.00003,64626.45,1,,,108721.537,173347.9158,3s.3p6,2S,1/2,3s2.3p4.(1D).4p,2D*,3/2,2,4,,,L16202,
155.7302,0.0003,155.730486,0.000004,64213.62,1,,,144709.9818,208923.4846,3s2.3p4.(3P).3d,2P,1/2,3s2.3p4.(1D<2>).4f,2[2]*,3/2,2,4,,,L16202,
155.9072,0.0003,155.9071042,0.0000015,64140.72,3,,,132481.2068,196621.9658,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<0>).4f,2[3]*,7/2,6,8,,,L16202,
156.0184,0.0003,156.01901,0.00003,64095.00,4,,,108721.537,172816.2926,3s.3p6,2S,1/2,3s2.3p4.(1D).4p,2P*,1/2,2,2,,,L16202,
156.2441,0.0003,156.2442072,0.0000022,64002.42,2,,,132630.7277,196633.1005,3s2.3p4.(3P).3d,4D,3/2,3s2.3p4.(3P<0>).4f,2[3]*,5/2,4,6,,,L16202,
156.3036,0.0003,156.3042979,0.0000017,63978.05,1,,,132327.3616,196305.1289,3s2.3p4.(3P).3d,4D,7/2,3s2.3p4.(3P<1>).4f,2[3]*,7/2,8,8,,,L16202,
156.5377,0.0003,156.5380795,0.0000017,63882.37,1*,,,144709.9818,208592.2016,3s2.3p4.(3P).3d,2P,1/2,3s2.3p4.(1D<2>).4f,2[1]*,3/2,2,4,,,L16202,
156.5377,0.0003,156.5390540,0.0000025,63882.37,1*,,,144709.9818,208591.8039,3s2.3p4.(3P).3d,2P,1/2,3s2.3p4.(1D<2>).4f,2[1]*,1/2,2,2,,,L16202,
156.6812,0.0003,156.6810636,0.0000017,63823.87,1,,,132481.2068,196305.1289,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<1>).4f,2[3]*,7/2,6,8,,,L16202,
156.7987,0.0003,156.7986942,0.0000010,63776.04,4,,,132327.3616,196103.4029,3s2.3p4.(3P).3d,4D,7/2,3s2.3p4.(3P<1>).4f,2[4]*,9/2,8,10,,,L16202,
157.1390,0.0003,157.1390750,0.0000012,63637.93,1,,,132481.2068,196119.1021,3s2.3p4.(3P).3d,4D,5/2,3s2.3p4.(3P<1>).4f,2[4]*,7/2,6,8,,,L16202,
157.4402,0.0003,157.4400656,0.0000015,63516.18,1,,,143107.6801,206623.9138,3s2.3p4.(3P).3d,4F,5/2,3s2.3p4.(3P<0>).5f,2[3]*,7/2,6,8,,,L16202,
157.4992,0.0003,157.49931,0.00003,63492.39,6,,,108721.537,172213.8798,3s.3p6,2S,1/2,3s2.3p4.(1D).4p,2P*,3/2,2,4,,,L16202,
157.5815,0.0003,157.5815374,0.0000015,63459.23,3,,,132630.7277,196089.9385,3s2.3p4.(3P).3d,4D,3/2,3s2.3p4.(3P<1>).4f,2[2]*,5/2,4,6,,,L16202,
157.6897,0.0003,157.6896675,0.0000010,63415.68,3,,,142717.0965,206132.7924,3s2.3p4.(3P).3d,4F,7/2,3s2.3p4.(3P<1>).5f,2[4]*,9/2,8,10,,,L16202,
157.8812,0.0003,157.881190,0.000003,63338.76,3,,,132737.7039,196076.4715,3s2.3p4.(3P).3d,4D,1/2,3s2.3p4.(3P<1>).4f,2[2]*,3/2,2,4,,,L16202,
158.0768,0.0003,158.0770693,0.0000015,63260.39,2,,,143371.4364,206631.7185,3s2.3p4.(3P).3d,4F,3/2,3s2.3p4.(3P<0>).5f,2[3]*,5/2,4,6,,,L16202,
158.0960,0.0003,158.096818,0.000004,63252.71,1,,,145668.8845,208921.2645,3s2.3p4.(3P).3d,2P,3/2,3s2.3p4.(1D<2>).4f,2[2]*,5/2,4,6,,,L16202,
158.3830,0.0003,158.3833271,0.0000010,63138.09,1,,,143107.6801,206245.6390,3s2.3p4.(3P).3d,4F,5/2,3s2.3p4.(3P<1>).5f,2[3]*,7/2,6,8,,,L16202,
158.6256,0.0003,158.6260595,0.0000010,63041.53,2,,,143107.6801,206149.0242,3s2.3p4.(3P).3d,4F,5/2,3s2.3p4.(3P<1>).5f,2[4]*,7/2,6,8,,,L16202,
