obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
297.5986,0.0005,297.59892+,33602.30,2hfs,,,113883.193,147485.466,4s.4d,3D,3,4s.5f,3F*,3,7,7,,,L12180,
298.5641,0.0009,298.5613+,33493.65,0,,,118429.967,151923.93,4s.5p,3P*,0,4s.8s,3S,1,1,3,,,L12180,
299.3527,0.0009,299.3522+,33405.41,0,,,118518.461,151923.93,4s.5p,3P*,1,4s.8s,3S,1,3,3,,,L12180,
301.2397,0.0005,301.2406+,33196.16,2hfs,,,118727.870,151923.93,4s.5p,3P*,2,4s.8s,3S,1,5,3,,,L12180,
303.34950,0.00003,303.34950+,32965.276,3,,,120550.431,153515.707,4s.5p,1P*,1,4s.7d,1D,2,3,5,,,L12180,
315.95142,0.00003,315.95142+,31650.435,2,,,120550.431,152200.866,4s.5p,1P*,1,4s.8s,1S,0,3,1,,,L12180,
337.58865,0.00008,337.58859+,29621.849,13hfs,,,107720.716,137342.570,4p2,1D,2,4s.4f,1F*,3,5,7,,,L12180,
337.6924,0.0002,337.69229+,29612.752,11hfs,,,107720.716,137333.474,4p2,1D,2,4s.4f,3F*,3,5,7,,,L12180,
343.7564,0.0002,343.7563+,29090.367,5hfs,,,118429.967,147520.34,4s.5p,3P*,0,4s.6d,3D,1,1,3,,,L12180,
344.7370,0.0001,344.7369+,29007.624,7hfs,,,118518.461,147526.09,4s.5p,3P*,1,4s.6d,3D,2,3,5,,,L12180,
344.8050,0.0003,344.8052+,29001.902,4hfs,,,118518.461,147520.34,4s.5p,3P*,1,4s.6d,3D,1,3,3,,,L12180,
347.13771,0.00008,347.13772+,28807.011,10hfs,,,118727.870,147534.881,4s.5p,3P*,2,4s.6d,3D,3,5,7,,,L12180,
347.2434,0.0003,347.2437+,28798.243,3hfs,,,118727.870,147526.09,4s.5p,3P*,2,4s.6d,3D,2,5,5,,,L12180,
347.307,0.003,347.3130+,28792.94,0,,,118727.870,147520.34,4s.5p,3P*,2,4s.6d,3D,1,5,3,,,L12180,
358.47051,0.00008,358.47050+,27896.298,7hfs,,,120550.431,148446.729,4s.5p,1P*,1,4s.6d,1D,2,3,5,,,L12180,
369.49126,0.00003,369.49128+,27064.2393,2hfs,,,118429.967,145494.205,4s.5p,3P*,0,4s.7s,3S,1,1,3,,,L12180,
370.70340,0.00003,370.70340+,26975.7441,4hfs,,,118518.461,145494.205,4s.5p,3P*,1,4s.7s,3S,1,3,3,,,L12180,
373.60364,0.00003,373.60363+,26766.3346,6hfs,,,118727.870,145494.205,4s.5p,3P*,2,4s.7s,3S,1,5,3,,,L12180,
392.56992,0.00003,392.56992+,25473.1693,3,,,120550.431,146023.600,4s.5p,1P*,1,4s.7s,1S,0,3,1,,,L12180,
425.23514,0.00009,425.2352+,23516.401,4hfs,,,113815.885,137332.285,4s.4d,3D,1,4s.4f,3F*,2,3,5,,,L12180,
425.5271,0.0002,425.5270+,23500.268,2hfs,,,113842.301,137342.570,4s.4d,3D,2,4s.4f,1F*,3,5,7,,,L12180,
425.6918,0.0001,425.6918+,23491.174,4hfs,,,113842.301,137333.474,4s.4d,3D,2,4s.4f,3F*,3,5,7,,,L12180,
425.7135,0.0004,425.7134+,23489.976,1hfs,,,113842.301,137332.285,4s.4d,3D,2,4s.4f,3F*,2,5,5,,,L12180,
426.2677,0.0006,426.2688+,23459.43,1hfs,,,113883.193,137342.570,4s.4d,3D,3,4s.4f,1F*,3,7,7,,,L12180,
426.32140,0.00007,426.3214+,23456.481,6hfs,,,113883.193,137339.674,4s.4d,3D,3,4s.4f,3F*,4,7,9,,,L12180,
426.4336,0.0004,426.4341+,23450.310,1hfs,,,113883.193,137333.474,4s.4d,3D,3,4s.4f,3F*,3,7,7,,,L12180,
470.649,0.003,470.650+,21247.27,0*,,,137332.285,158579.5,4s.4f,3F*,2,4s.8g,"(1/2,7/2)",3,5,7,,,L12180,
470.649,0.003,470.650+,21247.27,0*,,,137333.474,158580.7,4s.4f,3F*,3,4s.8g,"(1/2,9/2)",4,7,9,,,L12180,
470.784,0.003,470.783+,21241.18,0,,,137339.674,158580.9,4s.4f,3F*,4,4s.8g,"(1/2,9/2)",5,9,11,,,L12180,
470.851,0.003,470.851+,21238.15,0,,,137342.570,158580.7,4s.4f,1F*,3,4s.8g,"(1/2,9/2)",4,7,9,,,L12180,
472.039,0.003,472.0325+,21184.69,0,,,118518.461,139703.442,4s.5p,3P*,1,4s.5d,1D,2,3,5,,,L12180,
521.791,0.003,521.79+,19164.75,0,,,137157.524,156322.3,4s.5d,3D,1,4s.7f,3F*,2,3,5,,,L12180,
522.052,0.003,522.05+,19155.17,1,,,137168.592,156323.8,4s.5d,3D,2,4s.7f,3F*,3,5,7,,,L12180,
522.11111,0.00008,522.1111+,19153.011,10,,,120550.431,139703.442,4s.5p,1P*,1,4s.5d,1D,2,3,5,,,L12180,
522.4136,0.0003,522.414+,19141.921,1,,,137185.466,156327.39,4s.5d,3D,3,4s.7f,3F*,4,7,9,,,L12180,
522.561,0.003,522.56+,19136.51,1*,,,137332.285,156468.8,4s.4f,3F*,2,4s.7g,"(1/2,7/2)",3,5,7,,,L12180,
522.561,0.003,522.568+,19136.51,1*,,,137333.474,156469.75,4s.4f,3F*,3,4s.7g,"(1/2,9/2)",4,7,9,,,L12180,
522.589,0.003,522.59+,19135.48,1,,,137333.474,156468.9,4s.4f,3F*,3,4s.7g,"(1/2,7/2)",4,7,9,,,L12180,
522.744,0.003,522.74+,19129.80,1,,,137339.674,156469.5,4s.4f,3F*,4,4s.7g,"(1/2,9/2)",5,9,11,,,L12180,
522.820,0.003,522.816+,19127.06,1,,,137342.570,156469.75,4s.4f,1F*,3,4s.7g,"(1/2,9/2)",4,7,9,,,L12180,
533.9725,0.0001,533.9725+,18727.557,7hfs,,,118429.967,137157.524,4s.5p,3P*,0,4s.5d,3D,1,1,3,,,L12180,
536.18929,0.00009,536.1893+,18650.130,8hfs,,,118518.461,137168.592,4s.5p,3P*,1,4s.5d,3D,2,3,5,,,L12180,
536.5077,0.0001,536.5077+,18639.063,5hfs,,,118518.461,137157.524,4s.5p,3P*,1,4s.5d,3D,1,3,3,,,L12180,
541.78236,0.00006,541.7824+,18457.5963,10hfs,,,118727.870,137185.466,4s.5p,3P*,2,4s.5d,3D,3,5,7,,,L12180,
542.2782,0.0002,542.2781+,18440.719,5hfs,,,118727.870,137168.592,4s.5p,3P*,2,4s.5d,3D,2,5,5,,,L12180,
542.605,0.002,542.6038+,18429.62,1hfs,,,118727.870,137157.524,4s.5p,3P*,2,4s.5d,3D,1,5,3,,,L12180,
629.625,0.003,629.633+,15882.47,4*,,,137333.474,153215.74,4s.4f,3F*,3,4s.6g,"(1/2,9/2)",4,7,9,,,L12180,
629.625,0.003,629.63+,15882.47,4*,,,137332.285,153214.7,4s.4f,3F*,2,4s.6g,"(1/2,7/2)",3,5,7,,,L12180,
629.670,0.003,629.670+,15881.33,3,,,137333.474,153214.81,4s.4f,3F*,3,4s.6g,"(1/2,7/2)",4,7,9,,,L12180,
629.8838,0.0005,629.884+,15875.943,7hfs,,,137339.674,153215.62,4s.4f,3F*,4,4s.6g,"(1/2,9/2)",5,9,11,,,L12180,
629.9941,0.0006,629.994+,15873.165,5hfs,,,137342.570,153215.74,4s.4f,1F*,3,4s.6g,"(1/2,9/2)",4,7,9,,,L12180,
631.2113,0.0004,631.2114+,15842.555,4,,,137157.524,153000.078,4s.5d,3D,1,4s.6f,3F*,2,3,5,,,L12180,
631.595,0.003,631.591+,15832.94,5,,,137168.592,153001.63,4s.5d,3D,2,4s.6f,3F*,3,5,7,,,L12180,
632.0908,0.0003,632.0908+,15820.511,7,,,137185.466,153005.977,4s.5d,3D,3,4s.6f,3F*,4,7,9,,,L12180,
633.58202,0.00008,633.5821+,15783.2761,21hfs,,,102944.595,118727.870,4s.5s,3S,1,4s.5p,3P*,2,3,5,,,L12180,
635.574,0.003,635.573+,15733.82,0,,,137339.674,153073.50,4s.4f,3F*,4,4s.7d,3D,3,9,7,,,L12180,
635.900,0.003,635.901+,15725.75,0,,,137342.570,153068.30,4s.4f,1F*,3,4s.7d,3D,2,7,5,,,L12180,
642.1013,0.0001,642.1013+,15573.866,19hfs,,,102944.595,118518.461,4s.5s,3S,1,4s.5p,3P*,1,3,3,,,L12180,
645.7707,0.0002,645.7707+,15485.372,17hfs,,,102944.595,118429.967,4s.5s,3S,1,4s.5p,3P*,0,3,1,,,L12180,
662.7360,0.0010,662.736+,15088.965,9,,,120550.431,135639.40,4s.5p,1P*,1,4p2,1S,0,3,1,,,L12180,
685.860,0.002,685.855+,14580.23,5hfs,,,118429.967,133010.30,4s.5p,3P*,0,4s.6s,3S,1,1,3,,,L12180,
690.046,0.002,690.044+,14491.78,6hfs,,,118518.461,133010.30,4s.5p,3P*,1,4s.6s,3S,1,3,3,,,L12180,
700.1598,0.0007,700.161+,14282.453,8hfs,,,118727.870,133010.30,4s.5p,3P*,2,4s.6s,3S,1,5,3,,,L12180,
720.0434,0.0002,720.0434+,13888.052,16,,,106662.379,120550.431,4s.5s,1S,0,4s.5p,1P*,1,1,3,,,L12180,
758.107,0.002,758.106+,13190.76,3hfs,,,120550.431,133741.20,4s.5p,1P*,1,4s.6s,1S,0,3,1,,,L12180,
779.4404,0.0010,779.4405+,12829.717,16,,,107720.716,120550.431,4p2,1D,2,4s.5p,1P*,1,5,3,,,L12180,
896.461,0.003,896.462+,11154.97,5,,,126187.61,137342.570,4s.4d,1D,2,4s.4f,1F*,3,5,7,,,L12180,
897.195,0.003,897.194+,11145.85,2,,,126187.61,137333.474,4s.4d,1D,2,4s.4f,3F*,3,5,7,,,L12180,
953.714,0.003,953.719+,10485.33,5*,,,137333.474,147818.74,4s.4f,3F*,3,4s.5g,"(1/2,9/2)",4,7,9,,,L12180,
953.714,0.003,953.714+,10485.33,5*,,,137332.285,147817.61,4s.4f,3F*,2,4s.5g,"(1/2,7/2)",3,5,7,,,L12180,
953.8186,0.0010,953.818+,10484.174,7,,,137333.474,147817.65,4s.4f,3F*,3,4s.5g,"(1/2,7/2)",4,7,9,,,L12180,
954.2967,0.0010,954.296+,10478.921,8,,,137339.674,147818.60,4s.4f,3F*,4,4s.5g,"(1/2,9/2)",5,9,11,,,L12180,
954.5478,0.0010,954.547+,10476.165,8,,,137342.570,147818.74,4s.4f,1F*,3,4s.5g,"(1/2,9/2)",4,7,9,,,L12180,
968.359,0.003,968.353+,10326.75,4,,,137157.524,147484.34,4s.5d,3D,1,4s.5f,3F*,2,3,5,,,L12180,
968.552,0.003,968.5479+,10324.70,1,,,137168.592,147493.327,4s.5d,3D,2,4s.5f,1F*,3,5,7,,,L12180,
969.286,0.002,969.2859+,10316.875,4hfs,,,137168.592,147485.466,4s.5d,3D,2,4s.5f,3F*,3,5,7,,,L12180,
970.3330,0.0010,970.3343+,10305.740,7,,,137185.466,147491.193,4s.5d,3D,3,4s.5f,3F*,4,7,9,,,L12180,
970.871,0.003,970.8738+,10300.03,0,,,137185.466,147485.466,4s.5d,3D,3,4s.5f,3F*,3,7,7,,,L12180,
