obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
,,93.30682,0.00017,107173.30,,2.e+04,E,0.000,107173.3,3d5.(6S).4s,a 7S,3,3d4.(b 3F).4s.4p.(3P*),u 5P*,3,7,7,,"T7574,c88",,
,,93.67690,0.00018,106749.90,,2.e+04,E,0.000,106749.9,3d5.(6S).4s,a 7S,3,3d4.(b 3F).4s.4p.(3P*),u 5P*,2,7,5,,"T7574,c88",,
95.304,0.002,95.30441,0.00014,104927.5,1,3.e+08,E,14325.866,119252.80,3d6,a 5D,4,3d5.(6S).8f,5F*,5,9,11,,c88,L562,
95.548,0.002,95.54573,0.00009,104659.3,0,,,14593.835,119255.76,3d6,a 5D,3,3d5.(6S).8f,5F*,4,7,9,,,L562,
95.720,0.002,95.72099,0.00018,104470.8,0,,,14781.205,119251.5,3d6,a 5D,2,3d5.(6S).8f,5F*,3,5,7,,,L562,
97.255,0.002,97.25495,0.00019,102822.8,10,2.e+08,E,14325.866,117148.4,3d6,a 5D,4,3d5.(6S).7f,5F*,5,9,11,,c88,L562,
97.519,0.002,97.5191,0.0004,102544.2,8,,,14593.835,117137.8,3d6,a 5D,3,3d5.(6S).7f,5F*,4,7,9,,,L562,
97.696,0.002,97.6960,0.0015,102357.9,7,,,14781.205,117139.5,3d6,a 5D,2,3d5.(6S).7f,5F*,3,5,7,,,L562,
97.811,0.002,97.8110,0.0015,102237.5,5,,,14901.203,117139.2,3d6,a 5D,1,3d5.(6S).7f,5F*,2,3,5,,,L562,
97.870,0.002,97.8700,0.0015,102176.0,0,,,14959.876,117136.2,3d6,a 5D,0,3d5.(6S).7f,5F*,1,1,3,,,L562,
98.290,0.002,98.2896,0.0003,101739.6,25,,,9472.993,111213.2,3d5.(6S).4s,a 5S,2,,s 5P*,3,5,7,,,L562,
98.324,0.002,98.32288,0.00010,101704.5,20,,,9472.993,111178.72,3d5.(6S).4s,a 5S,2,,s 5P*,2,5,5,,,L562,
98.340,0.002,98.33866,0.00019,101687.7,15,,,9472.993,111162.4,3d5.(6S).4s,a 5S,2,,s 5P*,1,5,3,,,L562,
100.096,0.002,100.09368,0.00018,99904.5,25,,,9472.993,109379.4,3d5.(6S).4s,a 5S,2,3d4.(5D).4s.4p.(1P*),t 5P*,3,5,7,,,L562,
100.300,0.002,100.29977,0.00004,99700.9,22,2.e+08,E,14325.866,114026.99,3d6,a 5D,4,3d5.(6S).6f,5F*,5,9,11,,c88,L562,
100.502,0.002,100.50018,0.00020,99500.6,20,,,9472.993,108975.3,3d5.(6S).4s,a 5S,2,3d4.(5D).4s.4p.(1P*),t 5P*,2,5,5,,,L562,
100.570,0.002,100.568944,0.000020,99433.0,22,,,14593.835,114028.11,3d6,a 5D,3,3d5.(6S).6f,5F*,4,7,9,,,L562,
100.672,0.002,100.67168,0.00004,99332.4,7,,,14325.866,113658.67,3d6,a 5D,4,3d5.(4G).5p,s 5F*,5,9,11,,,L562,
100.753,0.002,100.75160,0.00020,99252.6,15,,,9472.993,108727.0,3d5.(6S).4s,a 5S,2,3d4.(5D).4s.4p.(1P*),t 5P*,1,5,3,,,L562,
100.761,0.002,100.760495,0.000020,99244.5,15,,,14781.205,114026.45,3d6,a 5D,2,3d5.(6S).6f,5F*,3,5,7,,,L562,
100.885,0.002,100.88396,0.00004,99123.0,12,,,14901.203,114024.99,3d6,a 5D,1,3d5.(6S).6f,5F*,2,3,5,,,L562,
100.945,0.002,100.94508,0.00005,99064.1,10,,,14959.876,114023.64,3d6,a 5D,0,3d5.(6S).6f,5F*,1,1,3,,,L562,
100.956,0.002,100.95508,0.00004,99052.8,6,,,14593.835,113647.79,3d6,a 5D,3,3d5.(4G).5p,s 5F*,4,7,9,,,L562,
101.151,0.002,101.15202,0.00003,98862.5,5,,,14781.205,113642.31,3d6,a 5D,2,3d5.(4G).5p,s 5F*,3,5,7,,,L562,
