obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
88.8313,0.0019,88.8304,0.0004,112572.9,1400,,,0.00,112574.1,5s2.5p,2P*,1/2,5s2.11d,2D,3/2,2,4,,,L17864,
89.9884,0.0019,89.9907,0.0010,111125.4,3400,,,0.00,111122.6,5s2.5p,2P*,1/2,5s2.10d,2D,3/2,2,4,,,L17864,
91.7378,0.0006,91.7380,0.0004,109006.3,7300,9.e+07,E,0.00,109006.1,5s2.5p,2P*,1/2,5s2.9d,2D,3/2,2,4,,T9352,L18891,
92.2856,0.0019,92.2870,0.0003,108359.3,3500,2.4e+07,E,0.00,108357.6,5s2.5p,2P*,1/2,5s2.10s,2S,1/2,2,2,,T9352,L17864,
92.301,0.004,92.2974,0.0010,108341,3700,,,4251.494,112596.9,5s2.5p,2P*,3/2,5s2.11d,2D,5/2,4,6,,,L3368,
93.5571,0.0019,93.5525,0.0010,106886.6,5800,,,4251.494,111143.3,5s2.5p,2P*,3/2,5s2.10d,2D,5/2,4,6,,,L17864,
94.5802,0.0006,94.5794,0.0003,105730.4,14000,1.5e+08,E,0.00,105731.3,5s2.5p,2P*,1/2,5s2.8d,2D,3/2,2,4,,T9352,L18891,
95.4440,0.0006,95.44332,0.00014,104773.5,12000,9.e+07,E,4251.494,109025.72,5s2.5p,2P*,3/2,5s2.9d,2D,5/2,4,6,,T9352,L18891,
95.4614,0.0006,95.4612,0.0004,104754.4,6200,1.8e+07,E,4251.494,109006.1,5s2.5p,2P*,3/2,5s2.9d,2D,3/2,4,4,,T9352,L18891,
95.5299,0.0006,95.53068,0.00010,104679.3,6900,3.9e+07,E,0.00,104678.41,5s2.5p,2P*,1/2,5s2.9s,2S,1/2,2,2,,T9352,L18891,
96.0545,0.0019,96.0558,0.0004,104107.6,2400,4.e+07,E,4251.494,108357.6,5s2.5p,2P*,3/2,5s2.10s,2S,1/2,4,2,,T9352,L17864,
98.5110,0.0006,98.51117,0.00023,101511.5,18000,1.6e+08,E,4251.494,105762.82,5s2.5p,2P*,3/2,5s2.8d,2D,5/2,4,6,,T9352,L18891,
98.5411,0.0019,98.5418,0.0003,101480.5,10000,3.0e+07,E,4251.494,105731.3,5s2.5p,2P*,3/2,5s2.8d,2D,3/2,4,4,,T9352,L17864,
99.5742,0.0006,99.57490,0.00010,100427.6,8600,7.e+07,E,4251.494,104678.41,5s2.5p,2P*,3/2,5s2.9s,2S,1/2,4,2,,T9352,L18891,
99.7168,0.0006,99.71669,0.00005,100284.0,19000,2.8e+08,D+,0.00,100284.111,5s2.5p,2P*,1/2,5s2.7d,2D,3/2,2,4,,T9352,L18891,
101.6238,0.0006,101.62353,0.00005,98402.1,16000,7.e+07,E,0.00,98402.412,5s2.5p,2P*,1/2,5s2.8s,2S,1/2,2,2,,T9352,L18891,
104.0720,0.0006,104.071860,0.000019,96087.3,24000,3.0e+08,D+,4251.494,100338.947,5s2.5p,2P*,3/2,5s2.7d,2D,5/2,4,6,,T9352,L18891,
104.1313,0.0006,104.131287,0.000020,96032.6,16000,6.e+07,E,4251.494,100284.111,5s2.5p,2P*,3/2,5s2.7d,2D,3/2,4,4,,T9352,L18891,
106.2123,0.0007,106.212453,0.000017,94151.1,25000,1.3e+08,E,4251.494,98402.412,5s2.5p,2P*,3/2,5s2.8s,2S,1/2,4,2,,T9352,L18891,
110.8138,0.0010,110.81369,0.00006,90241.5,43000,4.7e+08,B+,0.00,90241.554,5s2.5p,2P*,1/2,5s2.6d,2D,3/2,2,4,,T8718,L18891,
115.9014,0.0010,115.90129,0.00005,86280.2,53000,1.01e+08,C+,0.00,86280.318,5s2.5p,2P*,1/2,5s2.7s,2S,1/2,2,2,,T8718,L18891,
116.1434,0.0010,116.143479,0.000020,86100.5,74000,5.5e+08,B+,4251.494,90351.894,5s2.5p,2P*,3/2,5s2.6d,2D,5/2,4,6,,T8718,L18891,
116.2926,0.0010,116.292511,0.000020,85990.0,56000,1.28e+08,B+,4251.494,90241.554,5s2.5p,2P*,3/2,5s2.6d,2D,3/2,4,4,,T8718,L18891,
118.5675,0.0014,118.5684,0.0006,84340.1,37000,,,48368.185,132707.7,5s.5p2,4P,3/2,5s.5p.(1P*).5d,2D*,5/2,4,6,,,L18891,
119.3299,0.0014,119.3308,0.0003,83801.3,66000bl(Si II),,,48368.185,132168.83,5s.5p2,4P,3/2,5s.5p.(1P*).5d,2D*,3/2,4,4,,,L18891,
121.9088,0.0010,121.908367,0.000022,82028.3,91000,3.35e+08,B+,4251.494,86280.318,5s2.5p,2P*,3/2,5s2.7s,2S,1/2,4,2,,T8718,L18891,
122.3715,0.0010,122.3716,0.0004,81718.4,100000,4.08e+08,B+,0.00,81718.3,5s2.5p,2P*,1/2,5s.5p2,2P,3/2,2,4,,T8718,L18891,
124.2928,0.0010,124.2929,0.0008,80455.2,110000,4.5e+08,B+,0.00,80455.1,5s2.5p,2P*,1/2,5s.5p2,2P,1/2,2,2,,T8718,L18891,
128.5659,0.0007,128.5655,0.0003,77781.1,31000,,,46464.290,124245.66,5s.5p2,4P,1/2,5s.5p.(3P*).5d,4P*,3/2,2,4,,,L18891,
129.0871,0.0010,129.0875,0.0005,77467.1,200000,2.95e+09,B+,4251.494,81718.3,5s2.5p,2P*,3/2,5s.5p2,2P,3/2,4,4,,T8718,L18891,
130.3902,0.0014,130.3912,0.0007,76692.9,37000H,9.e+08,D+,46464.290,123156.6,5s.5p2,4P,1/2,5p3,4S*,3/2,2,4,,T9352,L18891,
131.2275,0.0010,131.2274,0.0007,76203.5,210000,1.77e+09,B+,4251.494,80455.1,5s2.5p,2P*,3/2,5s.5p2,2P,1/2,4,2,,T8718,L18891,
131.3087,0.0014,131.3087,0.0014,76156.4,100000bl(Sn III),2.0e+09,D+,48368.185,124524.6?,5s.5p2,4P,3/2,5s.5p.(3P*).5d,4P*,1/2,4,2,,T9352,L18891,
131.6572,0.0010,131.6581,0.0005,75954.8,210000,2.14e+09,B+,0.00,75954.3,5s2.5p,2P*,1/2,5s.5p2,2S,1/2,2,2,,T8718,L18891,
131.7907,0.0007,131.7914,0.0003,75877.9,86000,1.3e+09,D+,48368.185,124245.66,5s.5p2,4P,3/2,5s.5p.(3P*).5d,4P*,3/2,4,4,,T9352,L18891,
132.7669,0.0014,132.7668,0.0011,75320.0,33000H,,,48368.185,123688.2,5s.5p2,4P,3/2,5s.5p.(3P*).5d,4P*,5/2,4,6,,,L18891,
133.7103,0.0014,133.7105,0.0007,74788.6,67000h,1.3e+09,D+,48368.185,123156.6,5s.5p2,4P,3/2,5p3,4S*,3/2,4,4,,T9352,L18891,
135.3843,0.0014,135.3848,0.0005,73863.8,13000H,3.6e+08,D+,58844.181,132707.7,5s.5p2,2D,3/2,5s.5p.(1P*).5d,2D*,5/2,4,6,,T9352,L18891,
135.8707,0.0014,135.8695,0.0009,73599.4,58000h,1.9e+09,D+,46464.290,120064.3?,5s.5p2,4P,1/2,5s.5p.(3P*).5d,4D*,3/2,2,4,,T9352,L18891,
136.0226,0.0020,136.0233,0.0011,73517.2,"120000H,bl(Sn III)*",3.3e+09,D+,46464.290,119981.1?,5s.5p2,4P,1/2,5s.5p.(3P*).5d,4D*,1/2,2,2,,T9352,L18891,
136.0226,0.0020,136.0259,0.0004,73517.2,"200000H,bl(Sn III)*",7.5e+08,D+,50730.224,124245.66,5s.5p2,4P,5/2,5s.5p.(3P*).5d,4P*,3/2,6,4,,T9352,L18891,
136.3799,0.0007,136.3798,0.0004,73324.6,93000,3.6e+09,D+,58844.181,132168.83,5s.5p2,2D,3/2,5s.5p.(1P*).5d,2D*,3/2,4,4,,T9352,L18891,
136.5282,0.0014,136.5295,0.0006,73244.9,100000H,3.4e+09,D+,59463.481,132707.7,5s.5p2,2D,5/2,5s.5p.(1P*).5d,2D*,5/2,6,6,,T9352,L18891,
137.0651,0.0014,137.0652,0.0009,72958.0,"100000H,bl(Sn III)",2.1e+09,D+,50730.224,123688.2,5s.5p2,4P,5/2,5s.5p.(3P*).5d,4P*,5/2,6,6,,T9352,L18891,
137.5416,0.0007,137.5415,0.0006,72705.3,46000,1.8e+08,D+,59463.481,132168.83,5s.5p2,2D,5/2,5s.5p.(1P*).5d,2D*,3/2,6,4,,T9352,L18891,
138.0704,0.0014,138.0712,0.0008,72426.8,68000H,2.3e+09,D+,50730.224,123156.6,5s.5p2,4P,5/2,5p3,4S*,3/2,6,4,,T9352,L18891,
139.1100,0.0007,139.1103,0.0006,71885.6,130000s,2.3e+09,D+,48368.185,120253.6,5s.5p2,4P,3/2,5s.5p.(3P*).5d,4D*,5/2,4,6,,T9352,L18891,
